"id","listid","test_cue","typed_word","testRT","cue_output_order","cue_study_position","color_condition","cue_condition","presented_color","studyRT","resp","expect_test","use_help","recall_all_q","cue_prioritem","word_prioritem","cue_postitem","word_postitem","resp_study_position","resp_cond"
"19315",2,"church","chin",2774.09999999998,2,22,"blue","remember","blue",878.280000000028,"larger","No","No","Yes","process","frog","remember","piano",12,"remember"
"19315",2,"church","",4767.18000000005,3,22,"blue","remember","blue",878.280000000028,"larger","No","No","Yes","process","frog","remember","piano",NA,NA
"19315",2,"heart","curtain",11600.6800000001,1,14,"blue","remember","blue",2297.29999999999,"smaller","No","No","Yes","process","lawyer","process","airplane",28,"process"
"19315",2,"heart","",333.819999999949,2,14,"blue","remember","blue",2297.29999999999,"smaller","No","No","Yes","process","lawyer","process","airplane",NA,NA
"19315",2,"pilot","waiter",2937,1,2,"blue","process","red",1338.85999999999,"larger","No","No","Yes","process","chicken","remember","nurse",17,"process"
"19315",2,"pilot","nurse",7375.07999999996,2,2,"blue","process","red",1338.85999999999,"larger","No","No","Yes","process","chicken","remember","nurse",3,"remember"
"19315",2,"pilot","",1617.5,3,2,"blue","process","red",1338.85999999999,"larger","No","No","Yes","process","chicken","remember","nurse",NA,NA
"19315",2,"chin","curtain",2768.26000000001,1,12,"blue","remember","blue",1235.44,"smaller","No","No","Yes","remember","costume","process","lawyer",28,"process"
"19315",2,"chin","costume",4373.47999999998,2,12,"blue","remember","blue",1235.44,"smaller","No","No","Yes","remember","costume","process","lawyer",11,"remember"
"19315",2,"chin","",4751.43999999994,3,12,"blue","remember","blue",1235.44,"smaller","No","No","Yes","remember","costume","process","lawyer",NA,NA
"19315",2,"banana","dragon",3739.92000000004,1,18,"blue","process","red",901.479999999981,"smaller","No","No","Yes","process","waiter","process","coast",20,"process"
"19315",2,"banana","curtain",4409.40000000002,2,18,"blue","process","red",901.479999999981,"smaller","No","No","Yes","process","waiter","process","coast",28,"process"
"19315",2,"banana","",3751.02000000002,3,18,"blue","process","red",901.479999999981,"smaller","No","No","Yes","process","waiter","process","coast",NA,NA
"19315",2,"barn","planet",5750.90000000002,1,24,"blue","process","red",1669.78000000003,"smaller","No","No","Yes","remember","piano","process","cloud",NA,NA
"19315",2,"barn","piano",4467.19999999995,2,24,"blue","process","red",1669.78000000003,"smaller","No","No","Yes","remember","piano","process","cloud",23,"remember"
"19315",2,"barn","",1717.42000000004,3,24,"blue","process","red",1669.78000000003,"smaller","No","No","Yes","remember","piano","process","cloud",NA,NA
"19315",2,"chair","dog",7982.90000000002,1,6,"blue","process","red",1086.71999999997,"smaller","No","No","Yes","remember","horse","process","peanut",NA,NA
"19315",2,"chair","",3984.31999999995,2,6,"blue","process","red",1086.71999999997,"smaller","No","No","Yes","remember","horse","process","peanut",NA,NA
"19315",2,"sheep","coast",4719.54000000004,1,16,"blue","process","red",816.559999999998,"smaller","No","No","Yes","process","airplane","process","waiter",19,"process"
"19315",2,"sheep","barn",2281.81999999995,2,16,"blue","process","red",816.559999999998,"smaller","No","No","Yes","process","airplane","process","waiter",24,"process"
"19315",2,"sheep","",4934.06000000006,3,16,"blue","process","red",816.559999999998,"smaller","No","No","Yes","process","airplane","process","waiter",NA,NA
"19315",2,"curtain","jeep",4169.52000000002,1,28,"blue","process","red",2118.90000000002,"larger","No","No","Yes","remember","jeep","remember","carpet",27,"remember"
"19315",2,"curtain","carpet",7014.23999999999,2,28,"blue","process","red",2118.90000000002,"larger","No","No","Yes","remember","jeep","remember","carpet",29,"remember"
"19315",2,"curtain","",733.699999999953,3,28,"blue","process","red",2118.90000000002,"larger","No","No","Yes","remember","jeep","remember","carpet",NA,NA
"19315",2,"boot","jeep",2088.16000000003,1,26,"blue","remember","blue",1584.02000000002,"smaller","No","No","Yes","process","cloud","remember","jeep",27,"remember"
"19315",2,"boot","planet",4642.97999999998,2,26,"blue","remember","blue",1584.02000000002,"smaller","No","No","Yes","process","cloud","remember","jeep",NA,NA
"19315",2,"boot","",5217.95999999996,3,26,"blue","remember","blue",1584.02000000002,"smaller","No","No","Yes","process","cloud","remember","jeep",NA,NA
"19315",2,"dragon","coast",1459.47999999998,1,20,"blue","process","red",3557.14000000001,"smaller","No","No","Yes","process","coast","process","frog",19,"process"
"19315",2,"dragon","sheep",6710.43999999994,2,20,"blue","process","red",3557.14000000001,"smaller","No","No","Yes","process","coast","process","frog",16,"process"
"19315",2,"dragon","",3750.47999999998,3,20,"blue","process","red",3557.14000000001,"smaller","No","No","Yes","process","coast","process","frog",NA,NA
"19315",2,"pipe","nurse",3217.80000000005,1,4,"blue","remember","blue",1073.73999999999,"smaller","No","No","Yes","remember","nurse","remember","horse",3,"remember"
"19315",2,"pipe","finger",1701.59999999998,2,4,"blue","remember","blue",1073.73999999999,"smaller","No","No","Yes","remember","nurse","remember","horse",8,"remember"
"19315",2,"pipe","",7000.14000000001,3,4,"blue","remember","blue",1073.73999999999,"smaller","No","No","Yes","remember","nurse","remember","horse",NA,NA
"19315",2,"bucket","chair",2801.45999999996,1,10,"blue","remember","blue",1900.26000000001,"larger","No","No","Yes","remember","nest","remember","costume",6,"process"
"19315",2,"bucket","nest",6873.30000000005,2,10,"blue","remember","blue",1900.26000000001,"larger","No","No","Yes","remember","nest","remember","costume",9,"remember"
"19315",2,"bucket","",2217.06000000006,3,10,"blue","remember","blue",1900.26000000001,"larger","No","No","Yes","remember","nest","remember","costume",NA,NA
"19315",2,"robot","dragon",4251.09999999998,1,30,"blue","remember","blue",1630.04000000004,"smaller","No","No","Yes","remember","carpet","remember","garden",20,"process"
"19315",2,"robot","",7701.5,2,30,"blue","remember","blue",1630.04000000004,"smaller","No","No","Yes","remember","carpet","remember","garden",NA,NA
"19315",2,"finger","nurse",1954.73999999999,1,8,"blue","remember","blue",1628.67999999999,"smaller","No","No","Yes","process","peanut","remember","nest",3,"remember"
"19315",2,"finger","pipe",985.640000000014,2,8,"blue","remember","blue",1628.67999999999,"smaller","No","No","Yes","process","peanut","remember","nest",4,"remember"
"19315",2,"finger","",8966.83999999997,3,8,"blue","remember","blue",1628.67999999999,"smaller","No","No","Yes","process","peanut","remember","nest",NA,NA
"19312",2,"jungle","pearl",6778.06999999948,1,30,"red","process","blue",1540.74500000116,"larger","No","No","Yes","process","heart","process","dice",13,"remember"
"19312",2,"jungle","finger",4937.55100000114,2,30,"red","process","blue",1540.74500000116,"larger","No","No","Yes","process","heart","process","dice",2,"remember"
"19312",2,"jungle","",240.778000000864,3,30,"red","process","blue",1540.74500000116,"larger","No","No","Yes","process","heart","process","dice",NA,NA
"19312",2,"whistle","window",3992.00699999963,1,10,"red","remember","red",2073.31400000042,"smaller","No","No","Yes","process","barrel","remember","window",11,"remember"
"19312",2,"whistle","barrel",4971.76400000078,2,10,"red","remember","red",2073.31400000042,"smaller","No","No","Yes","process","barrel","remember","window",9,"process"
"19312",2,"whistle","",3007.43099999975,3,10,"red","remember","red",2073.31400000042,"smaller","No","No","Yes","process","barrel","remember","window",NA,NA
"19312",2,"elephant","eagle",5386.07599999965,1,22,"red","remember","red",1397.0970000003,"larger","No","No","Yes","process","virus","remember","eagle",23,"remember"
"19312",2,"elephant","robin",3575.34399999946,2,22,"red","remember","red",1397.0970000003,"larger","No","No","Yes","process","virus","remember","eagle",24,"process"
"19312",2,"elephant","",3013.7439999996,3,22,"red","remember","red",1397.0970000003,"larger","No","No","Yes","process","virus","remember","eagle",NA,NA
"19312",2,"newspaper","peanut",5617.1170000002,1,18,"red","remember","red",4239.33100000035,"larger","No","No","Yes","process","bread","remember","island",14,"remember"
"19312",2,"newspaper","island",4076.27400000114,2,18,"red","remember","red",4239.33100000035,"larger","No","No","Yes","process","bread","remember","island",19,"remember"
"19312",2,"newspaper","",2274.15999999945,3,18,"red","remember","red",4239.33100000035,"larger","No","No","Yes","process","bread","remember","island",NA,NA
"19312",2,"sheep","house",7514.39400000125,1,28,"red","process","blue",2973.96600000001,"smaller","No","No","Yes","remember","elevator","process","heart",25,"remember"
"19312",2,"sheep","turtle",2175.09100000013,2,28,"red","process","blue",2973.96600000001,"smaller","No","No","Yes","remember","elevator","process","heart",NA,NA
"19312",2,"sheep","",2285.17200000072,3,28,"red","process","blue",2973.96600000001,"smaller","No","No","Yes","remember","elevator","process","heart",NA,NA
"19312",2,"peanut","newspaper",6992.65900000092,1,14,"red","remember","red",3269.004000001,"larger","No","No","Yes","remember","pearl","process","camera",18,"remember"
"19312",2,"peanut","pearl",2830.05800000066,2,14,"red","remember","red",3269.004000001,"larger","No","No","Yes","remember","pearl","process","camera",13,"remember"
"19312",2,"peanut","",2161.06499999971,3,14,"red","remember","red",3269.004000001,"larger","No","No","Yes","remember","pearl","process","camera",NA,NA
"19312",2,"robin","eagle",2912.67900000059,1,24,"red","process","blue",1914.30700000026,"smaller","No","No","Yes","remember","eagle","remember","house",23,"remember"
"19312",2,"robin","elephant",4441.48999999999,2,24,"red","process","blue",1914.30700000026,"smaller","No","No","Yes","remember","eagle","remember","house",22,"remember"
"19312",2,"robin","",4620.10800000047,3,24,"red","process","blue",1914.30700000026,"smaller","No","No","Yes","remember","eagle","remember","house",NA,NA
"19312",2,"clinic","house",3582.98900000006,1,20,"red","process","blue",1323.94200000074,"smaller","No","No","Yes","remember","island","process","virus",25,"remember"
"19312",2,"clinic","elevator",4366.03300000017,2,20,"red","process","blue",1323.94200000074,"smaller","No","No","Yes","remember","island","process","virus",27,"remember"
"19312",2,"clinic","",4025.77399999986,3,20,"red","process","blue",1323.94200000074,"smaller","No","No","Yes","remember","island","process","virus",NA,NA
"19312",2,"medal","window",5953.48300000082,1,12,"red","remember","red",2390.82599999971,"smaller","No","No","Yes","remember","window","remember","pearl",11,"remember"
"19312",2,"medal","pearl",1801.66399999987,2,12,"red","remember","red",2390.82599999971,"smaller","No","No","Yes","remember","window","remember","pearl",13,"remember"
"19312",2,"medal","",4211.05700000003,3,12,"red","remember","red",2390.82599999971,"smaller","No","No","Yes","remember","window","remember","pearl",NA,NA
"19312",2,"dessert","house",3265.92900000059,1,26,"red","process","blue",1100.82499999949,"smaller","No","No","Yes","remember","house","remember","elevator",25,"remember"
"19312",2,"dessert","island",2474.62699999963,2,26,"red","process","blue",1100.82499999949,"smaller","No","No","Yes","remember","house","remember","elevator",19,"remember"
"19312",2,"dessert","",6236.98400000052,3,26,"red","process","blue",1100.82499999949,"smaller","No","No","Yes","remember","house","remember","elevator",NA,NA
"19312",2,"purse","casino",6191.76200000034,1,8,"red","remember","red",1667.6200000011,"smaller","No","No","Yes","process","robot","process","barrel",4,"remember"
"19312",2,"purse","finger",4466.40400000033,2,8,"red","remember","red",1667.6200000011,"smaller","No","No","Yes","process","robot","process","barrel",2,"remember"
"19312",2,"purse","",1306.78999999969,3,8,"red","remember","red",1667.6200000011,"smaller","No","No","Yes","process","robot","process","barrel",NA,NA
"19312",2,"goose","island",4447.94300000067,1,6,"red","process","blue",1883.72300000011,"larger","No","No","Yes","process","lemon","process","robot",19,"remember"
"19312",2,"goose","window",3827.20500000077,2,6,"red","process","blue",1883.72300000011,"larger","No","No","Yes","process","lemon","process","robot",11,"remember"
"19312",2,"goose","",3702.37000000058,3,6,"red","process","blue",1883.72300000011,"larger","No","No","Yes","process","lemon","process","robot",NA,NA
"19312",2,"pizza","bread",2981.58999999997,1,16,"red","process","blue",1156.82599999954,"larger","No","No","Yes","process","camera","process","bread",17,"process"
"19312",2,"pizza","island",5416.07599999977,2,16,"red","process","blue",1156.82599999954,"larger","No","No","Yes","process","camera","process","bread",19,"remember"
"19312",2,"pizza","",3573.75900000031,3,16,"red","process","blue",1156.82599999954,"larger","No","No","Yes","process","camera","process","bread",NA,NA
"19312",2,"casino","finger",3215.75099999958,1,4,"red","remember","red",2202.2709999996,"larger","No","No","Yes","process","underwear","process","lemon",2,"remember"
"19312",2,"casino","purse",3074.40499999968,2,4,"red","remember","red",2202.2709999996,"larger","No","No","Yes","process","underwear","process","lemon",8,"remember"
"19312",2,"casino","",5676.6580000004,3,4,"red","remember","red",2202.2709999996,"larger","No","No","Yes","process","underwear","process","lemon",NA,NA
"19312",2,"finger","casino",4510.57800000045,1,2,"red","remember","red",3443.66099999991,"smaller","No","No","Yes","remember","ocean","process","underwear",4,"remember"
"19312",2,"finger","",6738.60300000024,2,2,"red","remember","red",3443.66099999991,"smaller","No","No","Yes","remember","ocean","process","underwear",NA,NA
"19312",2,"finger","",712.743000000366,3,2,"red","remember","red",3443.66099999991,"smaller","No","No","Yes","remember","ocean","process","underwear",NA,NA
"19309",2,"buffalo","pen",9464.19699996384,1,2,"red","remember","red",2274.3199999741,"larger","No","No","No","process","butler","process","worm",NA,NA
"19309",2,"buffalo","l",2502.98499996238,2,2,"red","remember","red",2274.3199999741,"larger","No","No","No","process","butler","process","worm",NA,NA
"19309",2,"burger","pen",3150.2349999547,1,20,"red","process","blue",808.969999982743,"smaller","No","No","No","remember","railroad","remember","towel",NA,NA
"19309",2,"burger","lemon",2140.05499998445,2,20,"red","process","blue",808.969999982743,"smaller","No","No","No","remember","railroad","remember","towel",18,"remember"
"19309",2,"burger","",6657.05099998869,3,20,"red","process","blue",808.969999982743,"smaller","No","No","No","remember","railroad","remember","towel",NA,NA
"19309",2,"nail","hammer",3639.63500000618,1,22,"red","remember","red",1601.75299999595,"smaller","No","No","No","remember","towel","process","lawn",NA,NA
"19309",2,"nail","fort",1681.49399995932,2,22,"red","remember","red",1601.75299999595,"smaller","No","No","No","remember","towel","process","lawn",29,"remember"
"19309",2,"nail","",6640.74599996849,3,22,"red","remember","red",1601.75299999595,"smaller","No","No","No","remember","towel","process","lawn",NA,NA
"19309",2,"wallet","valley",3331.13899995352,1,12,"red","process","blue",737.049999971176,"smaller","No","No","No","process","sheep","remember","banana",28,"remember"
"19309",2,"wallet","fort",3840.22799995157,2,12,"red","process","blue",737.049999971176,"smaller","No","No","No","process","sheep","remember","banana",29,"remember"
"19309",2,"wallet","",4789.03799998073,3,12,"red","process","blue",737.049999971176,"smaller","No","No","No","process","sheep","remember","banana",NA,NA
"19309",2,"valley","fort",2221.48700000253,1,28,"red","remember","red",827.627999996766,"larger","No","No","No","remember","guitar","remember","fort",29,"remember"
"19309",2,"valley","burger",3993.67499996372,2,28,"red","remember","red",827.627999996766,"larger","No","No","No","remember","guitar","remember","fort",20,"process"
"19309",2,"valley","",5739.40699995356,3,28,"red","remember","red",827.627999996766,"larger","No","No","No","remember","guitar","remember","fort",NA,NA
"19309",2,"lemon","sandwich",4682.91699996253,1,18,"red","remember","red",1405.24799998302,"larger","No","No","No","remember","passport","remember","railroad",NA,NA
"19309",2,"lemon","empire",4739.0289999533,2,18,"red","remember","red",1405.24799998302,"larger","No","No","No","remember","passport","remember","railroad",8,"remember"
"19309",2,"lemon","",2536.45599999302,3,18,"red","remember","red",1405.24799998302,"larger","No","No","No","remember","passport","remember","railroad",NA,NA
"19309",2,"corn","buffalo",2913.43399998336,1,30,"red","process","blue",1615.31199995271,"smaller","No","No","No","remember","fort","process","needle",2,"remember"
"19309",2,"corn","table",4385.72199995548,2,30,"red","process","blue",1615.31199995271,"smaller","No","No","No","remember","fort","process","needle",6,"remember"
"19309",2,"corn","",4653.4909999735,3,30,"red","process","blue",1615.31199995271,"smaller","No","No","No","remember","fort","process","needle",NA,NA
"19309",2,"coast","forest",3557.0560000072,1,14,"red","process","blue",880.545999987982,"larger","No","No","No","remember","banana","remember","costume",NA,NA
"19309",2,"coast","pen",1994.57899999979,2,14,"red","process","blue",880.545999987982,"larger","No","No","No","remember","banana","remember","costume",NA,NA
"19309",2,"coast","",6390.64199996018,3,14,"red","process","blue",880.545999987982,"larger","No","No","No","remember","banana","remember","costume",NA,NA
"19309",2,"garden","forest",4514.61199998925,1,16,"red","process","blue",1082.89499995299,"larger","No","No","No","remember","costume","remember","passport",NA,NA
"19309",2,"garden","valley",1657.39499996102,2,16,"red","process","blue",1082.89499995299,"larger","No","No","No","remember","costume","remember","passport",28,"remember"
"19309",2,"garden","",5789.7519999647,3,16,"red","process","blue",1082.89499995299,"larger","No","No","No","remember","costume","remember","passport",NA,NA
"19309",2,"robot","lemon",4584.01199997694,1,4,"red","process","blue",1041.88699996064,"larger","No","No","No","process","worm","process","factory",18,"remember"
"19309",2,"robot","banana",2788.2719999887,2,4,"red","process","blue",1041.88699996064,"larger","No","No","No","process","worm","process","factory",13,"remember"
"19309",2,"robot","",4589.01499997126,3,4,"red","process","blue",1041.88699996064,"larger","No","No","No","process","worm","process","factory",NA,NA
"19309",2,"empire","buffalo",3498.61899997876,1,8,"red","remember","red",867.809999973688,"larger","No","No","No","process","dog","remember","couch",2,"remember"
"19309",2,"empire","lemon",2059.17699998082,2,8,"red","remember","red",867.809999973688,"larger","No","No","No","process","dog","remember","couch",18,"remember"
"19309",2,"empire","",6407.38999999221,3,8,"red","remember","red",867.809999973688,"larger","No","No","No","process","dog","remember","couch",NA,NA
"19309",2,"lamp","table",5103.11699996167,1,26,"red","process","blue",855.757999954396,"smaller","No","No","No","process","diamond","remember","guitar",6,"remember"
"19309",2,"lamp","forest",2334.09899996966,2,26,"red","process","blue",855.757999954396,"smaller","No","No","No","process","diamond","remember","guitar",NA,NA
"19309",2,"lamp","",4505.53400000185,3,26,"red","process","blue",855.757999954396,"smaller","No","No","No","process","diamond","remember","guitar",NA,NA
"19309",2,"table","forest",2485.78199999803,1,6,"red","remember","red",544.896000006644,"smaller","No","No","No","process","factory","process","dog",NA,NA
"19309",2,"table","lamp",2367.19999997073,2,6,"red","remember","red",544.896000006644,"smaller","No","No","No","process","factory","process","dog",26,"process"
"19309",2,"table","",7091.20799997845,3,6,"red","remember","red",544.896000006644,"smaller","No","No","No","process","factory","process","dog",NA,NA
"19309",2,"stairs","table",3310.21799999732,1,24,"red","process","blue",2306.27599998371,"larger","No","No","No","process","lawn","process","diamond",6,"remember"
"19309",2,"stairs","valley",2294.35099996778,2,24,"red","process","blue",2306.27599998371,"larger","No","No","No","process","lawn","process","diamond",28,"remember"
"19309",2,"stairs","",6357.45899999759,3,24,"red","process","blue",2306.27599998371,"larger","No","No","No","process","lawn","process","diamond",NA,NA
"19309",2,"chicken","stairs",3414.02399999602,1,10,"red","remember","red",1357.25900000421,"smaller","No","No","No","remember","couch","process","sheep",24,"process"
"19309",2,"chicken","robot",1657.76699997182,2,10,"red","remember","red",1357.25900000421,"smaller","No","No","No","remember","couch","process","sheep",4,"process"
"19309",2,"chicken","",6890.94999997003,3,10,"red","remember","red",1357.25900000421,"smaller","No","No","No","remember","couch","process","sheep",NA,NA
"19307",2,"tent","",11983.7430000085,1,28,"red","process","blue",2471.09200002509,"larger","No","No","Yes","remember","piano","process","goose",NA,NA
"19307",2,"cookie","knife",5214.94300000509,1,14,"red","remember","red",3459.87899999716,"larger","No","No","Yes","remember","pizza","remember","opera",NA,NA
"19307",2,"cookie","",6750.57100001373,2,14,"red","remember","red",3459.87899999716,"larger","No","No","Yes","remember","pizza","remember","opera",NA,NA
"19307",2,"shark","finger",10091.6210000096,1,24,"red","remember","red",2029.23500002176,"smaller","No","No","Yes","remember","basement","process","bowl",NA,NA
"19307",2,"shark","",1867.06999999704,2,24,"red","remember","red",2029.23500002176,"smaller","No","No","Yes","remember","basement","process","bowl",NA,NA
"19307",2,"bike","jeep",11983.5320000112,1,20,"red","process","blue",1135.12600001553,"larger","No","No","Yes","remember","chair","process","mouse",9,"remember"
"19307",2,"curtain","plan",4645.23700000648,1,6,"red","remember","red",1965.54200000502,"larger","No","No","Yes","remember","eagle","process","table",NA,NA
"19307",2,"curtain","",7317.00600001216,2,6,"red","remember","red",1965.54200000502,"larger","No","No","Yes","remember","eagle","process","table",NA,NA
"19307",2,"heart","mice",4631.64299999946,1,22,"red","remember","red",2938.30199999781,"larger","No","No","Yes","process","mouse","remember","basement",NA,NA
"19307",2,"heart","",7333.81900001341,2,22,"red","remember","red",2938.30199999781,"larger","No","No","Yes","process","mouse","remember","basement",NA,NA
"19307",2,"bush","",11983.6570000045,1,18,"red","remember","red",6626.97600000503,"smaller","No","No","Yes","process","blanket","remember","chair",NA,NA
"19307",2,"pearl","tower",3944.38800000527,1,8,"red","process","blue",2466.37700000615,"smaller","No","No","Yes","process","table","remember","jeep",NA,NA
"19307",2,"pearl","",8017.01500002004,2,8,"red","process","blue",2466.37700000615,"smaller","No","No","Yes","process","table","remember","jeep",NA,NA
"19307",2,"hammer","jeep",5717.17400001956,1,4,"red","process","blue",1705.35800001025,"smaller","No","No","Yes","remember","palace","remember","eagle",9,"remember"
"19307",2,"hammer","",6233.72400001064,2,4,"red","process","blue",1705.35800001025,"smaller","No","No","Yes","remember","palace","remember","eagle",NA,NA
"19307",2,"needle","",11983.7300000177,1,12,"red","process","blue",3574.30500001949,"smaller","No","No","Yes","process","pipe","remember","pizza",NA,NA
"19307",2,"church","",11983.6589999987,1,10,"red","process","blue",2874.1120000158,"larger","No","No","Yes","remember","jeep","process","pipe",NA,NA
"19307",2,"railroad","chea",11983.6020000217,1,2,"red","process","blue",3174.66300002241,"smaller","No","No","Yes","remember","chicken","remember","palace",NA,NA
"19307",2,"cigar","",11983.9989999969,1,30,"red","process","blue",2019.82200000819,"smaller","No","No","Yes","process","goose","remember","sink",NA,NA
"19307",2,"bread","cigar",2661.80900000117,1,16,"red","remember","red",2571.38600002183,"larger","No","No","Yes","remember","opera","process","blanket",30,"process"
"19307",2,"bread","",9300.22000002407,2,16,"red","remember","red",2571.38600002183,"larger","No","No","Yes","remember","opera","process","blanket",NA,NA
"19307",2,"sweater","branch",3404.42600002536,1,26,"red","process","blue",2403.42700000771,"larger","No","No","Yes","process","bowl","remember","piano",NA,NA
"19307",2,"sweater","",8550.30900000804,2,26,"red","process","blue",2403.42700000771,"larger","No","No","Yes","process","bowl","remember","piano",NA,NA
"19305",2,"knee","tunnell",6016.28399999999,1,10,"red","remember","red",2301.20000000007,"larger","No","No","Yes","remember","nail","process","tunnel",NA,NA
"19305",2,"knee","nail",4393.98600000003,2,10,"red","remember","red",2301.20000000007,"larger","No","No","Yes","remember","nail","process","tunnel",9,"remember"
"19305",2,"knee","",1553.15599999996,3,10,"red","remember","red",2301.20000000007,"larger","No","No","Yes","remember","nail","process","tunnel",NA,NA
"19305",2,"whistle","nail",4206.20200000005,1,6,"red","process","blue",1295.8550000001,"smaller","No","No","Yes","remember","passport","process","empire",9,"remember"
"19305",2,"whistle","passport",2102.11400000006,2,6,"red","process","blue",1295.8550000001,"smaller","No","No","Yes","remember","passport","process","empire",5,"remember"
"19305",2,"whistle","",5571.4850000001,3,6,"red","process","blue",1295.8550000001,"smaller","No","No","Yes","remember","passport","process","empire",NA,NA
"19305",2,"penny","circus",11374.139,1,22,"red","remember","red",1145.57600000012,"larger","No","No","Yes","process","sink","process","chin",4,"remember"
"19305",2,"penny","",601.926000000094,2,22,"red","remember","red",1145.57600000012,"larger","No","No","Yes","process","sink","process","chin",NA,NA
"19305",2,"stairs","sink",5806.91300000006,1,26,"red","remember","red",690.431000000099,"larger","No","No","Yes","process","cookie","remember","concert",21,"process"
"19305",2,"stairs","",6166.14400000009,2,26,"red","remember","red",690.431000000099,"larger","No","No","Yes","process","cookie","remember","concert",NA,NA
"19305",2,"boot","universe",6899.03499999992,1,14,"red","remember","red",2473.25699999998,"larger","No","No","Yes","process","heart","remember","liver",16,"process"
"19305",2,"boot","",5073.95500000007,2,14,"red","remember","red",2473.25699999998,"larger","No","No","Yes","process","heart","remember","liver",NA,NA
"19305",2,"lawyer","",3028.46300000011,1,18,"red","process","blue",2010.92300000007,"larger","No","No","Yes","process","spider","process","jewelry",NA,NA
"19305",2,"lawyer","pearl",8410.54300000006,2,18,"red","process","blue",2010.92300000007,"larger","No","No","Yes","process","spider","process","jewelry",29,"process"
"19305",2,"lawyer","",485.35000000021,3,18,"red","process","blue",2010.92300000007,"larger","No","No","Yes","process","spider","process","jewelry",NA,NA
"19305",2,"hammer","concert",5320.31400000013,1,28,"red","process","blue",872.768999999971,"smaller","No","No","Yes","remember","concert","process","pearl",27,"remember"
"19305",2,"hammer","",6649.1540000001,2,28,"red","process","blue",872.768999999971,"smaller","No","No","Yes","remember","concert","process","pearl",NA,NA
"19305",2,"barrel","knife",5784.87399999995,1,2,"red","remember","red",3001.94700000004,"smaller","No","No","Yes","remember","child","remember","knife",3,"remember"
"19305",2,"barrel","child",6016.25199999998,2,2,"red","remember","red",3001.94700000004,"smaller","No","No","Yes","remember","child","remember","knife",1,"remember"
"19305",2,"barrel","",135.954000000143,3,2,"red","remember","red",3001.94700000004,"smaller","No","No","Yes","remember","child","remember","knife",NA,NA
"19305",2,"couch","",11987.6590000001,1,20,"red","remember","red",942.883000000031,"larger","No","No","Yes","process","jewelry","process","sink",NA,NA
"19305",2,"universe","sink",4327.42700000014,1,16,"red","process","blue",1392.11399999994,"larger","No","No","Yes","remember","liver","process","spider",21,"process"
"19305",2,"universe","liver",1100.76600000006,2,16,"red","process","blue",1392.11399999994,"larger","No","No","Yes","remember","liver","process","spider",15,"remember"
"19305",2,"universe","",6520.91299999994,3,16,"red","process","blue",1392.11399999994,"larger","No","No","Yes","remember","liver","process","spider",NA,NA
"19305",2,"pistol","ciruc",8056.60000000009,1,30,"red","remember","red",1249.12900000007,"larger","No","No","Yes","process","pearl","process","curtain",NA,NA
"19305",2,"pistol","circus",2377.53500000015,2,30,"red","remember","red",1249.12900000007,"larger","No","No","Yes","process","pearl","process","curtain",4,"remember"
"19305",2,"pistol","",1519.1100000001,3,30,"red","remember","red",1249.12900000007,"larger","No","No","Yes","process","pearl","process","curtain",NA,NA
"19305",2,"circus","passport",3947.65599999996,1,4,"red","remember","red",1301.20900000003,"larger","No","No","Yes","remember","knife","remember","passport",5,"remember"
"19305",2,"circus","knife",1169.18900000001,2,4,"red","remember","red",1301.20900000003,"larger","No","No","Yes","remember","knife","remember","passport",3,"remember"
"19305",2,"circus","",6825.12999999989,3,4,"red","remember","red",1301.20900000003,"larger","No","No","Yes","remember","knife","remember","passport",NA,NA
"19305",2,"palace","",11985.5920000002,1,24,"red","process","blue",967.542999999947,"larger","No","No","Yes","process","chin","process","cookie",NA,NA
"19305",2,"casino","concert",8705.13500000001,1,12,"red","process","blue",3536.81799999997,"larger","No","No","Yes","process","tunnel","process","heart",27,"remember"
"19305",2,"casino","",3275.32999999984,2,12,"red","process","blue",3536.81799999997,"larger","No","No","Yes","process","tunnel","process","heart",NA,NA
"19305",2,"basket","whistle",3058.05300000007,1,8,"red","remember","red",1190.16000000003,"smaller","No","No","Yes","process","empire","remember","nail",6,"process"
"19305",2,"basket","couch",5798.65700000012,2,8,"red","remember","red",1190.16000000003,"smaller","No","No","Yes","process","empire","remember","nail",20,"remember"
"19305",2,"basket","",3104.08499999996,3,8,"red","remember","red",1190.16000000003,"smaller","No","No","Yes","process","empire","remember","nail",NA,NA
"19304",2,"barrel","",11981.3600000006,1,22,"blue","process","red",3445.60699999949,"larger",NA,NA,NA,"process","heart","remember","lawyer",NA,NA
"19304",2,"corn","toothpill",6259.75900000019,1,16,"blue","remember","blue",2904.48599999945,"smaller",NA,NA,NA,"process","pill","process","brain",NA,NA
"19304",2,"corn","",5712.47600000049,2,16,"blue","remember","blue",2904.48599999945,"smaller",NA,NA,NA,"process","pill","process","brain",NA,NA
"19304",2,"railroad","shotgundoctor",7305.85099999921,1,4,"blue","remember","blue",1375.70500000025,"larger",NA,NA,NA,"process","nurse","remember","doctor",NA,NA
"19304",2,"railroad","",4671.50999999931,2,4,"blue","remember","blue",1375.70500000025,"larger",NA,NA,NA,"process","nurse","remember","doctor",NA,NA
"19304",2,"piano","",11990.0520000005,1,20,"blue","remember","blue",2790.57599999895,"larger",NA,NA,NA,"process","nest","process","heart",NA,NA
