"id","listid","study_position","color_condition","trial_condition","presented_color","word1","studyRT","resp","expect_test","use_help","recall_all_q","output_pos1","testRT","acc","cue_prioritem1","cue_prioritem","cue_consec_value","cue_consec_lab","X","larger_p","sizeRT","size_group","lp_prioritem1","lp_prioritem","sizeg_prioritem1","sizeg_prioritem","size_diff"
"19286",1,6,"blue","process","red","airplane",1719.91899999825,"larger","No","No","No",NA,NA,0,"remember","remember",0.5,"remember1",1,"0.94",1408.10800000065,"2","0.82","0.82","2","2",0
"19286",1,7,"blue","remember","blue","lamp",4155.70000000024,"smaller","No","No","No",NA,NA,0,"process","process",-0.5,"process1",95,"0.61",1847.54699999926,"1","0.94","0.94","2","2",-1
"19286",1,8,"blue","process","red","sheep",24364.6920000007,"larger","No","No","No",NA,NA,0,"remember","remember",0.5,"remember1",143,"0.97",1454.98,"2","0.61","0.61","1","1",1
"19286",1,9,"blue","process","red","universe",1623.41899999965,"larger","No","No","No",NA,NA,0,"process","process",-0.5,"process1",170,"0.95",1398.19600004651,"2","0.97","0.97","2","2",0
"19286",1,10,"blue","remember","blue","pilot",1599.8079999981,"smaller","No","No","No",NA,NA,0,"process","process",-1.5,"process2",124,"0.91",1651.86500009929,"2","0.95","0.95","2","2",0
"19286",1,11,"blue","remember","blue","nail",2725.34599999987,"smaller","No","No","No",1,3052.79200000101,1,"remember","remember",0.5,"remember1",106,"0.01",1386.37899997761,"0","0.91","0.91","2","2",-2
"19286",1,12,"blue","remember","blue","piano",2092.84899999839,"larger","No","No","No",2,1010.48600000114,1,"remember","remember",1.5,"remember2",121,"0.94",1290.38599994907,"2","0.01","0.01","0","0",2
"19286",1,13,"blue","remember","blue","passport",1486.71999999904,"smaller","No","No","No",NA,NA,0,"remember","remember",2.5,"remember3",116,"0.09",1438.31699995766,"0","0.94","0.94","2","2",-2
"19286",1,14,"blue","remember","blue","empire",4283.79499999879,"larger","No","No","No",8,4741.02599999902,1,"remember","remember",2.5,"remember3",69,"0.95",1570.91800000297,"2","0.09","0.09","0","0",2
"19286",1,15,"blue","process","red","beach",2734.00700000106,"smaller","No","No","No",NA,NA,0,"remember","remember",2.5,"remember3",10,"0.94",1510.96449998506,"2","0.95","0.95","2","2",0
"19286",1,16,"blue","process","red","wrist",1901.26699999819,"smaller","No","No","No",NA,NA,0,"process","process",-0.5,"process1",180,"0.09",1433.27300000016,"0","0.94","0.94","2","2",-2
"19286",1,17,"blue","process","red","doctor",2974.74700000131,"smaller","No","No","No",NA,NA,0,"process","process",-1.5,"process2",62,"0.98",1479,"2","0.09","0.09","0","0",2
"19286",1,18,"blue","remember","blue","whale",1300.23500000098,"larger","No","No","No",10,837.614000001166,1,"process","process",-2.5,"process3",175,"0.95",1533.23600000178,"2","0.98","0.98","2","2",0
"19286",1,19,"blue","process","red","lawn",1741.67599999905,"smaller","No","No","No",NA,NA,0,"remember","remember",0.5,"remember1",96,"0.94",1619.34799998967,"2","0.95","0.95","2","2",0
"19286",1,20,"blue","remember","blue","nanny",1961.79800000085,"smaller","No","No","No",9,2239.24099999981,1,"process","process",-0.5,"process1",107,"0.97",1486.07750004,"2","0.94","0.94","2","2",0
"19286",1,21,"blue","process","red","boot",2970.93599999856,"smaller","No","No","No",NA,NA,0,"remember","remember",0.5,"remember1",17,"0.33",2505.75500000024,"1","0.97","0.97","2","2",-1
"19286",1,22,"blue","process","red","fruit",1621.79199999827,"smaller","No","No","No",NA,NA,0,"process","process",-0.5,"process1",76,"0.08",1500.67200000077,"0","0.33","0.33","1","1",-1
"19286",1,23,"blue","process","red","mouse",5805.17099999919,"smaller","No","No","No",NA,NA,0,"process","process",-1.5,"process2",105,"0.1",1710.01699999984,"0","0.08","0.08","0","0",0
"19286",1,24,"blue","process","red","peanut",1682.85200000089,"smaller","No","No","No",NA,NA,0,"process","process",-2.5,"process3",117,"0.02",1387.81250005146,"0","0.1","0.1","0","0",0
"19286",1,25,"blue","remember","blue","butler",1228.11999999807,"larger","No","No","No",3,4585.84999999835,1,"process","process",-2.5,"process3",29,"0.93",1655.49150000263,"2","0.02","0.02","0","0",2
"19286",1,26,"blue","process","red","spider",1348.50299999869,"smaller","No","No","No",NA,NA,0,"remember","remember",0.5,"remember1",149,"0.01",1502.68999999884,"0","0.93","0.93","2","2",-2
"19286",1,27,"blue","remember","blue","cloud",1300.04100000113,"larger","No","No","No",5,1865.48399999947,1,"process","process",-0.5,"process1",46,"0.89",1543.56900000002,"2","0.01","0.01","0","0",2
"19286",1,28,"blue","remember","blue","bacon",808.426999997871,"smaller","No","No","No",4,3793.31200000062,1,"remember","remember",0.5,"remember1",3,"0.05",1420.73950006066,"0","0.89","0.89","2","2",-2
"19286",1,29,"blue","remember","blue","bride",1477.5600000011,"larger","No","No","No",NA,NA,0,"remember","remember",1.5,"remember2",23,"0.95",1593.96600015089,"2","0.05","0.05","0","0",2
"19286",1,30,"blue","process","red","nest",1171.99300000124,"smaller","No","No","No",NA,NA,0,"remember","remember",2.5,"remember3",109,"0.18",1953.1384999984,"0","0.95","0.95","2","2",-2
"19286",2,1,"blue","process","red","circus",9945.00699999841,"smaller","No","No","No",4,3613.14299999829,1,NA,NA,NA,NA,44,"0.96",1324.48199996236,"2",NA,NA,"0","0",2
"19286",2,2,"blue","process","red","factory",3049.15699999942,"smaller","No","No","No",NA,NA,0,"process","process",-0.5,"process1",70,"0.94",1432.45599999957,"2","0.96","0.96","2","2",0
"19286",2,3,"blue","remember","blue","church",5447.70300000056,"larger","No","No","No",1,6114.39700000081,1,"process","process",-1.5,"process2",42,"0.98",1307.02500012465,"2","0.94","0.94","2","2",0
"19286",2,4,"blue","process","red","tank",2715.19000000047,"smaller","No","No","No",13,9244.90899999882,1,"remember","remember",0.5,"remember1",157,"0.92",1665.79200000769,"2","0.98","0.98","2","2",0
"19286",2,5,"blue","process","red","lemon",1839.09099999873,"smaller","No","No","No",NA,NA,0,"process","process",-0.5,"process1",98,"0.04",1335.63599959103,"0","0.92","0.92","2","2",-2
"19286",2,6,"blue","remember","blue","chair",1390.88699999865,"larger","No","No","No",NA,NA,0,"process","process",-1.5,"process2",37,"0.96",1689.08199999877,"2","0.04","0.04","0","0",2
"19286",2,7,"blue","remember","blue","forest",1440.74000000098,"larger","No","No","No",NA,NA,0,"remember","remember",0.5,"remember1",73,"0.96",1354.68499999994,"2","0.96","0.96","2","2",0
"19286",2,8,"blue","process","red","sandwich",1319.54999999987,"smaller","No","No","No",NA,NA,0,"remember","remember",1.5,"remember2",139,"0.06",1639.62199984863,"0","0.96","0.96","2","2",-2
"19286",2,9,"blue","process","red","stairs",2448.30499999999,"smaller","No","No","No",NA,NA,0,"process","process",-0.5,"process1",150,"0.9",1455.46999999997,"2","0.06","0.06","0","0",2
"19286",2,10,"blue","process","red","cocktail",1906.73200000083,"smaller","No","No","No",NA,NA,0,"process","process",-1.5,"process2",49,"0.03",1635.89899998892,"0","0.9","0.9","2","2",-2
"19286",2,11,"blue","remember","blue","shark",2755.93899999844,"larger","No","No","No",NA,NA,0,"process","process",-2.5,"process3",142,"0.89",1310.53000000081,"2","0.03","0.03","0","0",2
"19286",2,12,"blue","process","red","newspaper",879.432999999903,"smaller","No","No","No",NA,NA,0,"remember","remember",0.5,"remember1",110,"0.62",1783.90599998104,"1","0.89","0.89","2","2",-1
"19286",2,13,"blue","remember","blue","jeep",1160.84200000099,"larger","No","No","No",NA,NA,0,"process","process",-0.5,"process1",90,"0.96",1463.88000003004,"2","0.62","0.62","1","1",1
"19286",2,14,"blue","process","red","medal",1248.03899999929,"smaller","No","No","No",NA,NA,0,"remember","remember",0.5,"remember1",103,"0.1",1445.23599997174,"0","0.96","0.96","2","2",-2
"19286",2,15,"blue","remember","blue","barrel",2098.49299999926,"larger","No","No","No",NA,NA,0,"process","process",-0.5,"process1",7,"0.93",1533.06299999845,"2","0.1","0.1","0","0",2
"19286",2,16,"blue","process","red","burger",788.011000000464,"smaller","No","No","No",NA,NA,0,"remember","remember",0.5,"remember1",27,"0.08",1822.86400000332,"0","0.93","0.93","2","2",-2
"19286",2,17,"blue","remember","blue","guitar",1582.12299999903,"larger","No","No","No",NA,NA,0,"process","process",-0.5,"process1",81,"0.92",1515.57199999949,"2","0.08","0.08","0","0",2
"19286",2,18,"blue","process","red","child",4147.15199999866,"larger","No","No","No",NA,NA,0,"remember","remember",0.5,"remember1",40,"0.96",1589.86700008204,"2","0.92","0.92","2","2",0
"19286",2,19,"blue","remember","blue","dentist",1603.07999999908,"larger","No","No","No",6,4318.51699999848,1,"process","process",-0.5,"process1",57,"0.97",1460,"2","0.96","0.96","2","2",0
"19286",2,20,"blue","remember","blue","devil",1655.59800000105,"larger","No","No","No",NA,NA,0,"remember","remember",0.5,"remember1",59,"0.89",1617.07800001028,"2","0.97","0.97","2","2",0
"19286",2,21,"blue","remember","blue","tire",4091.06299999985,"smaller","No","No","No",NA,NA,0,"remember","remember",1.5,"remember2",161,"0.89",1602.24350000083,"2","0.89","0.89","2","2",0
"19286",2,22,"blue","process","red","dog",1683.97900000005,"larger","No","No","No",NA,NA,0,"remember","remember",2.5,"remember3",63,"0.91",1483.62399999035,"2","0.89","0.89","2","2",0
"19286",2,23,"blue","process","red","brain",1270.05199999781,"smaller","No","No","No",NA,NA,0,"process","process",-0.5,"process1",19,"0.25",2218.95500000322,"1","0.91","0.91","2","2",-1
"19286",2,24,"blue","remember","blue","badge",1373.52500000061,"smaller","No","No","No",8,6043.21699999948,1,"process","process",-1.5,"process2",4,"0.05",1614.68500001932,"0","0.25","0.25","1","1",-1
"19286",2,25,"blue","remember","blue","brick",1910.33899999852,"larger","No","No","No",NA,NA,0,"remember","remember",0.5,"remember1",22,"0.07",1621.62900002615,"0","0.05","0.05","0","0",0
"19286",2,26,"blue","process","red","tent",1547.50600000133,"larger","No","No","No",NA,NA,0,"remember","remember",1.5,"remember2",159,"0.91",1397.86800000857,"2","0.07","0.07","0","0",2
"19286",2,27,"blue","remember","blue","satellite",2590.29499999806,"larger","No","No","No",NA,NA,0,"process","process",-0.5,"process1",140,"0.99",1611,"2","0.91","0.91","2","2",0
"19286",2,28,"blue","remember","blue","palace",6496.14599999867,"larger","No","No","No",NA,NA,0,"remember","remember",0.5,"remember1",115,"0.97",1318.67450000487,"2","0.99","0.99","2","2",0
"19286",2,29,"blue","process","red","clown",533.102999999304,"smaller","No","No","No",NA,NA,0,"remember","remember",1.5,"remember2",47,"0.93",1453.19200000609,"2","0.97","0.97","2","2",0
"19286",2,30,"blue","remember","blue","rabbit",985.334999997751,"smaller","No","No","No",NA,NA,0,"process","process",-0.5,"process1",134,"0.4",1743.23900000006,"1","0.93","0.93","2","2",-1
"19288",1,1,"red","process","blue","tower",4097.25200000072,"larger","No","No","Yes",NA,NA,0,NA,NA,NA,NA,165,"0.96",1340.16099998227,"2",NA,NA,"1","1",1
"19288",1,2,"red","remember","red","bread",2315.21500000059,"smaller","No","No","Yes",1,2066.30299999996,1,"process","process",-0.5,"process1",21,"0.28",1634.0530000013,"1","0.96","0.96","2","2",-1
"19288",1,3,"red","remember","red","cookie",1200.31300000049,"smaller","No","No","Yes",4,910.151000000536,1,"remember","remember",0.5,"remember1",51,"0.06",1541,"0","0.28","0.28","1","1",-1
"19288",1,4,"red","process","blue","phone",1021.90400000066,"smaller","No","No","Yes",NA,NA,0,"remember","remember",1.5,"remember2",120,"0.11",1830.3539999998,"0","0.06","0.06","0","0",0
"19288",1,5,"red","process","blue","forest",1056.41900000037,"larger","No","No","Yes",NA,NA,0,"process","process",-0.5,"process1",73,"0.96",1354.68499999994,"2","0.11","0.11","0","0",2
"19288",1,6,"red","process","blue","towel",1924.07100000071,"smaller","No","No","Yes",NA,NA,0,"process","process",-1.5,"process2",164,"0.74",1771.73999999999,"1","0.96","0.96","2","2",-1
"19288",1,7,"red","process","blue","cigar",1231.97700000041,"smaller","No","No","Yes",NA,NA,0,"process","process",-2.5,"process3",43,"0.07",1341.09999999951,"0","0.74","0.74","1","1",-1
"19288",1,8,"red","remember","red","nurse",1145.37000000042,"larger","No","No","Yes",9,670.857000000193,1,"process","process",-2.5,"process3",111,"0.97",1646.04599998507,"2","0.07","0.07","0","0",2
"19288",1,9,"red","process","blue","lion",1553.41800000033,"smaller","No","No","Yes",NA,NA,0,"remember","remember",0.5,"remember1",100,"0.97",1492.27800001407,"2","0.97","0.97","2","2",0
"19288",1,10,"red","remember","red","waiter",1505.73000000083,"smaller","No","No","Yes",8,3257.50700000045,1,"process","process",-0.5,"process1",173,"0.94",1411.74150000044,"2","0.97","0.97","2","2",0
"19288",1,11,"red","remember","red","universe",2778.01800000065,"larger","No","No","Yes",5,2686.81700000021,1,"remember","remember",0.5,"remember1",170,"0.95",1398.19600004651,"2","0.94","0.94","2","2",0
"19288",1,12,"red","remember","red","concert",1611.29900000076,"smaller","No","No","Yes",NA,NA,0,"remember","remember",1.5,"remember2",50,"0.99",1531.79399997438,"2","0.95","0.95","2","2",0
"19288",1,13,"red","process","blue","pole",2308.6430000008,"smaller","No","No","Yes",NA,NA,0,"remember","remember",2.5,"remember3",129,"0.73",1993.16800000006,"1","0.99","0.99","2","2",-1
"19288",1,14,"red","process","blue","cage",2666.84800000014,"smaller","No","No","Yes",NA,NA,0,"process","process",-0.5,"process1",31,"0.9",1600.57499998028,"2","0.73","0.73","1","1",1
"19288",1,15,"red","remember","red","cave",1495.54400000014,"smaller","No","No","Yes",7,697.694000000251,1,"process","process",-1.5,"process2",36,"0.97",1454.27700001315,"2","0.9","0.9","2","2",0
"19288",1,16,"red","process","blue","airplane",1321.15800000002,"smaller","No","No","Yes",NA,NA,0,"remember","remember",0.5,"remember1",1,"0.94",1408.10800000065,"2","0.97","0.97","2","2",0
"19288",1,17,"red","process","blue","liver",1266.15500000026,"smaller","No","No","Yes",NA,NA,0,"process","process",-0.5,"process1",101,"0.21",2143.48499999885,"1","0.94","0.94","2","2",-1
"19288",1,18,"red","remember","red","tank",2771.15100000033,"smaller","No","No","Yes",NA,NA,0,"process","process",-1.5,"process2",157,"0.92",1665.79200000769,"2","0.21","0.21","1","1",1
"19288",1,19,"red","process","blue","knife",2102.94600000026,"smaller","No","No","Yes",6,1103.30700000067,1,"remember","remember",0.5,"remember1",94,"0.08",1407.89999999999,"0","0.92","0.92","2","2",-2
"19288",1,20,"red","remember","red","curtain",2344.35200000039,"smaller","No","No","Yes",NA,NA,0,"process","process",-0.5,"process1",56,"0.91",1399.05999995722,"2","0.08","0.08","0","0",2
"19288",1,21,"red","remember","red","highway",993.996000000421,"larger","No","No","Yes",NA,NA,0,"remember","remember",0.5,"remember1",85,"0.98",1476.07400011027,"2","0.91","0.91","2","2",0
"19288",1,22,"red","process","blue","pillow",1462.71700000062,"smaller","No","No","Yes",NA,NA,0,"remember","remember",1.5,"remember2",123,"0.86",1649.6580000196,"2","0.98","0.98","2","2",0
"19288",1,23,"red","remember","red","turtle",1269.64500000005,"smaller","No","No","Yes",NA,NA,0,"process","process",-0.5,"process1",168,"0.47",2031.28700013083,"1","0.86","0.86","2","2",-1
"19288",1,24,"red","process","blue","skull",2181.96200000012,"smaller","No","No","Yes",NA,NA,0,"remember","remember",0.5,"remember1",146,"0.25",1850.57149996498,"1","0.47","0.47","1","1",0
"19288",1,25,"red","remember","red","banana",1042.87600000066,"smaller","No","No","Yes",NA,NA,0,"process","process",-0.5,"process1",5,"0.05",1460.40599995904,"0","0.25","0.25","1","1",-1
"19288",1,26,"red","remember","red","buffalo",759.925000000192,"larger","No","No","Yes",NA,NA,0,"remember","remember",0.5,"remember1",26,"0.94",1291.83550000453,"2","0.05","0.05","0","0",2
"19288",1,27,"red","process","blue","valley",2282.91800000012,"larger","No","No","Yes",NA,NA,0,"remember","remember",1.5,"remember2",171,"0.96",1426.19250004651,"2","0.94","0.94","2","2",0
"19288",1,28,"red","process","blue","rabbit",748.5080000007,"smaller","No","No","Yes",NA,NA,0,"process","process",-0.5,"process1",134,"0.4",1743.23900000006,"1","0.96","0.96","2","2",-1
"19288",1,29,"red","remember","red","bush",913.370000000112,"smaller","No","No","Yes",3,1069.63400000031,1,"process","process",-1.5,"process2",28,"0.87",1690.481999999,"2","0.4","0.4","1","1",1
"19288",1,30,"red","remember","red","elephant",899.420000000624,"larger","No","No","Yes",2,1813.3710000001,1,"remember","remember",0.5,"remember1",67,"0.95",1346.57799998201,"2","0.87","0.87","2","2",0
"19288",2,1,"red","process","blue","lamp",1480.82500000071,"larger","No","No","Yes",NA,NA,0,NA,NA,NA,NA,95,"0.61",1847.54699999926,"1",NA,NA,"2","2",-1
"19288",2,2,"red","process","blue","priest",1315.57000000007,"larger","No","No","Yes",40,6688.06100000069,1,"process","process",-0.5,"process1",131,"0.91",1340.24100000004,"2","0.61","0.61","1","1",1
"19288",2,3,"red","remember","red","circus",1613.82200000039,"larger","No","No","Yes",NA,NA,0,"process","process",-1.5,"process2",44,"0.96",1324.48199996236,"2","0.91","0.91","2","2",0
"19288",2,4,"red","remember","red","horn",1401.054,"smaller","No","No","Yes",NA,NA,0,"remember","remember",0.5,"remember1",86,"0.2",1624.69700003439,"0","0.96","0.96","2","2",-2
"19288",2,5,"red","process","blue","bone",1350.3330000001,"smaller","No","No","Yes",NA,NA,0,"remember","remember",1.5,"remember2",16,"0.27",1787.56600000022,"1","0.2","0.2","0","0",1
"19288",2,6,"red","remember","red","worm",1212.77500000014,"smaller","No","No","Yes",5,2299.86800000048,1,"process","process",-0.5,"process1",179,"0.04",1334.6285000018,"0","0.27","0.27","1","1",-1
"19288",2,7,"red","remember","red","badge",1262.21700000088,"larger","No","No","Yes",NA,NA,0,"remember","remember",0.5,"remember1",4,"0.05",1614.68500001932,"0","0.04","0.04","0","0",0
"19288",2,8,"red","remember","red","tunnel",1310.47100000078,"larger","No","No","Yes",NA,NA,0,"remember","remember",1.5,"remember2",167,"0.91",1495.80600011745,"2","0.05","0.05","0","0",2
"19288",2,9,"red","remember","red","spider",1226.61000000016,"smaller","No","No","Yes",NA,NA,0,"remember","remember",2.5,"remember3",149,"0.01",1502.68999999884,"0","0.91","0.91","2","2",-2
"19288",2,10,"red","process","blue","sheep",1491.17300000036,"smaller","No","No","Yes",NA,NA,0,"remember","remember",2.5,"remember3",143,"0.97",1454.98,"2","0.01","0.01","0","0",2
"19288",2,11,"red","process","blue","house",920.399000000383,"larger","No","No","Yes",NA,NA,0,"process","process",-0.5,"process1",88,"0.98",1297.97400001081,"2","0.97","0.97","2","2",0
"19288",2,12,"red","remember","red","castle",1104.34000000026,"larger","No","No","Yes",2,6035.8680000006,1,"process","process",-1.5,"process2",35,"0.97",1316.6630000688,"2","0.98","0.98","2","2",0
"19288",2,13,"red","remember","red","butler",1174.02200000023,"smaller","No","No","Yes",4,2519.84600000095,1,"remember","remember",0.5,"remember1",29,"0.93",1655.49150000263,"2","0.97","0.97","2","2",0
"19288",2,14,"red","remember","red","tooth",711.974000000802,"smaller","No","No","Yes",19,2897.12600000028,1,"remember","remember",1.5,"remember2",163,"0.05",1235.60650000782,"0","0.93","0.93","2","2",-2
"19288",2,15,"red","process","blue","pistol",1246.8620000002,"larger","No","No","Yes",NA,NA,0,"remember","remember",2.5,"remember3",126,"0.1",1623.31100000837,"0","0.05","0.05","0","0",0
"19288",2,16,"red","process","blue","chair",1849.88100000005,"larger","No","No","Yes",NA,NA,0,"process","process",-0.5,"process1",37,"0.96",1689.08199999877,"2","0.1","0.1","0","0",2
"19288",2,17,"red","remember","red","coast",1671.88800000079,"larger","No","No","Yes",10,3043.30500000075,1,"process","process",-1.5,"process2",48,"0.97",1531.26000000001,"2","0.96","0.96","2","2",0
"19288",2,18,"red","process","blue","jungle",1192.3460000006,"larger","No","No","Yes",NA,NA,0,"remember","remember",0.5,"remember1",92,"0.96",1400.17550000636,"2","0.97","0.97","2","2",0
"19288",2,19,"red","process","blue","pumpkin",920.475000000908,"smaller","No","No","Yes",NA,NA,0,"process","process",-0.5,"process1",132,"0.83",1717.0950000062,"2","0.96","0.96","2","2",0
"19288",2,20,"red","remember","red","soldier",996.156000000832,"smaller","No","No","Yes",NA,NA,0,"process","process",-1.5,"process2",148,"0.9",1370.8480000837,"2","0.83","0.83","2","2",0
"19288",2,21,"red","process","blue","nail",748.401000000362,"larger","No","No","Yes",NA,NA,0,"remember","remember",0.5,"remember1",106,"0.01",1386.37899997761,"0","0.9","0.9","2","2",-2
"19288",2,22,"red","remember","red","nest",847.319000000134,"larger","No","No","Yes",26,2020.10900000005,1,"process","process",-0.5,"process1",109,"0.18",1953.1384999984,"0","0.01","0.01","0","0",0
"19288",2,23,"red","process","blue","whistle",799.404000000854,"smaller","No","No","Yes",11,1871.10100000072,1,"remember","remember",0.5,"remember1",176,"0.03",1441.00849999982,"0","0.18","0.18","0","0",0
"19288",2,24,"red","process","blue","planet",899.726000000664,"larger","No","No","Yes",NA,NA,0,"process","process",-0.5,"process1",128,"0.99",1395.82000000002,"2","0.03","0.03","0","0",2
"19288",2,25,"red","process","blue","cabin",1517.68700000079,"larger","No","No","Yes",NA,NA,0,"process","process",-1.5,"process2",30,"0.96",1509.23850001342,"2","0.99","0.99","2","2",0
"19288",2,26,"red","process","blue","pilot",1192.87700000015,"larger","No","No","Yes",NA,NA,0,"process","process",-2.5,"process3",124,"0.91",1651.86500009929,"2","0.96","0.96","2","2",0
"19288",2,27,"red","remember","red","pill",1324.7860000002,"smaller","No","No","Yes",1,2587.15300000005,1,"process","process",-2.5,"process3",122,"0.01",1359.50899976649,"0","0.91","0.91","2","2",-2
"19288",2,28,"red","process","blue","pearl",1362.74200000003,"larger","No","No","Yes",NA,NA,0,"remember","remember",0.5,"remember1",118,"0.04",1411.49400002824,"0","0.01","0.01","0","0",0
"19288",2,29,"red","remember","red","tiger",988.155000000726,"larger","No","No","Yes",16,2362.14400000032,1,"process","process",-0.5,"process1",160,"0.93",1491.39200000139,"2","0.04","0.04","0","0",2
"19288",2,30,"red","remember","red","pipe",1049.07000000059,"smaller","No","No","Yes",NA,NA,0,"remember","remember",0.5,"remember1",125,"0.34",1750.15300000925,"1","0.93","0.93","2","2",-1
"19289",1,1,"blue","process","red","bike",8553.02600007958,"smaller","No","No","Yes",NA,NA,0,NA,NA,NA,NA,14,"0.9",1298.86499999955,"2",NA,NA,"1","1",1
"19289",1,2,"blue","process","red","clown",6655.58400013112,"larger","No","No","Yes",NA,NA,0,"process","process",-0.5,"process1",47,"0.93",1453.19200000609,"2","0.9","0.9","2","2",0
"19289",1,3,"blue","process","red","knife",4717.87400027731,"smaller","No","No","Yes",NA,NA,0,"process","process",-1.5,"process2",94,"0.08",1407.89999999999,"0","0.93","0.93","2","2",-2
"19289",1,4,"blue","process","red","goose",6210.87700004783,"larger","No","No","Yes",NA,NA,0,"process","process",-2.5,"process3",80,"0.86",1662.9050000087,"2","0.08","0.08","0","0",2
"19289",1,5,"blue","process","red","diamond",4081.25899997156,"smaller","No","No","Yes",NA,NA,0,"process","process",-2.5,"process3",60,"0.04",1559.91900000353,"0","0.86","0.86","2","2",-2
"19289",1,6,"blue","remember","blue","tooth",3722.6110000161,"smaller","No","No","Yes",NA,NA,0,"process","process",-2.5,"process3",163,"0.05",1235.60650000782,"0","0.04","0.04","0","0",0
"19289",1,7,"blue","remember","blue","dessert",8344.70100020088,"larger","No","No","Yes",NA,NA,0,"remember","remember",0.5,"remember1",58,"0.37",1793.48500003087,"1","0.05","0.05","0","0",1
"19289",1,8,"blue","process","red","house",3173.68400015793,"smaller","No","No","Yes",NA,NA,0,"remember","remember",1.5,"remember2",88,"0.98",1297.97400001081,"2","0.37","0.37","1","1",1
"19289",1,9,"blue","process","red","skull",4507.05300009908,"smaller","No","No","Yes",NA,NA,0,"process","process",-0.5,"process1",146,"0.25",1850.57149996498,"1","0.98","0.98","2","2",-1
"19289",1,10,"blue","remember","blue","valley",9931.73200016568,"larger","No","No","Yes",1,4979.10699999135,1,"process","process",-1.5,"process2",171,"0.96",1426.19250004651,"2","0.25","0.25","1","1",1
"19289",1,11,"blue","remember","blue","shotgun",21298.5910002502,"smaller","No","No","Yes",2,5251.01300007477,1,"remember","remember",0.5,"remember1",144,"0.51",1737.84499999983,"1","0.96","0.96","2","2",-1
"19289",1,12,"blue","process","red","airplane",5772.5639998574,"larger","No","No","Yes",NA,NA,0,"remember","remember",1.5,"remember2",1,"0.94",1408.10800000065,"2","0.51","0.51","1","1",1
"19289",1,13,"blue","process","red","bible",1817.68999984802,"smaller","No","No","Yes",NA,NA,0,"process","process",-0.5,"process1",13,"0.16",1532.05599990091,"0","0.94","0.94","2","2",-2
"19289",1,14,"blue","remember","blue","chin",6183.32800010341,"smaller","No","No","Yes",3,2368.249999944,1,"process","process",-1.5,"process2",41,"0.05",1418.42650003088,"0","0.16","0.16","0","0",0
"19289",1,15,"blue","process","red","bush",4122.7909998598,"larger","No","No","Yes",NA,NA,0,"remember","remember",0.5,"remember1",28,"0.87",1690.481999999,"2","0.05","0.05","0","0",2
"19289",1,16,"blue","remember","blue","phone",10250.5649999317,"smaller","No","No","Yes",NA,NA,0,"process","process",-0.5,"process1",120,"0.11",1830.3539999998,"0","0.87","0.87","2","2",-2
"19289",1,17,"blue","remember","blue","dice",6138.72900009435,"smaller","No","No","Yes",4,1748.45899993205,1,"remember","remember",0.5,"remember1",61,"0.01",1301.50900000005,"0","0.11","0.11","0","0",0
"19289",1,18,"blue","remember","blue","train",4356.1670002584,"larger","No","No","Yes",5,1836.31999988528,1,"remember","remember",1.5,"remember2",166,"0.98",1457.17700002907,"2","0.01","0.01","0","0",2
"19289",1,19,"blue","process","red","orange",6877.51400024962,"smaller","No","No","Yes",NA,NA,0,"remember","remember",2.5,"remember3",114,"0",1389.25200000464,"0","0.98","0.98","2","2",-2
"19289",1,20,"blue","remember","blue","island",18498.1830002425,"larger","No","No","Yes",NA,NA,0,"process","process",-0.5,"process1",89,"0.98",1285.19300001743,"2","0","0","0","0",2
"19289",1,21,"blue","remember","blue","school",7637.3179999991,"smaller","No","No","Yes",6,3194.85499999137,1,"remember","remember",0.5,"remember1",141,"0.95",1458.22699999844,"2","0.98","0.98","2","2",0
"19289",1,22,"blue","process","red","costume",5607.16400006309,"smaller","No","No","Yes",NA,NA,0,"remember","remember",1.5,"remember2",53,"0.88",1863.09999999851,"2","0.95","0.95","2","2",0
"19289",1,23,"blue","remember","blue","toast",5598.54800000833,"smaller","No","No","Yes",7,3057.508000014,1,"process","process",-0.5,"process1",162,"0.03",1453.02800001146,"0","0.88","0.88","2","2",-2
"19289",1,24,"blue","remember","blue","newspaper",8145.08100013458,"larger","No","No","Yes",NA,NA,0,"remember","remember",0.5,"remember1",110,"0.62",1783.90599998104,"1","0.03","0.03","0","0",1
"19289",1,25,"blue","remember","blue","shark",20051.0760001765,"larger","No","No","Yes",8,5836.42300025327,1,"remember","remember",1.5,"remember2",142,"0.89",1310.53000000081,"2","0.62","0.62","1","1",1
"19289",1,26,"blue","process","red","cloud",6571.21299986308,"larger","No","No","Yes",NA,NA,0,"remember","remember",2.5,"remember3",46,"0.89",1543.56900000002,"2","0.89","0.89","2","2",0
"19289",1,27,"blue","remember","blue","jungle",11936.5530000472,"larger","No","No","Yes",NA,NA,0,"process","process",-0.5,"process1",92,"0.96",1400.17550000636,"2","0.89","0.89","2","2",0
"19289",1,28,"blue","process","red","circus",7664.93400019547,"smaller","No","No","Yes",NA,NA,0,"remember","remember",0.5,"remember1",44,"0.96",1324.48199996236,"2","0.96","0.96","2","2",0
"19289",1,29,"blue","remember","blue","pizza",3191.16400004306,"smaller","No","No","Yes",NA,NA,0,"process","process",-0.5,"process1",127,"0.64",1831.17200000328,"1","0.96","0.96","2","2",-1
