"id","age","listid","color_condition","stimulus_condition","response","duration","expect_test","use_help","recall_all_q","recog_pos","tested_word","test_trial_type","trial_condition"
33,"young",2,"blue","words","6",1584.995,"No","No","Yes",10,"bowl","old","remember"
33,"young",2,"blue","words","1",1447.77200000302,"No","No","Yes",11,"buffalo","new",NA
33,"young",2,"blue","words","6",2737.59399999701,"No","No","Yes",12,"elephant","old","remember"
33,"young",2,"blue","words","6",1664.68399999698,"No","No","Yes",13,"universe","old","process"
33,"young",2,"blue","words","6",710.518000005977,"No","No","Yes",14,"beach","old","process"
33,"young",2,"blue","words","6",706.458000005921,"No","No","Yes",15,"lawyer","old","remember"
33,"young",2,"blue","words","5",2582.41700000002,"No","No","Yes",16,"barn","new",NA
33,"young",2,"blue","words","1",2052.95499999705,"No","No","Yes",17,"dentist","new",NA
33,"young",2,"blue","words","1",1352.76600000891,"No","No","Yes",18,"guitar","new",NA
33,"young",2,"blue","words","6",1384.50600000599,"No","No","Yes",19,"harbor","old","remember"
33,"young",2,"blue","words","6",1456.55400000897,"No","No","Yes",20,"horn","old","process"
33,"young",2,"blue","words","1",1404.90500000597,"No","No","Yes",21,"pill","new",NA
33,"young",2,"blue","words","6",3751.02000000293,"No","No","Yes",22,"bread","old","process"
33,"young",2,"blue","words","2",2676.68400000001,"No","No","Yes",23,"sink","new",NA
33,"young",2,"blue","words","1",1621.95600000001,"No","No","Yes",24,"steak","new",NA
33,"young",2,"blue","words","1",1018.62700000894,"No","No","Yes",25,"lemon","new",NA
33,"young",2,"blue","words","6",2221.33700000599,"No","No","Yes",26,"pearl","old","remember"
33,"young",2,"blue","words","6",945.034000008949,"No","No","Yes",27,"valley","old","remember"
33,"young",2,"blue","words","6",1291.96800000896,"No","No","Yes",28,"towel","old","remember"
33,"young",2,"blue","words","1",1623.22399999702,"No","No","Yes",29,"crown","new",NA
33,"young",2,"blue","words","1",969.649999996996,"No","No","Yes",30,"taxi","new",NA
33,"young",2,"blue","words","6",1493.45300000894,"No","No","Yes",31,"diamond","old","remember"
33,"young",2,"blue","words","2",5104.85500000895,"No","No","Yes",32,"elevator","new",NA
33,"young",2,"blue","words","2",2761.10100000293,"No","No","Yes",33,"tower","new",NA
33,"young",2,"blue","words","1",1372.81000000006,"No","No","Yes",34,"whistle","new",NA
33,"young",2,"blue","words","6",1398.82900000003,"No","No","Yes",35,"pole","old","remember"
33,"young",2,"blue","words","1",1500.76500000595,"No","No","Yes",36,"peanut","new",NA
33,"young",2,"blue","words","6",1316.35499999998,"No","No","Yes",37,"chicken","old","remember"
33,"young",2,"blue","words","2",1914.17399999697,"No","No","Yes",38,"mouse","new",NA
33,"young",2,"blue","words","6",1156.99400000297,"No","No","Yes",39,"railroad","old","process"
33,"young",2,"blue","words","5",3544.90500000899,"No","No","Yes",40,"apple","old","remember"
33,"young",2,"blue","words","5",1600.23000000895,"No","No","Yes",41,"worm","old","process"
33,"young",2,"blue","words","5",3376.85300000897,"No","No","Yes",42,"couch","old","process"
33,"young",2,"blue","words","1",1357.23100000899,"No","No","Yes",43,"jeep","new",NA
33,"young",2,"blue","words","1",1008.980999997,"No","No","Yes",44,"child","new",NA
33,"young",2,"blue","words","6",1185.11400000891,"No","No","Yes",45,"dice","old","process"
33,"young",2,"blue","words","1",1466.61499999999,"No","No","Yes",46,"priest","new",NA
33,"young",2,"blue","words","6",1342.04399999697,"No","No","Yes",47,"cherry","old","remember"
33,"young",2,"blue","words","5",3106.71000000299,"No","No","Yes",48,"toast","old","remember"
33,"young",2,"blue","words","3",3985.35600000597,"No","No","Yes",49,"cage","new",NA
33,"young",2,"blue","words","5",2029.771000006,"No","No","Yes",50,"stairs","old","remember"
33,"young",2,"blue","words","4",2942.21600000001,"No","No","Yes",51,"train","old","process"
33,"young",2,"blue","words","5",3405.96399999701,"No","No","Yes",52,"boot","old","remember"
33,"young",2,"blue","words","2",1958.82700000599,"No","No","Yes",53,"doctor","new",NA
33,"young",2,"blue","words","1",1348.61099999701,"No","No","Yes",54,"ranch","new",NA
33,"young",2,"blue","words","6",1415.78900000302,"No","No","Yes",55,"knee","old","remember"
33,"young",2,"blue","words","5",2656.31700000889,"No","No","Yes",56,"ocean","new",NA
33,"young",2,"blue","words","1",4497.467000006,"No","No","Yes",57,"banana","new",NA
33,"young",2,"blue","words","6",1732.39500000898,"No","No","Yes",58,"window","old","remember"
33,"young",2,"blue","words","1",2139.38099999703,"No","No","Yes",59,"sandwich","new",NA
33,"young",2,"blue","words","1",3094.49899999995,"No","No","Yes",60,"monkey","new",NA
33,"young",2,"blue","words","5",2329.05799999996,"No","No","Yes",61,"planet","old","remember"
33,"young",2,"blue","words","1",2341.36700000591,"No","No","Yes",62,"horse","new",NA
33,"young",2,"blue","words","2",2617.84100000001,"No","No","Yes",63,"garden","new",NA
33,"young",2,"blue","words","1",2512.17900000594,"No","No","Yes",64,"goat","new",NA
33,"young",2,"blue","words","1",4336.431999997,"No","No","Yes",65,"lamp","new",NA
33,"young",2,"blue","words","6",1443.78599999705,"No","No","Yes",66,"lion","old","process"
33,"young",2,"blue","words","6",1178.68200000294,"No","No","Yes",67,"shark","old","remember"
33,"young",2,"blue","words","6",1512.68000000599,"No","No","Yes",68,"corn","old","process"
33,"young",2,"blue","words","1",1443.76500000595,"No","No","Yes",69,"medal","new",NA
33,"young",2,"blue","words","6",1909.68700000597,"No","No","Yes",70,"pizza","old","process"
33,"young",2,"blue","words","1",1500.32100000884,"No","No","Yes",71,"newspaper","new",NA
33,"young",2,"blue","words","6",1614.26500000292,"No","No","Yes",72,"cookie","old","process"
33,"young",2,"blue","words","1",2254.55500000599,"No","No","Yes",73,"branch","new",NA
33,"young",2,"blue","words","2",1560.75500000897,"No","No","Yes",74,"tooth","new",NA
33,"young",2,"blue","words","6",2396.38200000604,"No","No","Yes",75,"airplane","old","remember"
33,"young",2,"blue","words","2",4056.71399999713,"No","No","Yes",76,"belt","new",NA
33,"young",2,"blue","words","2",3593.3570000059,"No","No","Yes",77,"whale","new",NA
33,"young",2,"blue","words","1",2692.71500000893,"No","No","Yes",78,"concert","new",NA
33,"young",2,"blue","words","1",986.122000009054,"No","No","Yes",79,"skull","new",NA
33,"young",2,"blue","words","6",1193.15700000292,"No","No","Yes",80,"blanket","old","process"
33,"young",2,"blue","words","6",3733.48800000595,"No","No","Yes",81,"frog","old","process"
33,"young",2,"blue","words","1",1729.59700000589,"No","No","Yes",82,"clown","new",NA
33,"young",2,"blue","words","2",1968.46399999992,"No","No","Yes",83,"chair","new",NA
33,"young",2,"blue","words","5",2122.25199999707,"No","No","Yes",84,"earth","new",NA
33,"young",2,"blue","words","1",1908.00000000605,"No","No","Yes",85,"eagle","new",NA
33,"young",2,"blue","words","3",2731.21800000011,"No","No","Yes",86,"passport","new",NA
33,"young",2,"blue","words","6",3489.84200000297,"No","No","Yes",87,"wolf","old","process"
33,"young",2,"blue","words","6",1194.98100000597,"No","No","Yes",88,"fort","old","remember"
33,"young",2,"blue","words","2",2893.34300000011,"No","No","Yes",89,"sheep","new",NA
33,"young",2,"blue","words","5",2904.02600000892,"No","No","Yes",90,"bucket","old","remember"
33,"young",2,"blue","words","5",2073.87699999707,"No","No","Yes",91,"nail","old","process"
33,"young",2,"blue","words","2",1755.33500000602,"No","No","Yes",92,"chin","new",NA
33,"young",2,"blue","words","2",3413.16200000886,"No","No","Yes",93,"carpet","old","remember"
33,"young",2,"blue","words","6",2347.15700000594,"No","No","Yes",94,"purse","old","process"
33,"young",2,"blue","words","1",1446.24300000607,"No","No","Yes",95,"goose","new",NA
33,"young",2,"blue","words","1",975.797000003047,"No","No","Yes",96,"satellite","new",NA
33,"young",2,"blue","words","5",1754.34600000293,"No","No","Yes",97,"flower","old","process"
33,"young",2,"blue","words","6",1667.54500000295,"No","No","Yes",98,"tunnel","old","process"
33,"young",2,"blue","words","2",3115.09400000307,"No","No","Yes",99,"clinic","new",NA
33,"young",2,"blue","words","6",1484.24400000903,"No","No","Yes",100,"palace","old","process"
33,"young",2,"blue","words","2",8812.562000009,"No","No","Yes",101,"burger","old","process"
33,"young",2,"blue","words","5",2324.11400000588,"No","No","Yes",102,"cocktail","old","remember"
33,"young",2,"blue","words","5",9871.5560000001,"No","No","Yes",103,"potato","old","process"
33,"young",2,"blue","words","4",2673.59599999711,"No","No","Yes",104,"tiger","old","process"
33,"young",2,"blue","words","2",2040.43700000597,"No","No","Yes",105,"badge","old","process"
33,"young",2,"blue","words","6",2272.15200000885,"No","No","Yes",106,"costume","old","process"
33,"young",2,"blue","words","3",2265.74900000892,"No","No","Yes",107,"bike","new",NA
33,"young",2,"blue","words","6",2004.30200000899,"No","No","Yes",108,"casino","old","process"
33,"young",2,"blue","words","6",2135.90199999698,"No","No","Yes",109,"dog","old","remember"
33,"young",2,"blue","words","6",827.490999999922,"No","No","Yes",110,"highway","old","remember"
33,"young",2,"blue","words","1",2007.41500000306,"No","No","Yes",111,"bible","new",NA
33,"young",2,"blue","words","1",1500.27299999702,"No","No","Yes",112,"surgeon","new",NA
33,"young",2,"blue","words","2",3857.27900000894,"No","No","Yes",113,"shotgun","new",NA
33,"young",2,"blue","words","2",2154.66099999705,"No","No","Yes",114,"liver","new",NA
33,"young",2,"blue","words","5",2799.6100000001,"No","No","Yes",115,"table","old","remember"
33,"young",2,"blue","words","1",1961.25600000308,"No","No","Yes",116,"church","new",NA
33,"young",2,"blue","words","2",5480.34499999997,"No","No","Yes",117,"circus","new",NA
33,"young",2,"blue","words","1",2379.26100000599,"No","No","Yes",118,"knife","new",NA
33,"young",2,"blue","words","6",2124.4410000029,"No","No","Yes",119,"nurse","old","process"
33,"young",2,"blue","words","6",1122.40799999703,"No","No","Yes",120,"butler","old","remember"
34,"young",2,"red","words","6",5181,"No","No","Yes",1,"camera","old","process"
34,"young",2,"red","words","1",2637,"No","No","Yes",2,"tower","new",NA
34,"young",2,"red","words","1",1207,"No","No","Yes",3,"diamond","new",NA
34,"young",2,"red","words","1",981,"No","No","Yes",4,"cage","new",NA
34,"young",2,"red","words","6",2366,"No","No","Yes",5,"glove","old","remember"
34,"young",2,"red","words","1",1193,"No","No","Yes",6,"passport","new",NA
34,"young",2,"red","words","1",2611,"No","No","Yes",7,"bedroom","old","process"
34,"young",2,"red","words","1",1490,"No","No","Yes",8,"chin","new",NA
34,"young",2,"red","words","1",1078,"No","No","Yes",9,"wallet","new",NA
34,"young",2,"red","words","1",1055,"No","No","Yes",10,"tiger","new",NA
34,"young",2,"red","words","6",1250.00000000012,"No","No","Yes",11,"buffalo","old","process"
34,"young",2,"red","words","1",2905,"No","No","Yes",12,"bucket","new",NA
34,"young",2,"red","words","1",2400,"No","No","Yes",13,"butler","new",NA
34,"young",2,"red","words","6",1501,"No","No","Yes",14,"costume","old","remember"
34,"young",2,"red","words","1",1243,"No","No","Yes",15,"priest","new",NA
34,"young",2,"red","words","6",2828,"No","No","Yes",16,"waiter","new",NA
34,"young",2,"red","words","6",1116,"No","No","Yes",17,"bush","old","process"
34,"young",2,"red","words","1",1290,"No","No","Yes",18,"sandwich","new",NA
34,"young",2,"red","words","6",1130,"No","No","Yes",19,"nurse","old","remember"
34,"young",2,"red","words","6",1530,"No","No","Yes",20,"cherry","old","process"
34,"young",2,"red","words","1",1066,"No","No","Yes",21,"bowl","new",NA
34,"young",2,"red","words","1",1003,"No","No","Yes",22,"whistle","new",NA
34,"young",2,"red","words","6",1045,"No","No","Yes",23,"turtle","old","process"
34,"young",2,"red","words","6",2145,"No","No","Yes",24,"market","old","process"
34,"young",2,"red","words","6",901,"No","No","Yes",25,"palace","old","remember"
34,"young",2,"red","words","6",778,"No","No","Yes",26,"surgeon","old","remember"
34,"young",2,"red","words","1",790,"No","No","Yes",27,"bible","new",NA
34,"young",2,"red","words","6",848,"No","No","Yes",28,"blanket","old","process"
34,"young",2,"red","words","1",1123.00000000012,"No","No","Yes",29,"lion","new",NA
34,"young",2,"red","words","6",951,"No","No","Yes",30,"elephant","old","process"
34,"young",2,"red","words","6",962,"No","No","Yes",31,"frog","old","process"
34,"young",2,"red","words","6",820,"No","No","Yes",32,"tooth","old","process"
34,"young",2,"red","words","6",701.000000000116,"No","No","Yes",33,"rabbit","old","remember"
34,"young",2,"red","words","6",1161,"No","No","Yes",34,"tunnel","old","process"
34,"young",2,"red","words","1",1240,"No","No","Yes",35,"soda","new",NA
34,"young",2,"red","words","1",1019,"No","No","Yes",36,"robin","new",NA
34,"young",2,"red","words","6",1668,"No","No","Yes",37,"apple","old","remember"
34,"young",2,"red","words","1",885,"No","No","Yes",38,"nanny","new",NA
34,"young",2,"red","words","6",1282,"No","No","Yes",39,"towel","old","process"
34,"young",2,"red","words","1",966,"No","No","Yes",40,"wolf","new",NA
34,"young",2,"red","words","1",1883,"No","No","Yes",41,"island","new",NA
34,"young",2,"red","words","6",1076,"No","No","Yes",42,"pistol","old","remember"
34,"young",2,"red","words","1",1028,"No","No","Yes",43,"coast","new",NA
34,"young",2,"red","words","6",1959,"No","No","Yes",44,"cave","old","process"
34,"young",2,"red","words","1",780,"No","No","Yes",45,"dice","new",NA
34,"young",2,"red","words","6",2066,"No","No","Yes",46,"knife","old","process"
34,"young",2,"red","words","6",1159,"No","No","Yes",47,"planet","old","process"
34,"young",2,"red","words","1",814,"No","No","Yes",48,"devil","new",NA
34,"young",2,"red","words","6",884,"No","No","Yes",49,"basket","old","process"
34,"young",2,"red","words","1",656,"No","No","Yes",50,"chicken","new",NA
34,"young",2,"red","words","6",972,"No","No","Yes",51,"elevator","old","remember"
34,"young",2,"red","words","1",883,"No","No","Yes",52,"taxi","new",NA
34,"young",2,"red","words","1",799.000000000116,"No","No","Yes",53,"monkey","old","process"
34,"young",2,"red","words","6",780,"No","No","Yes",54,"steak","old","process"
34,"young",2,"red","words","1",703,"No","No","Yes",55,"guitar","new",NA
34,"young",2,"red","words","6",4349,"No","No","Yes",56,"shotgun","new",NA
34,"young",2,"red","words","6",1385.00000000012,"No","No","Yes",57,"liver","old","process"
34,"young",2,"red","words","6",851.000000000116,"No","No","Yes",58,"dragon","old","remember"
34,"young",2,"red","words","1",916.000000000116,"No","No","Yes",59,"barrel","new",NA
34,"young",2,"red","words","1",3150,"No","No","Yes",60,"church","new",NA
34,"young",2,"red","words","1",760,"No","No","Yes",61,"lamp","new",NA
34,"young",2,"red","words","6",1078,"No","No","Yes",62,"library","old","remember"
34,"young",2,"red","words","1",791,"No","No","Yes",63,"horse","new",NA
34,"young",2,"red","words","1",1424,"No","No","Yes",64,"harbor","new",NA
34,"young",2,"red","words","1",807,"No","No","Yes",65,"railroad","new",NA
34,"young",2,"red","words","6",768,"No","No","Yes",66,"goat","old","process"
34,"young",2,"red","words","1",646,"No","No","Yes",67,"shark","new",NA
34,"young",2,"red","words","1",787,"No","No","Yes",68,"chair","new",NA
34,"young",2,"red","words","1",851,"No","No","Yes",69,"clinic","new",NA
34,"young",2,"red","words","6",879,"No","No","Yes",70,"burger","old","process"
34,"young",2,"red","words","1",714,"No","No","Yes",71,"piano","new",NA
34,"young",2,"red","words","6",723,"No","No","Yes",72,"child","old","remember"
34,"young",2,"red","words","1",766,"No","No","Yes",73,"bacon","new",NA
34,"young",2,"red","words","6",764,"No","No","Yes",74,"belt","old","remember"
34,"young",2,"red","words","1",761,"No","No","Yes",75,"underwear","new",NA
34,"young",2,"red","words","1",734,"No","No","Yes",76,"bone","new",NA
34,"young",2,"red","words","1",648.000000000116,"No","No","Yes",77,"highway","new",NA
34,"young",2,"red","words","1",2975,"No","No","Yes",78,"circus","new",NA
34,"young",2,"red","words","6",772,"No","No","Yes",79,"goose","old","remember"
34,"young",2,"red","words","1",785.000000000116,"No","No","Yes",80,"ranch","new",NA
34,"young",2,"red","words","1",826,"No","No","Yes",81,"dessert","new",NA
34,"young",2,"red","words","6",822,"No","No","Yes",82,"virus","old","remember"
34,"young",2,"red","words","6",1289.00000000012,"No","No","Yes",83,"casino","old","process"
34,"young",2,"red","words","6",815,"No","No","Yes",84,"window","old","remember"
34,"young",2,"red","words","6",1327.00000000012,"No","No","Yes",85,"lawn","old","remember"
34,"young",2,"red","words","1",834.000000000116,"No","No","Yes",86,"soldier","new",NA
34,"young",2,"red","words","1",676,"No","No","Yes",87,"pill","new",NA
34,"young",2,"red","words","1",702,"No","No","Yes",88,"fort","new",NA
34,"young",2,"red","words","1",778,"No","No","Yes",89,"jeep","new",NA
34,"young",2,"red","words","6",760.000000000116,"No","No","Yes",90,"knee","old","remember"
34,"young",2,"red","words","6",1350,"No","No","Yes",91,"garden","old","remember"
34,"young",2,"red","words","6",668,"No","No","Yes",92,"dentist","old","process"
34,"young",2,"red","words","1",714,"No","No","Yes",93,"bike","new",NA
34,"young",2,"red","words","6",906,"No","No","Yes",94,"lawyer","old","process"
34,"young",2,"red","words","6",719,"No","No","Yes",95,"heart","old","remember"
34,"young",2,"red","words","1",744,"No","No","Yes",96,"sweater","new",NA
34,"young",2,"red","words","6",1616,"No","No","Yes",97,"orange","old","remember"
34,"young",2,"red","words","1",727,"No","No","Yes",98,"basement","new",NA
34,"young",2,"red","words","6",627,"No","No","Yes",99,"mouse","old","process"
34,"young",2,"red","words","6",659.000000000116,"No","No","Yes",100,"cocktail","old","remember"
34,"young",2,"red","words","6",856,"No","No","Yes",101,"brick","old","remember"
34,"young",2,"red","words","1",836.000000000116,"No","No","Yes",102,"bride","new",NA
34,"young",2,"red","words","1",1221.00000000012,"No","No","Yes",103,"pipe","new",NA
34,"young",2,"red","words","6",812,"No","No","Yes",104,"string","old","remember"
34,"young",2,"red","words","1",791,"No","No","Yes",105,"banana","new",NA
34,"young",2,"red","words","1",1385,"No","No","Yes",106,"corn","new",NA
34,"young",2,"red","words","1",1749.00000000012,"No","No","Yes",107,"pillow","new",NA
34,"young",2,"red","words","6",707.000000000116,"No","No","Yes",108,"cookie","old","remember"
34,"young",2,"red","words","1",949.000000000116,"No","No","Yes",109,"stairs","new",NA
34,"young",2,"red","words","6",822,"No","No","Yes",110,"clown","old","remember"
34,"young",2,"red","words","1",2168,"No","No","Yes",111,"lemon","old","process"
34,"young",2,"red","words","6",726,"No","No","Yes",112,"toast","old","remember"
34,"young",2,"red","words","6",1115.00000000012,"No","No","Yes",113,"couch","old","remember"
34,"young",2,"red","words","6",646,"No","No","Yes",114,"bread","new",NA
34,"young",2,"red","words","6",764.000000000116,"No","No","Yes",115,"spider","old","remember"
34,"young",2,"red","words","6",784,"No","No","Yes",116,"cloud","old","process"
34,"young",2,"red","words","6",700.000000000116,"No","No","Yes",117,"pearl","old","process"
34,"young",2,"red","words","6",786.000000000116,"No","No","Yes",118,"whale","old","process"
34,"young",2,"red","words","1",879,"No","No","Yes",119,"pole","new",NA
34,"young",2,"red","words","6",816,"No","No","Yes",120,"wrist","old","remember"
35,"young",2,"red","words","1",1517.44600004773,"No","No","Yes",1,"jungle","new",NA
35,"young",2,"red","words","1",1234.62,"No","No","Yes",2,"palace","new",NA
35,"young",2,"red","words","1",958.027000000002,"No","No","Yes",3,"island","new",NA
35,"young",2,"red","words","5",3283.11199990462,"No","No","Yes",4,"tower","old","process"
35,"young",2,"red","words","1",1017.89699995227,"No","No","Yes",5,"whistle","new",NA
35,"young",2,"red","words","1",868.164999856963,"No","No","Yes",6,"jeep","new",NA
35,"young",2,"red","words","1",823.461999904597,"No","No","Yes",7,"church","new",NA
35,"young",2,"red","words","6",1613.75200004771,"No","No","Yes",8,"cage","old","remember"
35,"young",2,"red","words","1",1792.39699990465,"No","No","Yes",9,"underwear","new",NA
35,"young",2,"red","words","6",1674.973,"No","No","Yes",10,"belt","old","process"
35,"young",2,"red","words","6",766.490999952308,"No","No","Yes",11,"shark","old","process"
35,"young",2,"red","words","6",847.950000047684,"No","No","Yes",12,"steak","old","process"
35,"young",2,"red","words","1",837.846999999951,"No","No","Yes",13,"dentist","new",NA
35,"young",2,"red","words","1",857.214999856893,"No","No","Yes",14,"circus","new",NA
35,"young",2,"red","words","6",1062.85699999996,"No","No","Yes",15,"newspaper","old","remember"
35,"young",2,"red","words","6",930.31199985696,"No","No","Yes",16,"planet","old","remember"
35,"young",2,"red","words","1",1485.43499995233,"No","No","Yes",17,"spider","new",NA
35,"young",2,"red","words","1",1620.28700000001,"No","No","Yes",18,"ranch","new",NA
35,"young",2,"red","words","6",1138.12800000003,"No","No","Yes",19,"bush","old","process"
35,"young",2,"red","words","1",1306.97100000002,"No","No","Yes",20,"taxi","new",NA
35,"young",2,"red","words","6",1098.003999857,"No","No","Yes",21,"liver","old","remember"
35,"young",2,"red","words","1",1319.76199999999,"No","No","Yes",22,"bridge","new",NA
35,"young",2,"red","words","6",1826.56299999997,"No","No","Yes",23,"mouse","old","process"
35,"young",2,"red","words","6",708.212999856914,"No","No","Yes",24,"peanut","old","process"
35,"young",2,"red","words","6",628.012999952305,"No","No","Yes",25,"pillow","old","remember"
35,"young",2,"red","words","6",531.363999904599,"No","No","Yes",26,"basket","old","remember"
35,"young",2,"red","words","1",1002.28899985692,"No","No","Yes",27,"monkey","new",NA
35,"young",2,"red","words","5",1726.93500004767,"No","No","Yes",28,"goose","old","process"
35,"young",2,"red","words","1",925.128999856999,"No","No","Yes",29,"penny","new",NA
35,"young",2,"red","words","6",1228.12199995236,"No","No","Yes",30,"chair","old","remember"
35,"young",2,"red","words","1",950.5079999523,"No","No","Yes",31,"bacon","new",NA
35,"young",2,"red","words","6",1066.57499995234,"No","No","Yes",32,"wallet","old","process"
35,"young",2,"red","words","6",987.934999856981,"No","No","Yes",33,"train","old","process"
35,"young",2,"red","words","6",910.293999952264,"No","No","Yes",34,"concert","old","remember"
35,"young",2,"red","words","1",866.487999856938,"No","No","Yes",35,"clown","new",NA
35,"young",2,"red","words","6",903.656000047689,"No","No","Yes",36,"waiter","old","remember"
35,"young",2,"red","words","6",715.426999904681,"No","No","Yes",37,"pumpkin","old","remember"
35,"young",2,"red","words","6",565.69999995234,"No","No","Yes",38,"potato","old","remember"
35,"young",2,"red","words","6",742.623000047635,"No","No","Yes",39,"nail","old","remember"
35,"young",2,"red","words","1",912.313999856939,"No","No","Yes",40,"ocean","new",NA
35,"young",2,"red","words","2",2045.88999995228,"No","No","Yes",41,"pilot","new",NA
35,"young",2,"red","words","6",1010.0869999046,"No","No","Yes",42,"flower","old","remember"
35,"young",2,"red","words","1",1944.63399995235,"No","No","Yes",43,"pill","new",NA
35,"young",2,"red","words","6",797.695999856922,"No","No","Yes",44,"lemon","old","process"
35,"young",2,"red","words","1",1517.46199985698,"No","No","Yes",45,"universe","new",NA
35,"young",2,"red","words","6",873.959000047646,"No","No","Yes",46,"window","old","remember"
35,"young",2,"red","words","1",2050.18600004772,"No","No","Yes",47,"dog","old","process"
35,"young",2,"red","words","6",1352.75299990468,"No","No","Yes",48,"brick","old","remember"
35,"young",2,"red","words","1",2377.72199990461,"No","No","Yes",49,"nurse","new",NA
35,"young",2,"red","words","1",1033.98399985698,"No","No","Yes",50,"orange","old","process"
35,"young",2,"red","words","6",1030.63699985691,"No","No","Yes",51,"brain","old","process"
35,"young",2,"red","words","1",987.253000000026,"No","No","Yes",52,"sweater","new",NA
35,"young",2,"red","words","1",628.199000047636,"No","No","Yes",53,"opera","new",NA
35,"young",2,"red","words","1",631.844000000041,"No","No","Yes",54,"tiger","new",NA
35,"young",2,"red","words","1",528.360999904689,"No","No","Yes",55,"railroad","new",NA
35,"young",2,"red","words","6",724.500999856973,"No","No","Yes",56,"statue","old","remember"
35,"young",2,"red","words","1",672.420999952359,"No","No","Yes",57,"pizza","old","process"
35,"young",2,"red","words","1",677.42200000002,"No","No","Yes",58,"tire","new",NA
35,"young",2,"red","words","6",1156.48200004769,"No","No","Yes",59,"cocktail","old","process"
35,"young",2,"red","words","1",722.470999952289,"No","No","Yes",60,"bowl","new",NA
35,"young",2,"red","words","6",1344.2689998569,"No","No","Yes",61,"butler","new",NA
35,"young",2,"red","words","1",708.029000047711,"No","No","Yes",62,"factory","new",NA
35,"young",2,"red","words","6",761.726000000024,"No","No","Yes",63,"cherry","old","process"
35,"young",2,"red","words","6",1305.8180000477,"No","No","Yes",64,"doctor","old","process"
35,"young",2,"red","words","1",1892.92999990459,"No","No","Yes",65,"chin","new",NA
35,"young",2,"red","words","6",2389.88199985691,"No","No","Yes",66,"frog","old","process"
35,"young",2,"red","words","1",1643.71499990462,"No","No","Yes",67,"banana","new",NA
35,"young",2,"red","words","6",1061.12899999996,"No","No","Yes",68,"basement","old","remember"
35,"young",2,"red","words","2",3962.78299985698,"No","No","Yes",69,"lion","new",NA
35,"young",2,"red","words","1",805.613999904599,"No","No","Yes",70,"cookie","new",NA
35,"young",2,"red","words","6",1116.30000004766,"No","No","Yes",71,"clinic","old","process"
35,"young",2,"red","words","1",947.491999856895,"No","No","Yes",72,"buffalo","new",NA
35,"young",2,"red","words","6",757.997999904677,"No","No","Yes",73,"soldier","old","process"
35,"young",2,"red","words","3",4981.86799990467,"No","No","Yes",74,"curtain","new",NA
35,"young",2,"red","words","3",2875.91199985694,"No","No","Yes",75,"needle","new",NA
35,"young",2,"red","words","1",2538.90000004764,"No","No","Yes",76,"sandwich","new",NA
35,"young",2,"red","words","6",1013.29799995234,"No","No","Yes",77,"turtle","old","remember"
35,"young",2,"red","words","6",851.819999856991,"No","No","Yes",78,"airplane","old","remember"
35,"young",2,"red","words","1",1894.48600004765,"No","No","Yes",79,"nest","new",NA
35,"young",2,"red","words","6",986.769999856944,"No","No","Yes",80,"stairs","old","remember"
35,"young",2,"red","words","6",690.967999952263,"No","No","Yes",81,"wolf","old","process"
35,"young",2,"red","words","6",617.146999952267,"No","No","Yes",82,"dessert","old","remember"
35,"young",2,"red","words","1",884.184999952326,"No","No","Yes",83,"passport","new",NA
35,"young",2,"red","words","1",878.152000000002,"No","No","Yes",84,"casino","new",NA
35,"young",2,"red","words","1",1353.76999985694,"No","No","Yes",85,"pole","new",NA
35,"young",2,"red","words","2",1932.1329999523,"No","No","Yes",86,"priest","new",NA
35,"young",2,"red","words","6",1114.42799999996,"No","No","Yes",87,"tunnel","old","process"
35,"young",2,"red","words","3",3970.29399985692,"No","No","Yes",88,"skull","old","remember"
35,"young",2,"red","words","1",2486.71499990462,"No","No","Yes",89,"market","new",NA
35,"young",2,"red","words","6",1049.47899985698,"No","No","Yes",90,"bucket","old","process"
35,"young",2,"red","words","1",976.159999856958,"No","No","Yes",91,"chicken","new",NA
35,"young",2,"red","words","6",754.822999904631,"No","No","Yes",92,"branch","old","process"
35,"young",2,"red","words","2",2380.44699985697,"No","No","Yes",93,"house","new",NA
35,"young",2,"red","words","6",984.66899985692,"No","No","Yes",94,"earth","old","process"
35,"young",2,"red","words","1",1779.49800004764,"No","No","Yes",95,"beach","new",NA
35,"young",2,"red","words","6",867.684999904595,"No","No","Yes",96,"dice","old","remember"
35,"young",2,"red","words","1",1671.93500004767,"No","No","Yes",97,"boot","old","process"
35,"young",2,"red","words","1",1026.13699999999,"No","No","Yes",98,"bike","old","process"
35,"young",2,"red","words","1",712.869999999995,"No","No","Yes",99,"dragon","new",NA
35,"young",2,"red","words","1",856.646999904653,"No","No","Yes",100,"whale","new",NA
35,"young",2,"red","words","1",1055.33900000004,"No","No","Yes",101,"knee","new",NA
35,"young",2,"red","words","6",755.209000000032,"No","No","Yes",102,"eagle","old","remember"
35,"young",2,"red","words","6",926.800000000047,"No","No","Yes",103,"glove","old","remember"
35,"young",2,"red","words","1",1488.42499995232,"No","No","Yes",104,"cloud","new",NA
35,"young",2,"red","words","6",847.834000000032,"No","No","Yes",105,"satellite","old","remember"
35,"young",2,"red","words","1",1094.37099985697,"No","No","Yes",106,"nanny","new",NA
35,"young",2,"red","words","1",1608.15599999996,"No","No","Yes",107,"fruit","new",NA
