"id","listid","study_position","color_condition","trial_condition","presented_color","word1","presented_position","studyRT","resp","expect_test","use_help","exp_duration","recall_all_q","output_pos1","testRT1","recall_acc","exclude","loc_resp","loc_rt","loc_test_serial_position","cue_prioritem1","cue_prioritem","cue_consec_value","cue_consec_lab","pos_prioritem1","pos_prioritem","math_acc","n","loc_acc"
"135",1,12,"blue","process","red","bowl","4",1296.9800000001,"smaller","No","No",14.2428504166678,"Yes",NA,NA,0,FALSE,NA,NA,NA,"process","process",-0.5,"process1","1","1",1,9,NA
"135",1,13,"blue","process","red","bedroom","4",904.573000000906,"larger","No","No",14.2428504166678,"Yes",NA,NA,0,FALSE,NA,NA,NA,"process","process",-1.5,"process2","4","4",1,9,NA
"135",1,14,"blue","process","red","horse","2",1018.07399999758,"larger","No","No",14.2428504166678,"Yes",NA,NA,0,FALSE,NA,NA,NA,"process","process",-2.5,"process3","4","4",1,9,NA
"135",1,15,"blue","process","red","basket","3",1158.17700004971,"smaller","No","No",14.2428504166678,"Yes",NA,NA,0,FALSE,NA,NA,NA,"process","process",-2.5,"process3","2","2",1,9,NA
"135",1,16,"blue","remember","blue","pumpkin","2",1857.54100002954,"larger","No","No",14.2428504166678,"Yes",NA,NA,0,FALSE,"2",1291.36700009357,12,"process","process",-2.5,"process3","3","3",1,9,1
"135",1,17,"blue","remember","blue","frog","1",2759.02900008307,"smaller","No","No",14.2428504166678,"Yes",NA,NA,0,FALSE,"1",2437.99100009847,2,"remember","remember",0.5,"remember1","2","2",1,9,1
"135",1,18,"blue","process","red","lawn","4",2552.93400001264,"larger","No","No",14.2428504166678,"Yes",6,5270.31400009245,1,FALSE,NA,NA,NA,"remember","remember",1.5,"remember2","1","1",1,9,NA
"135",1,19,"blue","process","red","newspaper","2",1761.22100006856,"smaller","No","No",14.2428504166678,"Yes",NA,NA,0,FALSE,NA,NA,NA,"process","process",-0.5,"process1","4","4",1,9,NA
"135",1,20,"blue","remember","blue","glove","3",870.126000070974,"smaller","No","No",14.2428504166678,"Yes",NA,NA,0,FALSE,"3",1870.94999999361,13,"process","process",-1.5,"process2","2","2",1,9,1
"135",1,21,"blue","remember","blue","bone","4",1462.24400000836,"smaller","No","No",14.2428504166678,"Yes",NA,NA,0,FALSE,"4",1544.43200005591,4,"remember","remember",0.5,"remember1","3","3",1,9,1
"135",1,22,"blue","remember","blue","finger","3",1866.25700008729,"smaller","No","No",14.2428504166678,"Yes",NA,NA,0,FALSE,"2",1337.32200002368,15,"remember","remember",1.5,"remember2","4","4",1,9,0
"135",1,23,"blue","remember","blue","whistle","4",1815.16000004183,"smaller","No","No",14.2428504166678,"Yes",NA,NA,0,FALSE,"4",2172.72500000929,16,"remember","remember",2.5,"remember3","3","3",1,9,1
"135",1,24,"blue","remember","blue","dessert","2",2932.25200007611,"smaller","No","No",14.2428504166678,"Yes",NA,NA,0,FALSE,"4",799.84800006263,14,"remember","remember",2.5,"remember3","4","4",1,9,0
"135",1,25,"blue","remember","blue","pillow","1",1533.90600010022,"smaller","No","No",14.2428504166678,"Yes",NA,NA,0,FALSE,"2",1321.40500001347,6,"remember","remember",2.5,"remember3","2","2",1,9,0
"135",1,26,"blue","process","red","barn","1",1591.20200003698,"larger","No","No",14.2428504166678,"Yes",NA,NA,0,FALSE,NA,NA,NA,"remember","remember",2.5,"remember3","1","1",1,9,NA
"135",1,27,"blue","process","red","stairs","3",1265.08499999478,"larger","No","No",14.2428504166678,"Yes",7,3352.46200006595,1,FALSE,NA,NA,NA,"process","process",-0.5,"process1","1","1",1,9,NA
"135",1,28,"blue","process","red","heart","1",998.637000005925,"smaller","No","No",14.2428504166678,"Yes",NA,NA,0,FALSE,NA,NA,NA,"process","process",-1.5,"process2","3","3",1,9,NA
"135",1,29,"blue","remember","blue","shotgun","2",1823.99200007002,"larger","No","No",14.2428504166678,"Yes",NA,NA,0,FALSE,"2",1261.93900007795,7,"process","process",-2.5,"process3","1","1",1,9,1
"135",1,30,"blue","remember","blue","diamond","4",1455.90299999528,"smaller","No","No",14.2428504166678,"Yes",NA,NA,0,FALSE,"4",2190.1180000602,9,"remember","remember",0.5,"remember1","2","2",1,9,1
"135",1,31,"blue","remember","blue","pearl","1",1073.59400003744,"smaller","No","No",14.2428504166678,"Yes",NA,NA,0,FALSE,"4",1804.31100002117,8,"remember","remember",1.5,"remember2","4","4",1,9,0
"135",1,32,"blue","process","red","island","4",1948.24500001382,"larger","No","No",14.2428504166678,"Yes",NA,NA,0,FALSE,NA,NA,NA,"remember","remember",2.5,"remember3","1","1",1,9,NA
"135",2,1,"blue","remember","blue","chair","3",5227.55600003258,"larger","No","No",14.2428504166678,"Yes",NA,NA,0,FALSE,"3",1932.29300000798,15,NA,NA,NA,NA,"4","4",1,9,1
"135",2,2,"blue","process","red","horn","1",1325.43700005475,"smaller","No","No",14.2428504166678,"Yes",NA,NA,0,FALSE,"2",1786.45000010752,1,"remember","remember",0.5,"remember1","3","3",1,9,0
"135",2,3,"blue","remember","blue","clown","2",1628.25000009721,"larger","No","No",14.2428504166678,"Yes",1,4661.48400007782,1,FALSE,"2",2445.39500007627,2,"process","process",-0.5,"process1","1","1",1,9,1
"135",2,4,"blue","remember","blue","cave","2",828.292000005255,"larger","No","No",14.2428504166678,"Yes",NA,NA,0,FALSE,"2",1083.27000002353,3,"remember","remember",0.5,"remember1","2","2",1,9,1
"135",2,5,"blue","remember","blue","guitar","1",1044.62500001176,"larger","No","No",14.2428504166678,"Yes",4,2878.60200008703,1,FALSE,"4",1459.04300006095,22,"remember","remember",1.5,"remember2","2","2",1,9,0
"135",2,6,"blue","remember","blue","lamp","1",849.514000018244,"smaller","No","No",14.2428504166678,"Yes",NA,NA,0,FALSE,"1",1157.72300003329,19,"remember","remember",2.5,"remember3","1","1",1,9,1
"135",2,7,"blue","process","red","universe","2",1161.37699999812,"larger","No","No",14.2428504166678,"Yes",NA,NA,0,FALSE,"3",1354.30199999514,30,"remember","remember",2.5,"remember3","1","1",1,9,0
"135",2,8,"blue","process","red","airplane","3",1010.42400008917,"larger","No","No",14.2428504166678,"Yes",NA,NA,0,FALSE,"4",1779.16200007196,9,"process","process",-0.5,"process1","2","2",1,9,0
"135",2,9,"blue","process","red","branch","2",909.940000073053,"smaller","No","No",14.2428504166678,"Yes",NA,NA,0,FALSE,"2",1406.86700005934,27,"process","process",-1.5,"process2","3","3",1,9,1
"135",2,10,"blue","process","red","tent","3",1163.87300009839,"larger","No","No",14.2428504166678,"Yes",NA,NA,0,FALSE,"1",1294.452000077,17,"process","process",-2.5,"process3","2","2",1,9,0
"135",2,11,"blue","process","red","liver","4",621.208000081824,"smaller","No","No",14.2428504166678,"Yes",NA,NA,0,FALSE,"4",1380.43300010369,12,"process","process",-2.5,"process3","3","3",1,9,1
"135",2,12,"blue","process","red","phone","2",681.348000015481,"larger","No","No",14.2428504166678,"Yes",NA,NA,0,FALSE,"4",2288.24800010619,31,"process","process",-2.5,"process3","4","4",1,9,0
"135",2,13,"blue","remember","blue","crown","1",1172.38900004327,"smaller","No","No",14.2428504166678,"Yes",2,1467.18900003377,1,FALSE,"2",703.629000018118,32,"process","process",-2.5,"process3","2","2",1,9,0
"135",2,14,"blue","process","red","nanny","2",822.593000016641,"smaller","No","No",14.2428504166678,"Yes",NA,NA,0,FALSE,"2",1090.9140000043,20,"remember","remember",0.5,"remember1","1","1",1,9,1
"135",2,15,"blue","remember","blue","ocean","4",770.711000003037,"larger","No","No",14.2428504166678,"Yes",NA,NA,0,FALSE,"4",2667.72800008755,4,"process","process",-0.5,"process1","2","2",1,9,1
"135",2,16,"blue","remember","blue","potato","3",699.854000049178,"larger","No","No",14.2428504166678,"Yes",NA,NA,0,FALSE,"3",1113.53900009836,16,"remember","remember",0.5,"remember1","4","4",1,9,1
"135",2,17,"blue","remember","blue","bacon","3",1017.26000006823,"smaller","No","No",14.2428504166678,"Yes",NA,NA,0,FALSE,"2",1043.79900003958,11,"remember","remember",1.5,"remember2","3","3",1,9,0
"135",2,18,"blue","process","red","underwear","1",923.153000085149,"smaller","No","No",14.2428504166678,"Yes",NA,NA,0,FALSE,"1",995.261000098195,18,"remember","remember",2.5,"remember3","3","3",1,9,1
"135",2,19,"blue","process","red","dragon","1",847.548000022536,"larger","No","No",14.2428504166678,"Yes",NA,NA,0,FALSE,"1",976.85800010385,26,"process","process",-0.5,"process1","1","1",1,9,1
"135",2,20,"blue","remember","blue","robin","3",1122.59100007394,"smaller","No","No",14.2428504166678,"Yes",NA,NA,0,FALSE,"3",927.039000078919,6,"process","process",-1.5,"process2","1","1",1,9,1
"135",2,21,"blue","process","red","harbor","4",802.448000000208,"larger","No","No",14.2428504166678,"Yes",6,3659.23600004171,1,FALSE,"2",1623.04699999862,8,"remember","remember",0.5,"remember1","3","3",1,9,0
"135",2,22,"blue","remember","blue","waiter","4",498.415000069537,"smaller","No","No",14.2428504166678,"Yes",NA,NA,0,FALSE,"3",1210.19900009071,14,"process","process",-0.5,"process1","4","4",1,9,0
"135",2,23,"blue","process","red","mouse","3",2082.67500009842,"larger","No","No",14.2428504166678,"Yes",5,1514.50200004748,1,FALSE,"2",1244.43600002967,25,"remember","remember",0.5,"remember1","4","4",1,9,0
"135",2,24,"blue","remember","blue","beach","4",1199.29700008722,"larger","No","No",14.2428504166678,"Yes",NA,NA,0,FALSE,"3",1321.61900004989,29,"process","process",-0.5,"process1","3","3",1,9,0
"135",2,25,"blue","remember","blue","jungle","1",1085.01600005594,"larger","No","No",14.2428504166678,"Yes",NA,NA,0,FALSE,"1",1151.99800006789,7,"remember","remember",0.5,"remember1","4","4",1,9,1
"135",2,26,"blue","remember","blue","chicken","4",1288.2890000901,"smaller","No","No",14.2428504166678,"Yes",NA,NA,0,FALSE,"1",1013.66399999347,10,"remember","remember",1.5,"remember2","1","1",1,9,0
"135",2,27,"blue","process","red","tooth","3",1329.53800008912,"smaller","No","No",14.2428504166678,"Yes",NA,NA,0,FALSE,"2",1712.38100010878,21,"remember","remember",2.5,"remember3","4","4",1,9,0
"135",2,28,"blue","remember","blue","butler","2",1187.82899999735,"larger","No","No",14.2428504166678,"Yes",NA,NA,0,FALSE,"4",1488.59499999927,23,"process","process",-0.5,"process1","3","3",1,9,0
"135",2,29,"blue","process","red","hammer","1",975.195000095409,"larger","No","No",14.2428504166678,"Yes",NA,NA,0,FALSE,"1",1057.20200004242,13,"remember","remember",0.5,"remember1","2","2",1,9,1
"135",2,30,"blue","remember","blue","coast","2",1209.48000003141,"larger","No","No",14.2428504166678,"Yes",3,2768.6930000087,1,FALSE,"1",1230.70600005356,24,"process","process",-0.5,"process1","1","1",1,9,0
"135",2,31,"blue","process","red","tire","4",1540.93100007402,"larger","No","No",14.2428504166678,"Yes",NA,NA,0,FALSE,"1",1582.83399999514,28,"remember","remember",0.5,"remember1","2","2",1,9,0
"135",2,32,"blue","process","red","badge","4",809.540000026114,"smaller","No","No",14.2428504166678,"Yes",NA,NA,0,FALSE,"1",1422.10000010021,5,"process","process",-0.5,"process1","4","4",1,9,0
"136",1,1,"red","remember","red","chair","3",2663.68600005748,"larger","No","No",15.0296752499999,"No",NA,NA,0,FALSE,"2",2356.08600007027,2,NA,NA,NA,NA,"4","4",0.888888888888889,9,0
"136",1,2,"red","process","blue","toast","1",2952.83499998458,"smaller","No","No",15.0296752499999,"No",NA,NA,0,FALSE,NA,NA,NA,"remember","remember",0.5,"remember1","3","3",0.888888888888889,9,NA
"136",1,3,"red","process","blue","turtle","2",3109.95699998607,"smaller","No","No",15.0296752499999,"No",NA,NA,0,FALSE,NA,NA,NA,"process","process",-0.5,"process1","1","1",0.888888888888889,9,NA
"136",1,4,"red","process","blue","concert","1",2048.23099999907,"larger","No","No",15.0296752499999,"No",NA,NA,0,FALSE,NA,NA,NA,"process","process",-1.5,"process2","2","2",0.888888888888889,9,NA
"136",1,5,"red","remember","red","horse","1",2795.72499998785,"larger","No","No",15.0296752499999,"No",2,7421.72300005978,1,FALSE,"3",2335.1299999819,15,"process","process",-2.5,"process3","1","1",0.888888888888889,9,0
"136",1,6,"red","remember","red","spider","2",2027.97500007029,"smaller","No","No",15.0296752499999,"No",NA,NA,0,FALSE,"4",3223.12000003422,9,"remember","remember",0.5,"remember1","1","1",0.888888888888889,9,0
"136",1,7,"red","process","blue","purse","2",2066.91199996893,"smaller","No","No",15.0296752499999,"No",NA,NA,0,FALSE,NA,NA,NA,"remember","remember",1.5,"remember2","2","2",0.888888888888889,9,NA
"136",1,8,"red","remember","red","bike","3",4187.76500002146,"larger","No","No",15.0296752499999,"No",NA,NA,0,FALSE,"1",5560.5969999666,16,"process","process",-0.5,"process1","2","2",0.888888888888889,9,0
"136",1,9,"red","process","blue","shotgun","4",2340.1419999569,"larger","No","No",15.0296752499999,"No",NA,NA,0,FALSE,NA,NA,NA,"remember","remember",0.5,"remember1","3","3",0.888888888888889,9,NA
"136",1,10,"red","remember","red","couch","4",1601.80999997482,"larger","No","No",15.0296752499999,"No",NA,NA,0,FALSE,"3",1490.34800000786,12,"process","process",-0.5,"process1","4","4",0.888888888888889,9,0
"136",1,11,"red","remember","red","ranch","3",3124.16400001736,"larger","No","No",15.0296752499999,"No",NA,NA,0,FALSE,"1",1220.22500000411,7,"remember","remember",0.5,"remember1","4","4",0.888888888888889,9,0
"136",1,12,"red","remember","red","fruit","2",2121.03000003711,"smaller","No","No",15.0296752499999,"No",NA,NA,0,FALSE,"2",1539.33000005642,11,"remember","remember",1.5,"remember2","3","3",0.888888888888889,9,1
"136",1,13,"red","remember","red","train","3",3454.57500000059,"larger","No","No",15.0296752499999,"No",1,4878.618000035,1,FALSE,"3",4392.47099999164,1,"remember","remember",2.5,"remember3","2","2",0.888888888888889,9,1
"136",1,14,"red","process","blue","bacon","2",1851.5909999584,"smaller","No","No",15.0296752499999,"No",NA,NA,0,FALSE,NA,NA,NA,"remember","remember",2.5,"remember3","3","3",0.888888888888889,9,NA
"136",1,15,"red","remember","red","costume","1",1640.27800005433,"larger","No","No",15.0296752499999,"No",NA,NA,0,FALSE,"1",2263.67999997083,4,"process","process",-0.5,"process1","2","2",0.888888888888889,9,1
"136",1,16,"red","remember","red","rabbit","4",2532.02200002313,"smaller","No","No",15.0296752499999,"No",NA,NA,0,FALSE,"4",3659.6620000198,3,"remember","remember",0.5,"remember1","1","1",0.888888888888889,9,1
"136",1,17,"red","remember","red","dragon","2",1409.75400002106,"larger","No","No",15.0296752499999,"No",5,9017.18699997896,1,FALSE,"2",1125.89100003202,8,"remember","remember",1.5,"remember2","4","4",0.888888888888889,9,1
"136",1,18,"red","process","blue","pillow","3",1179.62000004365,"larger","No","No",15.0296752499999,"No",NA,NA,0,FALSE,NA,NA,NA,"remember","remember",2.5,"remember3","2","2",0.888888888888889,9,NA
"136",1,19,"red","process","blue","elevator","3",1823.2930000099,"larger","No","No",15.0296752499999,"No",NA,NA,0,FALSE,NA,NA,NA,"process","process",-0.5,"process1","3","3",0.888888888888889,9,NA
"136",1,20,"red","process","blue","newspaper","4",1143.85300000786,"larger","No","No",15.0296752499999,"No",NA,NA,0,FALSE,NA,NA,NA,"process","process",-1.5,"process2","3","3",0.888888888888889,9,NA
"136",1,21,"red","process","blue","badge","4",1525.09400000403,"smaller","No","No",15.0296752499999,"No",NA,NA,0,FALSE,NA,NA,NA,"process","process",-2.5,"process3","4","4",0.888888888888889,9,NA
"136",1,22,"red","remember","red","universe","1",1210.13199999728,"larger","No","No",15.0296752499999,"No",NA,NA,0,FALSE,"1",1190.10700006242,6,"process","process",-2.5,"process3","4","4",0.888888888888889,9,1
"136",1,23,"red","process","blue","barn","1",969.35200005502,"larger","No","No",15.0296752499999,"No",NA,NA,0,FALSE,NA,NA,NA,"remember","remember",0.5,"remember1","1","1",0.888888888888889,9,NA
"136",1,24,"red","process","blue","knee","3",5934.05000001221,"larger","No","No",15.0296752499999,"No",NA,NA,0,FALSE,NA,NA,NA,"process","process",-0.5,"process1","1","1",0.888888888888889,9,NA
"136",1,25,"red","process","blue","opera","4",1431.57699996509,"larger","No","No",15.0296752499999,"No",NA,NA,0,FALSE,NA,NA,NA,"process","process",-1.5,"process2","3","3",0.888888888888889,9,NA
"136",1,26,"red","process","blue","dog","3",6329.19499997344,"larger","No","No",15.0296752499999,"No",NA,NA,0,FALSE,NA,NA,NA,"process","process",-2.5,"process3","4","4",0.888888888888889,9,NA
"136",1,27,"red","remember","red","orange","1",1935.37400001922,"smaller","No","No",15.0296752499999,"No",NA,NA,0,FALSE,"2",2215.15400005708,5,"process","process",-2.5,"process3","3","3",0.888888888888889,9,0
"136",1,28,"red","remember","red","taxi","2",1004.24699996979,"larger","No","No",15.0296752499999,"No",NA,NA,0,FALSE,"3",1919.86200005125,14,"remember","remember",0.5,"remember1","1","1",0.888888888888889,9,0
"136",1,29,"red","process","blue","pill","1",1130.60200004847,"smaller","No","No",15.0296752499999,"No",NA,NA,0,FALSE,NA,NA,NA,"remember","remember",1.5,"remember2","2","2",0.888888888888889,9,NA
"136",1,30,"red","remember","red","peanut","4",1538.41899997718,"smaller","No","No",15.0296752499999,"No",6,3286.69000001793,1,FALSE,"4",2988.90399995586,10,"process","process",-0.5,"process1","1","1",0.888888888888889,9,1
"136",1,31,"red","remember","red","statue","4",1376.59899998171,"larger","No","No",15.0296752499999,"No",NA,NA,0,FALSE,"1",1546.74300001789,13,"remember","remember",0.5,"remember1","4","4",0.888888888888889,9,0
"136",1,32,"red","process","blue","devil","2",5659.1489999638,"larger","No","No",15.0296752499999,"No",NA,NA,0,FALSE,NA,NA,NA,"remember","remember",1.5,"remember2","4","4",0.888888888888889,9,NA
"136",2,1,"red","remember","red","goose","4",8848.07400006801,"larger","No","No",15.0296752499999,"No",NA,NA,0,FALSE,"1",3861.74400005699,15,NA,NA,NA,NA,"2","2",0.888888888888889,9,0
"136",2,2,"red","remember","red","phone","3",2492.75600003981,"larger","No","No",15.0296752499999,"No",2,2914.66800000682,1,FALSE,"1",1627.03399998799,17,"remember","remember",0.5,"remember1","4","4",0.888888888888889,9,0
"136",2,3,"red","process","blue","buffalo","2",1252.56200003356,"larger","No","No",15.0296752499999,"No",NA,NA,0,FALSE,"2",1699.39800007094,19,"remember","remember",1.5,"remember2","3","3",0.888888888888889,9,1
"136",2,4,"red","remember","red","apple","1",6218.63600006071,"smaller","No","No",15.0296752499999,"No",NA,NA,0,FALSE,"1",4500.39200002351,1,"process","process",-0.5,"process1","2","2",0.888888888888889,9,1
"136",2,5,"red","process","blue","diamond","1",2109.30600003956,"smaller","No","No",15.0296752499999,"No",NA,NA,0,FALSE,"1",2845.23300005659,5,"remember","remember",0.5,"remember1","1","1",0.888888888888889,9,1
"136",2,6,"red","process","blue","sweater","3",1507.49600003136,"smaller","No","No",15.0296752499999,"No",NA,NA,0,FALSE,"3",1674.52099997061,13,"process","process",-0.5,"process1","1","1",0.888888888888889,9,1
"136",2,7,"red","remember","red","child","2",1137.47200005199,"larger","No","No",15.0296752499999,"No",NA,NA,0,FALSE,"3",8005.67299999495,31,"process","process",-1.5,"process2","3","3",0.888888888888889,9,0
"136",2,8,"red","process","blue","boot","4",3883.69300001406,"larger","No","No",15.0296752499999,"No",NA,NA,0,FALSE,"3",1902.48299999512,25,"remember","remember",0.5,"remember1","2","2",0.888888888888889,9,0
"136",2,9,"red","remember","red","piano","1",806.15700002911,"larger","No","No",15.0296752499999,"No",NA,NA,0,FALSE,"1",1127.86599997059,3,"process","process",-0.5,"process1","4","4",0.888888888888889,9,1
"136",2,10,"red","process","blue","forest","2",1078.71399997233,"larger","No","No",15.0296752499999,"No",NA,NA,0,FALSE,"4",1629.41199996858,27,"remember","remember",0.5,"remember1","1","1",0.888888888888889,9,0
"136",2,11,"red","remember","red","bridge","1",1174.61999997951,"larger","No","No",15.0296752499999,"No",NA,NA,0,FALSE,"1",1306.80900004692,29,"process","process",-0.5,"process1","2","2",0.888888888888889,9,1
"136",2,12,"red","remember","red","pole","2",1344.93000003404,"larger","No","No",15.0296752499999,"No",1,23299.3569999593,1,FALSE,"1",2827.65200006554,10,"remember","remember",0.5,"remember1","1","1",0.888888888888889,9,0
"136",2,13,"red","process","blue","guitar","3",1263.85699997214,"larger","No","No",15.0296752499999,"No",NA,NA,0,FALSE,"3",2320.67399996845,2,"remember","remember",1.5,"remember2","2","2",0.888888888888889,9,1
"136",2,14,"red","remember","red","harbor","3",1601.89699995553,"larger","No","No",15.0296752499999,"No",NA,NA,0,FALSE,"3",3006.58799996984,4,"process","process",-0.5,"process1","3","3",0.888888888888889,9,1
"136",2,15,"red","remember","red","flower","3",4051.69500006933,"smaller","No","No",15.0296752499999,"No",NA,NA,0,FALSE,"2",1306.71000005747,7,"remember","remember",0.5,"remember1","3","3",0.888888888888889,9,0
"136",2,16,"red","remember","red","robin","4",2174.80000002356,"smaller","No","No",15.0296752499999,"No",NA,NA,0,FALSE,"1",3522.26699997776,14,"remember","remember",1.5,"remember2","3","3",0.888888888888889,9,0
"136",2,17,"red","remember","red","wrist","4",1871.34999996587,"larger","No","No",15.0296752499999,"No",NA,NA,0,FALSE,"1",3543.77100005688,26,"remember","remember",2.5,"remember3","4","4",0.888888888888889,9,0
"136",2,18,"red","process","blue","string","3",3327.877999975,"smaller","No","No",15.0296752499999,"No",NA,NA,0,FALSE,"3",2219.91400006821,28,"remember","remember",2.5,"remember3","4","4",0.888888888888889,9,1
"136",2,19,"red","remember","red","chicken","1",1908.46799996973,"larger","No","No",15.0296752499999,"No",NA,NA,0,FALSE,"1",1431.02099996782,6,"process","process",-0.5,"process1","3","3",0.888888888888889,9,1
"136",2,20,"red","process","blue","jungle","4",965.831000063336,"larger","No","No",15.0296752499999,"No",NA,NA,0,FALSE,"4",2211.62200000416,16,"remember","remember",0.5,"remember1","1","1",0.888888888888889,9,1
"136",2,21,"red","process","blue","frog","4",1182.41799999692,"larger","No","No",15.0296752499999,"No",NA,NA,0,FALSE,"2",4220.34999999218,23,"process","process",-0.5,"process1","4","4",0.888888888888889,9,0
"136",2,22,"red","remember","red","skull","4",2827.39499998209,"smaller","No","No",15.0296752499999,"No",NA,NA,0,FALSE,"4",2116.70600001293,32,"process","process",-1.5,"process2","4","4",0.888888888888889,9,1
"136",2,23,"red","process","blue","knife","1",1497.78299999773,"smaller","No","No",15.0296752499999,"No",NA,NA,0,FALSE,"3",6629.73700001382,12,"remember","remember",0.5,"remember1","4","4",0.888888888888889,9,0
"136",2,24,"red","process","blue","coast","2",1337.23800005356,"larger","No","No",15.0296752499999,"No",NA,NA,0,FALSE,"2",2328.42300004815,30,"process","process",-0.5,"process1","1","1",0.888888888888889,9,1
"136",2,25,"red","remember","red","dice","2",1088.86299996485,"smaller","No","No",15.0296752499999,"No",NA,NA,0,FALSE,"3",3099.24799997127,11,"process","process",-1.5,"process2","2","2",0.888888888888889,9,0
"136",2,26,"red","process","blue","goat","4",1623.64700001443,"smaller","No","No",15.0296752499999,"No",NA,NA,0,FALSE,"3",1629.90200004249,8,"remember","remember",0.5,"remember1","2","2",0.888888888888889,9,0
"136",2,27,"red","process","blue","pumpkin","1",3118.17700001842,"larger","No","No",15.0296752499999,"No",NA,NA,0,FALSE,"1",1141.16200006276,21,"process","process",-0.5,"process1","4","4",0.888888888888889,9,1
"136",2,28,"red","process","blue","barrel","2",1551.92200001271,"larger","No","No",15.0296752499999,"No",NA,NA,0,FALSE,"4",3718.49000002816,22,"process","process",-1.5,"process2","1","1",0.888888888888889,9,0
"136",2,29,"red","remember","red","table","2",1316.60499997868,"larger","No","No",15.0296752499999,"No",NA,NA,0,FALSE,"3",1746.95400003844,20,"process","process",-2.5,"process3","2","2",0.888888888888889,9,0
"136",2,30,"red","process","blue","church","1",1120.10799997533,"larger","No","No",15.0296752499999,"No",3,1929.213000027,1,FALSE,"3",2123.7300000526,18,"remember","remember",0.5,"remember1","2","2",0.888888888888889,9,0
"136",2,31,"red","remember","red","tent","3",942.773000065703,"larger","No","No",15.0296752499999,"No",NA,NA,0,FALSE,"2",2266.17799998773,24,"process","process",-0.5,"process1","1","1",0.888888888888889,9,0
"136",2,32,"red","process","blue","lion","3",1609.10300000489,"larger","No","No",15.0296752499999,"No",NA,NA,0,FALSE,"1",3099.8520000194,9,"remember","remember",0.5,"remember1","3","3",0.888888888888889,9,0
"137",1,1,"blue","process","red","elevator","3",11421.3099999747,"larger","No","No",16.9488574166666,"Yes",NA,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,"3","3",0.8,10,NA
"137",1,2,"blue","process","red","costume","2",2934.31900002033,"larger","No","No",16.9488574166666,"Yes",NA,NA,0,FALSE,NA,NA,NA,"process","process",-0.5,"process1","3","3",0.8,10,NA
"137",1,3,"blue","remember","blue","cloud","2",5193.96400007949,"larger","No","No",16.9488574166666,"Yes",1,10462.8510000552,1,FALSE,"1",2840.58699991566,2,"process","process",-1.5,"process2","2","2",0.8,10,0
"137",1,4,"blue","process","red","steak","1",4222.72299995372,"smaller","No","No",16.9488574166666,"Yes",NA,NA,0,FALSE,NA,NA,NA,"remember","remember",0.5,"remember1","2","2",0.8,10,NA
"137",1,5,"blue","remember","blue","glove","1",1854.53099993683,"smaller","No","No",16.9488574166666,"Yes",NA,NA,0,FALSE,"2",4885.51599997433,1,"process","process",-0.5,"process1","1","1",0.8,10,0
"137",1,6,"blue","process","red","table","1",2587.59699994925,"larger","No","No",16.9488574166666,"Yes",NA,NA,0,FALSE,NA,NA,NA,"remember","remember",0.5,"remember1","1","1",0.8,10,NA
"137",1,7,"blue","remember","blue","tank","4",1720.70299994471,"larger","No","No",16.9488574166666,"Yes",2,10249.4050000019,1,FALSE,"4",1049.9889999564,10,"process","process",-0.5,"process1","1","1",0.8,10,1
"137",1,8,"blue","process","red","robot","1",1748.91599999755,"larger","No","No",16.9488574166666,"Yes",NA,NA,0,FALSE,NA,NA,NA,"remember","remember",0.5,"remember1","4","4",0.8,10,NA
"137",1,9,"blue","remember","blue","valley","3",1854.60700003413,"larger","No","No",16.9488574166666,"Yes",NA,NA,0,FALSE,"1",4886.71400006441,6,"process","process",-0.5,"process1","1","1",0.8,10,0
"137",1,10,"blue","remember","blue","cage","3",1943.98199999405,"larger","No","No",16.9488574166666,"Yes",NA,NA,0,FALSE,"3",2844.06099995505,16,"remember","remember",0.5,"remember1","3","3",0.8,10,1
"137",1,11,"blue","process","red","highway","3",1265.47100002973,"larger","No","No",16.9488574166666,"Yes",NA,NA,0,FALSE,NA,NA,NA,"remember","remember",1.5,"remember2","3","3",0.8,10,NA
"137",1,12,"blue","remember","blue","heart","1",1844.90200003071,"smaller","No","No",16.9488574166666,"Yes",NA,NA,0,FALSE,"3",4068.4499999421,12,"process","process",-0.5,"process1","3","3",0.8,10,0
"137",1,13,"blue","remember","blue","sheep","2",1535.97699998986,"larger","No","No",16.9488574166666,"Yes",NA,NA,0,FALSE,"2",2385.19799996843,15,"remember","remember",0.5,"remember1","1","1",0.8,10,1
"137",1,14,"blue","process","red","belt","3",1455.41700007749,"smaller","No","No",16.9488574166666,"Yes",NA,NA,0,FALSE,NA,NA,NA,"remember","remember",1.5,"remember2","2","2",0.8,10,NA
"137",1,15,"blue","remember","blue","brain","1",1714.05099989061,"smaller","No","No",16.9488574166666,"Yes",NA,NA,0,FALSE,"3",3827.87200008135,3,"process","process",-0.5,"process1","3","3",0.8,10,0
"137",1,16,"blue","process","red","cookie","2",1090.07999992708,"smaller","No","No",16.9488574166666,"Yes",NA,NA,0,FALSE,NA,NA,NA,"remember","remember",0.5,"remember1","1","1",0.8,10,NA
"137",1,17,"blue","remember","blue","barn","3",1481.95200006239,"larger","No","No",16.9488574166666,"Yes",NA,NA,0,FALSE,"3",4023.75799991784,14,"process","process",-0.5,"process1","2","2",0.8,10,1
