"id","listid","eq_id","question","answer","duration","use_help","cresp"
"19046",1,19,"(4 + 3) * 9",NA,1838.50999999835,"No",63
"19045",1,1,"(19 + 11) / 5",6,7437.82900010789,"No",6
"19045",1,2,"(45 - 23) / 11",2,4140.75500005481,"No",2
"19045",1,3,"(1 + 7) * 6",48,3271.11700002779,"No",48
"19045",1,4,"(4 + 3) * 4",28,4386.94900006504,"No",28
"19045",1,5,"(2 + 2) * 16",64,3692.4000000846,"No",64
"19045",1,6,"(21 - 9) / 4",3,3704.66100008739,"No",3
"19045",1,7,"(17 + 23) / 8",5,2868.26600003708,"No",5
"19045",1,8,"(9 - 5) * 4",16,3120.99600003898,"No",16
"19045",1,9,"(23 - 17) / 6",1,3739.77500007901,"No",1
"19045",1,10,"(2 + 3) * 4",20,2654.05200001382,"No",20
"19045",1,11,"(2 + 6) * 5",40,3011.37500005105,"No",40
"19045",1,12,"(5 + 3) / 4",2,4178.14900006598,"No",2
"19045",1,13,"(2 + 2) / 2",2,3419.20600001008,"No",2
"19045",1,14,"(11 + 23) * 3",102,8497.4110000045,"No",102
"19045",1,15,"(6 + 6) * 6",NA,1453.16200009215,"No",72
"19043",1,1,"(2 + 6) * 5",45,25417.5410000057,"No",40
"19043",1,2,"(4 + 2) * 9",54,10943.3530000092,"No",54
"19043",1,3,"(2 + 2) * 2",8,3325.66300000134,"No",8
"19043",1,4,"(5 + 3) / 4",2,6540.1630000092,"No",2
"19043",1,5,"(2 + 3) * 4",20,9803.14499999734,"No",20
"19043",1,6,"(21 - 9) / 4",NA,3902.63700000753,"No",3
"19042",1,1,"(2 + 2) / 2",2,4719.88499987923,"No",2
"19042",1,2,"(7 + 13) / 4",5,2588.95100003664,"No",5
"19042",1,3,"(13 + 23) * 2",18,4957.05899993281,"No",72
"19042",1,4,"(50 - 23) / 9",3,5114.10099996231,"No",3
"19042",1,5,"(7 - 4) * 8",24,7297.18999996193,"No",24
"19042",1,6,"(3 + 3) / 2",3,3780.90100005252,"No",3
"19042",1,7,"(3 + 3) * 8",48,4548.24900003456,"No",48
"19042",1,8,"(3 + 9) * 2",24,5968.45100007972,"No",24
"19042",1,9,"(17 + 23) / 8",5,2858.23499996579,"No",5
"19042",1,10,"(6 + 6) * 6",72,4324.16200005476,"No",72
"19042",1,11,"(12 - 3) / 3",3,3403.74600005714,"No",3
"19042",1,12,"(1 + 7) * 6",48,2446.64600003464,"No",48
"19042",1,13,"(5 + 3) / 4",2,3080.08499994487,"No",2
"19042",1,14,"(4 + 3) * 4",28,3028.58799987877,"No",28
"19042",1,15,"(4 - 3) * 8",NA,1650.3199999097,"No",8
"19041",1,1,"(50 - 23) / 9",3,25715.58,"No",3
"19041",1,2,"(8 + 3) * 4",28,6107.01999999999,"No",44
"19041",1,3,"(9 + 3) * 2",24,4885.70000000001,"No",24
"19041",1,4,"(2 + 3) * 4",20,4282.64000000001,"No",20
"19041",1,5,"(5 + 3) / 4",2,4382.67999999999,"No",2
"19041",1,6,"(3 + 6) / 3",3,4128.70000000001,"No",3
"19041",1,7,"(2 + 5) * 2",14,3290.12,"No",14
"19041",1,8,"(4 + 3) * 9",64,3918.01999999999,"No",63
"19041",1,9,"(19 - 4) * 5",NA,2951.64000000001,"No",75
"19039",1,1,"(2 + 3) * 4",20,5371,"No",20
"19039",1,2,"(9 + 3) * 2",24,4109.00000000003,"No",24
"19039",1,3,"(2 + 6) * 5",40,5991,"No",40
"19039",1,4,"(3 + 3) * 3",18,3508,"No",18
"19039",1,5,"(50 - 23) / 9",3,4830,"No",3
"19039",1,6,"(11 + 23) * 3",132,13854,"No",102
"19039",1,7,"(17 + 23) / 8",5,5604,"No",5
"19039",1,8,"(2 + 2) * 2",8,6003,"No",8
"19039",1,9,"(3 + 3) / 2",3,2481.00000000003,"No",3
"19039",1,10,"(4 + 3) * 4",28,3517,"No",28
"19039",1,11,"(4 - 3) * 8",8,3046,"No",8
"19039",1,12,"(8 + 8) / 4",NA,733.000000000029,"No",4
"19036",1,1,"(7 + 2) * 8",42,27377.2470000006,"No",72
"19036",1,2,"(21 + 12) / 11",3,5215.30799999496,"No",3
"19036",1,3,"(45 - 23) / 11",2,5821.28699999186,"No",2
"19036",1,4,"(3 + 9) * 2",24,5531.97000000044,"No",24
"19036",1,5,"(23 - 17) / 6",1,14518.7680000023,"No",1
"19036",1,6,"(3 + 6) / 3",NA,1452.10200000019,"No",3
"19035",1,1,"(7 + 2) * 8",88,5563.44,"No",72
"19035",1,2,"(23 - 17) / 6",1,5501.34,"No",1
"19035",1,3,"(8 + 3) * 4",48,6700.04000000001,"No",44
"19035",1,4,"(4 + 2) * 9",54,9044.39999999999,"No",54
"19035",1,5,"(19 - 4) * 5",75,7537.51999999999,"No",75
"19035",1,6,"(6 + 6) * 6",72,10387.9,"No",72
"19035",1,7,"(3 + 3) / 2",3,2803.29999999999,"No",3
"19035",1,8,"(11 + 23) * 3",102,4659.23999999999,"No",102
"19035",1,9,"(5 + 3) / 4",2,2907.91999999998,"No",2
"19035",1,10,"(7 + 13) / 4",5,2261.94,"No",5
"19035",1,11,"(9 - 3) * 3",NA,2369.32000000001,"No",18
"19034",1,1,"(9 + 3) * 2",24,5587.88200001442,"No",24
"19034",1,2,"(6 + 6) / 3",4,2945.46500001842,"No",4
"19034",1,3,"(7 + 13) / 4",5,4453.78900002455,"No",5
"19034",1,4,"(2 + 2) / 2",2,3697.78000000562,"No",2
"19034",1,5,"(8 + 8) / 4",4,2500.87800004723,"No",4
"19034",1,6,"(19 + 11) / 5",6,10156.5270000144,"No",6
"19034",1,7,"(1 + 7) * 6",44,30564.6810000071,"No",48
"19033",1,1,"(3 + 6) / 3",3,3490.21699999995,"No",3
"19033",1,2,"(4 + 3) * 4",28,3521.85899999973,"No",28
"19033",1,3,"(5 + 3) / 4",2,4839.18199999983,"No",2
"19033",1,4,"(2 + 5) * 2",14,2887.26599999957,"No",14
"19033",1,5,"(2 + 3) * 4",24,3315.82000000001,"No",20
"19033",1,6,"(9 - 5) * 4",16,2842.82700000014,"No",16
"19033",1,7,"(45 - 23) / 11",2,5822.20200000034,"No",2
"19033",1,8,"(6 + 6) / 3",4,2308.69899999982,"No",4
"19033",1,9,"(2 + 6) * 5",40,3757.90899999972,"No",40
"19033",1,10,"(19 + 11) / 5",6,3036.22700000097,"No",6
"19033",1,11,"(3 + 3) / 2",2,1978.42400000073,"No",3
"19033",1,12,"(11 + 23) * 3",72,13463.1040000004,"No",102
"19033",1,13,"(4 + 2) * 9",49,4947.62000000078,"No",54
"19033",1,14,"(4 + 4) * 4",NA,3669.81499999954,"No",32
"19032",1,1,"(17 + 23) / 8",5,4115.26000000001,"No",5
"19032",1,2,"(4 + 3) * 4",28,4352.26000000001,"No",28
"19032",1,3,"(4 + 3) * 9",63,5774.16,"No",63
"19032",1,4,"(19 + 11) / 5",150,5295.32000000001,"No",6
"19032",1,5,"(13 + 23) * 2",72,6427.73999999999,"No",72
"19032",1,6,"(2 + 2) * 2",8,2194.06,"No",8
"19032",1,7,"(4 + 4) * 4",32,4619.73999999999,"No",32
"19032",1,8,"(3 + 3) * 3",18,3730.76000000001,"No",18
"19032",1,9,"(3 + 9) * 2",24,3098.72,"No",24
"19032",1,10,"(11 + 23) * 3",102,6190.48000000001,"No",102
"19032",1,11,"(3 + 3) / 2",3,2138.01999999999,"No",3
"19032",1,12,"(12 - 3) / 3",3,3065.29999999999,"No",3
"19032",1,13,"(2 + 2) / 2",2,3525.76000000001,"No",2
"19032",1,14,"(9 - 3) * 3",9,2703.95999999999,"No",18
"19032",1,15,"(2 + 2) * 16",NA,2506.66,"No",64
"19030",1,1,"(8 + 3) * 4",44,10724,"No",44
"19030",1,2,"(2 + 6) * 5",40,7671,"No",40
"19030",1,3,"(19 - 4) * 5",75,9488,"No",75
"19030",1,4,"(2 + 2) / 2",3,6796,"No",2
"19030",1,5,"(3 + 3) / 2",3,11815,"No",3
"19030",1,6,"(3 + 3) * 8",27,10616,"No",48
"19030",1,7,"(2 + 5) * 2",NA,2587,"No",14
"19028",1,1,"(9 - 5) * 4",16,8713.31600000686,"No",16
"19028",1,2,"(17 + 23) / 8",5,13753.1759999949,"No",5
"19028",1,3,"(2 + 6) * 5",40,10449.8070000038,"No",40
"19028",1,4,"(2 + 2) * 2",8,3115.52400000553,"No",8
"19028",1,5,"(4 + 2) * 9",56,8971.99799999726,"No",54
"19028",1,6,"(21 - 9) / 4",3,5735.07000000757,"No",3
"19028",1,7,"(7 + 8) * 3",45,5685.58800000814,"No",45
"19028",1,8,"(3 + 9) * 2",24,3478.00199999454,"No",24
"19027",1,1,"(3 + 3) / 2",3,6722.84099999972,"No",3
"19027",1,2,"(7 + 8) * 3",45,4255.48399999976,"No",45
"19027",1,3,"(45 - 23) / 11",2,12585.4789999999,"No",2
"19027",1,4,"(7 + 13) / 4",5,5590.92499999993,"No",5
"19027",1,5,"(23 - 17) / 6",1,4285.95599999971,"No",1
"19027",1,6,"(7 + 2) * 8",72,10716.8369999998,"No",72
"19027",1,7,"(19 - 4) * 5",75,14077.8659999997,"No",75
"19027",1,8,"(11 + 23) * 3",NA,1654.89499999973,"No",102
"19026",1,1,"(3 + 9) * 2",24,9260.71199999977,"Yes",24
"19026",1,2,"(8 + 8) / 4",4,8274.35200000054,"Yes",4
"19026",1,3,"(8 + 3) * 4",44,8766.10900000055,"Yes",44
"19026",1,4,"(11 + 23) * 3",432,19763.245,"Yes",102
"19026",1,5,"(4 - 3) * 8",8,7760.97700000019,"Yes",8
"19026",1,6,"(13 + 23) * 2",NA,6067.07400000049,"Yes",72
"19025",1,1,"(8 + 8) / 4",4,15410.4150000511,"No",4
"19025",1,2,"(9 - 3) * 3",18,10298.2610000267,"No",18
"19025",1,3,"(23 - 17) / 6",1,7697.14500000866,"No",1
"19025",1,4,"(4 + 2) * 9",65,12690.7560000341,"No",54
"19025",1,5,"(7 + 8) * 3",45,5808.56100005517,"No",45
"19025",1,6,"(5 + 3) / 4",2,5468.87200004782,"No",2
"19025",1,7,"(21 + 12) / 11",NA,2518.40100000403,"No",3
"19023",1,1,"(2 + 6) * 5",40,6458.74900000048,"No",40
"19023",1,2,"(23 - 17) / 6",1,8203.9350000007,"No",1
"19023",1,3,"(19 - 4) * 5",75,6164.22900000017,"No",75
"19023",1,4,"(9 - 3) * 3",18,3082.60700000013,"No",18
"19023",1,5,"(7 - 4) * 8",24,5845.34500000032,"No",24
"19023",1,6,"(13 + 23) * 2",72,8369.87099999993,"No",72
"19023",1,7,"(12 - 3) / 3",3,3121.59100000007,"No",3
"19023",1,8,"(45 - 23) / 11",2,4708.50600000046,"No",2
"19023",1,9,"(4 + 3) * 4",28,5322.435,"No",28
"19023",1,10,"(7 + 2) * 8",72,6465.76899999985,"No",72
"19023",1,11,"(4 + 2) * 9",NA,2200.01100000052,"No",54
"19021",1,1,"(4 - 3) * 8",8,6080.35899996251,"No",8
"19021",1,2,"(7 + 2) * 8",72,7977.1320000558,"No",72
"19021",1,3,"(3 + 9) * 2",24,3215.6729999643,"No",24
"19021",1,4,"(4 + 2) * 9",54,9148.27600006672,"No",54
"19021",1,5,"(4 + 3) * 9",63,17974.7530000603,"No",63
"19021",1,6,"(8 + 3) * 4",44,2994.08400003862,"No",44
"19021",1,7,"(17 + 23) / 8",6,12514.8700000009,"No",5
"19020",1,1,"(23 - 17) / 6",1,8077.08000000002,"No",1
"19020",1,2,"(3 + 3) / 2",3,3017.88,"No",3
"19020",1,3,"(2 + 5) * 2",14,2592.14000000001,"No",14
"19020",1,4,"(1 + 7) * 6",42,6372.08000000002,"No",48
"19020",1,5,"(9 + 3) * 2",24,8827.26000000001,"No",24
"19020",1,6,"(3 + 3) * 8",42,2886.12,"No",48
"19020",1,7,"(4 + 2) * 9",54,7545.33999999997,"No",54
"19020",1,8,"(3 + 9) * 2",24,2411.83999999997,"No",24
"19020",1,9,"(13 + 23) * 2",72,11278.26,"No",72
"19020",1,10,"(4 + 4) * 4",NA,6833.78000000003,"No",32
"19019",1,1,"(3 + 3) * 3",18,6294,"No",18
"19019",1,2,"(3 + 6) / 3",3,3182,"No",3
"19019",1,3,"(4 + 4) * 4",16,11508,"No",32
"19019",1,4,"(3 + 3) * 8",32,7229,"No",48
"19019",1,5,"(45 - 23) / 11",NA,7840,"No",2
"19019",1,6,"(8 + 8) / 4",4,2471.00000000003,"No",4
"19019",1,7,"(9 - 5) * 4",16,3024,"No",16
"19019",1,8,"(6 + 6) / 3",4,2195,"No",4
"19019",1,9,"(9 - 3) * 3",18,6574,"No",18
"19019",1,10,"(1 + 7) * 6",54,5441,"No",48
"19019",1,11,"(13 + 23) * 2",NA,4043,"No",72
"19018",1,1,"(2 + 6) * 5",40,20301,"No",40
"19018",1,2,"(9 + 3) * 2",24,10045,"No",24
"19018",1,3,"(8 + 8) / 4",4,18388.0000000001,"No",4
"19018",1,4,"(1 + 7) * 6",NA,11108,"No",48
"19017",1,1,"(21 - 9) / 4",3,2958.719000023,"No",3
"19017",1,2,"(1 + 7) * 6",48,2788.95400001874,"No",48
"19017",1,3,"(4 + 2) * 9",54,2838.23600000411,"No",54
"19017",1,4,"(23 - 17) / 6",1,2177.40099996942,"No",1
"19017",1,5,"(3 + 9) * 2",24,2078.30600000525,"No",24
"19017",1,6,"(7 - 4) * 8",24,2128.55999998088,"No",24
"19017",1,7,"(4 + 3) * 9",63,1934.21399997003,"No",63
"19017",1,8,"(19 - 4) * 5",75,2110.43099997015,"No",75
"19017",1,9,"(13 + 23) * 2",72,2109.23899997672,"No",72
"19017",1,10,"(5 + 3) / 4",2,2052.79699999403,"No",2
"19017",1,11,"(8 + 8) / 4",4,1635.6269999693,"No",4
"19017",1,12,"(2 + 6) * 5",40,2347.05500000337,"No",40
"19017",1,13,"(21 + 12) / 11",3,2625.96399998636,"No",3
"19017",1,14,"(4 + 4) * 4",32,3034.30499999691,"No",32
"19017",1,15,"(12 - 3) / 3",3,2102.55599996774,"No",3
"19017",1,16,"(11 + 23) * 3",102,3892.90699999384,"No",102
"19017",1,17,"(50 - 23) / 9",3,1686.60299997189,"No",3
"19017",1,18,"(2 + 3) * 4",20,1896.01700002153,"No",20
"19017",1,19,"(4 + 3) * 4",48,2567.32999997702,"No",28
"19017",1,20,"(3 + 3) * 8",48,2630.77299996855,"No",48
"19017",1,21,"(9 - 5) * 4",16,1926.87599997217,"No",16
"19017",1,22,"(45 - 23) / 11",2,2067.06799998932,"No",2
"19017",1,23,"(9 + 3) * 2",24,2497.10599997808,"No",24
"19017",1,24,"(2 + 2) * 2",8,2010.3810000192,"No",8
"19017",1,25,"(3 + 6) / 3",3,3139.69199999224,"No",3
"19016",1,1,"(4 - 3) * 8",8,3923.73799998156,"No",8
"19016",1,2,"(4 + 3) * 9",63,6790.29600003251,"No",63
"19016",1,3,"(2 + 3) * 4",20,2440.69700006495,"No",20
"19016",1,4,"(9 - 3) * 3",18,4474.34300000936,"No",18
"19016",1,5,"(3 + 9) * 2",24,3213.7799999892,"No",24
"19016",1,6,"(11 + 23) * 3",102,17367.5849999902,"No",102
"19016",1,7,"(3 + 3) / 2",3,4264.16300006275,"No",3
"19016",1,8,"(45 - 23) / 11",2,12125.9390000161,"No",2
"19016",1,9,"(2 + 5) * 2",14,3525.65100007007,"No",14
"19016",1,10,"(7 + 2) * 8",NA,1751.91700001134,"No",72
"19015",1,1,"(2 + 2) / 2",2,9061.59099997999,"No",2
"19015",1,2,"(4 + 4) * 4",32,4122.60199999029,"No",32
"19015",1,3,"(45 - 23) / 11",2,8279.75599999726,"No",2
"19015",1,4,"(9 + 3) * 2",24,4301.02100000071,"No",24
"19015",1,5,"(7 + 2) * 8",72,4159.85699999484,"No",72
"19015",1,6,"(12 - 3) / 3",3,3505.94900000183,"No",3
"19015",1,7,"(7 - 4) * 8",24,10942.0059999939,"No",24
"19015",1,8,"(7 + 8) * 3",45,11428.8759999966,"No",45
"19015",1,9,"(6 + 6) / 3",NA,3985.53799999616,"No",4
"19014",1,1,"(7 + 2) * 8",72,10367.6999999202,"No",72
"19014",1,2,"(2 + 2) / 2",2,2777.82299999526,"No",2
"19014",1,3,"(12 - 3) / 3",3,2443.16199993723,"No",3
"19014",1,4,"(7 + 13) / 4",5,3108.73599996819,"No",5
"19014",1,5,"(17 + 23) / 8",5,7517.23999995858,"No",5
"19014",1,6,"(6 + 6) * 6",72,9791.20199991239,"No",72
"19014",1,7,"(4 + 4) * 4",32,6652.80499994944,"No",32
"19014",1,8,"(2 + 3) * 4",20,2078.08399991755,"No",20
"19014",1,9,"(2 + 2) * 16",64,3241.03799994211,"No",64
"19014",1,10,"(7 + 8) * 3",45,3460.26999991431,"No",45
"19014",1,11,"(9 + 3) * 2",24,2175.72399997347,"No",24
"19014",1,12,"(7 - 4) * 8",24,3098.89700000675,"No",24
"19014",1,13,"(4 + 3) * 9",NA,3151.11599996316,"No",63
"19013",1,1,"(7 - 4) * 8",24,10556.3540000056,"No",24
"19013",1,2,"(8 + 8) / 4",4,6744.26899998251,"No",4
"19013",1,3,"(4 - 3) * 8",8,5839.84499999403,"No",8
"19013",1,4,"(4 + 4) * 4",32,10912.5239999823,"No",32
"19013",1,5,"(9 - 3) * 3",18,6718.62899999868,"No",18
"19013",1,6,"(50 - 23) / 9",3,11678.99599999,"No",3
"19013",1,7,"(2 + 2) / 2",2,5068.69599998812,"No",2
"19013",1,8,"(19 + 11) / 5",NA,2368.86199997994,"No",6
"19012",1,1,"(7 + 13) / 4",5,6757.1250000564,"No",5
"19012",1,2,"(45 - 23) / 11",2,5650.88400002377,"No",2
"19012",1,3,"(3 + 6) / 3",3,3651.90400004463,"No",3
"19012",1,4,"(9 - 3) * 3",18,4337.08100004081,"No",18
"19012",1,5,"(9 + 3) * 2",24,3528.92999994464,"No",24
"19012",1,6,"(1 + 7) * 6",48,3823.0890000955,"No",48
"19012",1,7,"(21 - 9) / 4",3.5,10525.0550000981,"No",3
"19012",1,8,"(19 - 4) * 5",75,5921.62099994201,"No",75
"19012",1,9,"(8 + 8) / 4",4,3143.21100009588,"No",4
"19012",1,10,"(4 + 4) * 4",32,3428.40399998921,"No",32
"19012",1,11,"(12 - 3) / 3",3,2822.50000006391,"No",3
"19012",1,12,"(2 + 2) / 2",2,2919.86800015095,"No",2
"19012",1,13,"(21 + 12) / 11",NA,3334.0170000876,"No",3
"19011",1,1,"(19 + 11) / 5",6,19723.2630000006,"No",6
"19011",1,2,"(11 + 23) * 3",102,31374.2470000005,"No",102
"19011",1,3,"(17 + 23) / 8",NA,8864.34999999288,"No",5
"18959",1,1,"(8 + 8) / 4",4,4784.0729999867,"No",4
"18959",1,2,"(21 + 12) / 11",3,4531.54799999308,"No",3
"18959",1,3,"(3 + 9) * 2",24,2202.189000001,"No",24
"18959",1,4,"(4 + 4) * 4",32,5932.47799999767,"No",32
"18959",1,5,"(2 + 3) * 4",20,2522.99799998791,"No",20
"18959",1,6,"(3 + 3) / 2",3,4145.11899999145,"No",3
"18959",1,7,"(4 - 3) * 8",8,2525.00000000081,"No",8
"18959",1,8,"(8 + 3) * 4",44,2678.70099998865,"No",44
"18959",1,9,"(4 + 3) * 9",108,7753.52699999668,"No",63
"18959",1,10,"(17 + 23) / 8",5,4444.83699999203,"No",5
"18959",1,11,"(1 + 7) * 6",48,2664.55599999486,"No",48
"18959",1,12,"(2 + 5) * 2",14,3138.20899999223,"No",14
"18959",1,13,"(5 + 3) / 4",2,1862.26499999966,"No",2
"18959",1,14,"(9 - 5) * 4",16,2163.9589999973,"No",16
"18959",1,15,"(7 + 2) * 8",72,2165.06099999504,"No",72
"18959",1,16,"(3 + 3) * 3",18,3257.76099999691,"No",18
"18959",1,17,"(2 + 6) * 5",40,2109.90799999569,"No",40
"18959",1,18,"(7 + 8) * 3",NA,968.005999995105,"No",45
"19010",1,1,"(23 - 17) / 6",1,4395.40399996239,"No",1
"19010",1,2,"(7 + 2) * 8",81,7840.19399996812,"No",72
"19010",1,3,"(8 + 8) / 4",4,3627.66400001274,"No",4
"19010",1,4,"(4 + 3) * 9",63,6665.96399995856,"No",63
"19010",1,5,"(3 + 3) * 3",18,3633.02599998986,"No",18
"19010",1,6,"(2 + 2) * 2",8,1950.44799997058,"No",8
"19010",1,7,"(1 + 7) * 6",48,5015.71299998369,"No",48
"19010",1,8,"(4 - 3) * 8",8,2876.10999997205,"No",8
"19010",1,9,"(21 - 9) / 4",3,6435.03699997821,"No",3
"19010",1,10,"(2 + 2) * 16",64,10435.4599999777,"No",64
"19010",1,11,"(4 + 2) * 9",54,5633.22999999975,"No",54
"19010",1,12,"(5 + 3) / 4",NA,1333.95899996284,"No",2
"19008",1,1,"(2 + 3) * 4",20,17234.5219999106,"No",20
"19008",1,2,"(45 - 23) / 11",2,16971.2119999441,"No",2
"19008",1,3,"(4 + 3) * 9",63,16757.8919997914,"No",63
"19008",1,4,"(21 + 12) / 11",NA,8921.22999978764,"No",3
"19007",1,1,"(7 - 4) * 8",24,7443,"No",24
"19007",1,2,"(9 - 5) * 4",16,6247,"No",16
"19007",1,3,"(11 + 23) * 3",102,11834,"No",102
"19007",1,4,"(2 + 5) * 2",14,4216,"No",14
"19007",1,5,"(4 + 4) * 4",32,7274,"No",32
"19007",1,6,"(3 + 3) / 2",3,4986,"No",3
"19007",1,7,"(8 + 3) * 4",44,4284,"No",44
"19007",1,8,"(4 + 3) * 4",28,5132,"No",28
"19007",1,9,"(7 + 2) * 8",72,8445,"No",72
"19006",1,1,"(6 + 6) / 3",4,4566.46399999561,"No",4
"19006",1,2,"(3 + 6) / 3",3,3658.64699999982,"No",3
"19006",1,3,"(2 + 2) / 2",2,3647.35699998669,"No",2
"19006",1,4,"(2 + 2) * 2",8,4244.4819999935,"No",8
"19006",1,5,"(6 + 6) * 6",72,18375.4119999939,"No",72
"19006",1,6,"(2 + 2) * 16",64,10028.0969999953,"No",64
"19006",1,7,"(8 + 8) / 4",4,5663.85999999638,"No",4
"19006",1,8,"(19 - 4) * 5",NA,9710.77699999325,"No",75
"19005",1,1,"(3 + 3) / 2",3,5549.25900001076,"No",3
"19005",1,2,"(12 - 3) / 3",3,4575.44299999412,"No",3
"19005",1,3,"(50 - 23) / 9",3,4249.65799997226,"No",3
"19005",1,4,"(11 + 23) * 3",112,16203.806000022,"No",102
"19005",1,5,"(7 + 2) * 8",72,4330.88699999958,"No",72
"19005",1,6,"(4 - 3) * 8",8,2903.95600003394,"No",8
"19005",1,7,"(4 + 3) * 4",28,6258.25100003788,"No",28
"19005",1,8,"(2 + 5) * 2",14,3038.74899999041,"No",14
"19005",1,9,"(3 + 3) * 8",48,4439.68899997382,"No",48
"19005",1,10,"(6 + 6) * 6",72,3382.24199998105,"No",72
"19005",1,11,"(2 + 2) * 16",64,4933.2230000135,"No",64
"19004",1,1,"(3 + 6) / 3",3,4897,"No",3
"19004",1,2,"(21 + 12) / 11",3,10521,"No",3
"19004",1,3,"(7 + 8) * 3",45,6316,"No",45
"19004",1,4,"(2 + 3) * 4",20,13239,"No",20
"19004",1,5,"(9 + 3) * 2",24,4747,"No",24
"19004",1,6,"(3 + 3) / 2",3,6336,"No",3
"19004",1,7,"(2 + 2) * 2",8,3093,"No",8
"19004",1,8,"(7 + 2) * 8",72,5271.00000000003,"No",72
"19004",1,9,"(19 - 4) * 5",NA,6327.00000000003,"No",75
"19003",1,1,"(3 + 3) / 2",3,6566.47599996882,"No",3
"19003",1,2,"(50 - 23) / 9",3,5401.07899999071,"No",3
"19003",1,3,"(9 - 5) * 4",15,6852.52499996114,"No",16
"19003",1,4,"(7 + 8) * 3",45,4074.19900000055,"No",45
"19003",1,5,"(2 + 2) / 2",2,3153.82400003346,"No",2
"19003",1,6,"(21 + 12) / 11",3,3741.53400006276,"No",3
"19003",1,7,"(7 - 4) * 8",24,4487.79400003349,"No",24
"19003",1,8,"(2 + 3) * 4",20,6361.82800000638,"No",20
"19003",1,9,"(3 + 9) * 2",24,4511.5619999874,"No",24
"19003",1,10,"(6 + 6) / 3",4,3406.12099999408,"No",4
"19003",1,11,"(19 + 11) / 5",6,6487.35599996612,"No",6
"19003",1,12,"(2 + 2) * 2",NA,4790.07100003562,"No",8
"19002",1,1,"(9 - 5) * 4",16,4534.25599999999,"No",16
"19002",1,2,"(4 + 2) * 9",54,7095.87100000074,"No",54
"19002",1,3,"(9 + 3) * 2",24,3896.37000000203,"No",24
"19002",1,4,"(13 + 23) * 2",74,5481.09300000005,"No",72
"19002",1,5,"(7 + 2) * 8",72,7728.35100000084,"No",72
"19002",1,6,"(2 + 2) * 2",8,2958.0390000022,"No",8
"19002",1,7,"(3 + 6) / 3",3,2981.55400000192,"No",3
"19002",1,8,"(4 + 3) * 9",63,11462.0610000005,"No",63
"19002",1,9,"(11 + 23) * 3",102,12567.4780000008,"No",102
"19002",1,10,"(3 + 3) * 8",NA,1186.21200000215,"No",48
"19001",1,1,"(7 + 8) * 3",31,27598.626,"No",45
"19001",1,2,"(50 - 23) / 9",3,8643.35600000052,"No",3
"19001",1,3,"(1 + 7) * 6",48,9742.11600000106,"No",48
"19001",1,4,"(19 + 11) / 5",6,10344.068,"No",6
"19001",1,5,"(13 + 23) * 2",NA,3580.70800000167,"No",72
"19000",1,1,"(7 + 2) * 8",72,19176.0990000253,"No",72
"19000",1,2,"(2 + 2) / 2",2,13119.4830000154,"No",2
"19000",1,3,"(19 + 11) / 5",6,14310.2039999928,"No",6
"19000",1,4,"(2 + 6) * 5",40,10024.0689999875,"No",40
"19000",1,5,"(8 + 8) / 4",NA,3317.44700001297,"No",4
"18999",1,1,"(7 - 4) * 8",NA,46.7329999994254,"No",24
"18999",1,2,"(12 - 3) / 3",3,11394.3790000142,"No",3
"18999",1,3,"(3 + 3) * 8",48,12247.3759999983,"No",48
"18999",1,4,"(21 - 9) / 4",NA,64.7989999990095,"No",3
"18999",1,5,"(9 - 3) * 3",NA,36171.7019999955,"No",18
"18998",1,1,"(3 + 3) * 3",18,8982.54000000001,"No",18
"18998",1,2,"(6 + 6) / 3",4,9902.57999999999,"No",4
"18998",1,3,"(6 + 6) * 6",72,21059.82,"No",72
"18998",1,4,"(7 + 13) / 4",10,14989.84,"No",5
"18998",1,5,"(2 + 3) * 4",NA,4652.62,"No",20
"18997",1,1,"(6 + 6) * 6",72,21088.1679999881,"No",72
"18997",1,2,"(3 + 9) * 2",24,3854.78600000468,"No",24
"18997",1,3,"(4 + 3) * 9",63,6988.41199998974,"No",63
"18997",1,4,"(50 - 23) / 9",3,20945.7159999997,"No",3
"18997",1,5,"(8 + 8) / 4",4,3947.83199999656,"No",4
"18997",1,6,"(7 - 4) * 8",NA,3112.05699998041,"No",24
"18996",1,1,"(50 - 23) / 9",3,9273.47500002832,"No",3
"18996",1,2,"(21 + 12) / 11",3,16121.4370000057,"No",3
"18996",1,3,"(4 + 3) * 9",63,6019.50800002209,"No",63
"18996",1,4,"(45 - 23) / 11",2,7334.58299999358,"No",2
"18996",1,5,"(12 - 3) / 3",3,18068.4320000201,"No",3
"18996",1,6,"(13 + 23) * 2",NA,3113.19600004068,"No",72
"18995",1,1,"(3 + 9) * 2",24,10265.8619999993,"No",24
"18995",1,2,"(7 + 13) / 4",5,5774.02600000077,"No",5
"18995",1,3,"(4 + 3) * 4",28,9048.27799999987,"No",28
"18995",1,4,"(5 + 3) / 4",2,2925.25700000091,"No",2
"18995",1,5,"(9 - 5) * 4",4,2791.55300000124,"No",16
"18995",1,6,"(4 + 4) * 4",32,7185.08800000069,"No",32
"18995",1,7,"(4 - 3) * 8",8,2816.05700000015,"No",8
"18995",1,8,"(3 + 3) / 2",3,3199.2179999997,"No",3
"18995",1,9,"(19 - 4) * 5",75,10582.345999999,"No",75
