"id","study_position","color_condition","trial_condition","stimulus_condition","presented_color","test_first","word1","studyRT","resp","use_help","testid","test_color","output_pos1","abs_output_position","testRT","acc","strict_acc","color_intrusions"
"19082",15,"red","process",NA,"blue","red","circus",2122.11000009032,"larger","No",1,"red",2,2,5082.35400003073,1,0,1
"19082",16,"red","process",NA,"blue","red","nanny",1230.28600000465,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19082",17,"red","remember",NA,"red","red","dice",1248.76000003726,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19082",18,"red","remember",NA,"red","red","clown",1911.56800003353,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19082",19,"red","process",NA,"blue","red","buffalo",1656.73599998231,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19082",20,"red","process",NA,"blue","red","goat",986.560000017693,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19082",21,"red","remember",NA,"red","red","boot",5211.02400005588,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19082",22,"red","process",NA,"blue","red","steak",2508.32400007639,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19082",23,"red","remember",NA,"red","red","pumpkin",2838.18200008845,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19082",24,"red","process",NA,"blue","red","doctor",1197.71999999625,"larger","No",1,"red",3,3,1399.55800004659,1,0,1
"19082",25,"red","process",NA,"blue","red","earth",1028.52600000933,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19082",26,"red","process",NA,"blue","red","camera",1709.99200003076,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19082",27,"red","remember",NA,"red","red","lamp",1314.81800001959,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19082",28,"red","remember",NA,"red","red","heart",1180.96200003446,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19082",29,"red","remember",NA,"red","red","butler",6773.43400004285,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19082",30,"red","process",NA,"blue","red","lawn",1733.79600005213,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19081",1,"blue","remember",NA,"blue","blue","garden",4033.3259999998,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19081",2,"blue","process",NA,"red","blue","beach",5013.58999999988,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19081",3,"blue","remember",NA,"blue","blue","badge",4511.81700000001,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19081",4,"blue","process",NA,"red","blue","cookie",2595.49899999978,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19081",5,"blue","remember",NA,"blue","blue","virus",6170.61199999982,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19081",6,"blue","process",NA,"red","blue","dragon",1484.935,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19081",7,"blue","remember",NA,"blue","blue","curtain",4316.14099999995,"larger","No",1,"blue",1,1,5610.12699999998,1,1,0
"19081",8,"blue","remember",NA,"blue","blue","priest",2275.19499999975,"larger","No",2,"red",2,5,19292.585,1,0,1
"19081",9,"blue","remember",NA,"blue","blue","library",2620.00099999976,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19081",10,"blue","process",NA,"red","blue","penny",2195.82999999978,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19081",11,"blue","remember",NA,"blue","blue","satellite",1285.16999999963,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19081",12,"blue","remember",NA,"blue","blue","concert",2097.82499999975,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19081",13,"blue","remember",NA,"blue","blue","lawn",1518.78799999988,"larger","No",2,"red",1,4,6501.66099999985,1,0,1
"19081",14,"blue","remember",NA,"blue","blue","tooth",1335.67599999998,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19081",15,"blue","process",NA,"red","blue","eagle",1668.63299999989,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19081",16,"blue","remember",NA,"blue","blue","nail",1799.07399999988,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19081",17,"blue","remember",NA,"blue","blue","elephant",1287.9589999996,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19081",18,"blue","process",NA,"red","blue","banana",2604.34399999984,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19081",19,"blue","process",NA,"red","blue","universe",1256.12600000002,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19081",20,"blue","process",NA,"red","blue","ranch",2729.36799999987,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19081",21,"blue","remember",NA,"blue","blue","cloud",6605.49400000001,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19081",22,"blue","process",NA,"red","blue","pipe",4006.77800000002,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19081",23,"blue","process",NA,"red","blue","worm",1113.51899999977,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19081",24,"blue","remember",NA,"blue","blue","bush",2505.18699999998,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19081",25,"blue","process",NA,"red","blue","goose",1934.96100000001,"larger","No",1,"blue",2,2,13414.7340000001,1,0,1
"19081",26,"blue","process",NA,"red","blue","shark",1282.39099999983,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19081",27,"blue","process",NA,"red","blue","crown",1491.14099999977,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19081",28,"blue","process",NA,"red","blue","robin",2005.23499999969,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19081",29,"blue","remember",NA,"blue","blue","couch",1742.9329999999,"larger","No",1,"blue",3,3,10935.5669999997,1,1,0
"19081",30,"blue","process",NA,"red","blue","brick",773.188999999897,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19079",1,"blue","remember",NA,"blue","blue","whale",975.936000000162,"larger","No",1,"blue",2,2,5879.4160000002,1,1,0
"19079",2,"blue","process",NA,"red","blue","tooth",1624.87000000008,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19079",3,"blue","process",NA,"red","blue","piano",2287.55500000018,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19079",4,"blue","remember",NA,"blue","blue","frog",1983.14800000013,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19079",5,"blue","remember",NA,"blue","blue","dice",1178.27500000011,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19079",6,"blue","remember",NA,"blue","blue","spider",1229.02900000001,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19079",7,"blue","remember",NA,"blue","blue","beach",1329.0150000001,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19079",8,"blue","remember",NA,"blue","blue","newspaper",1756.62400000016,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19079",9,"blue","process",NA,"red","blue","burger",1261.23200000006,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19079",10,"blue","process",NA,"red","blue","planet",1695.31000000008,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19079",11,"blue","process",NA,"red","blue","barrel",1467.8260000002,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19079",12,"blue","remember",NA,"blue","blue","jeep",1182.53100000015,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19079",13,"blue","remember",NA,"blue","blue","church",1817.74100000013,"larger","No",1,"blue",1,1,3670.02700000012,1,1,0
"19079",14,"blue","remember",NA,"blue","blue","cocktail",1509.99900000001,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19079",15,"blue","remember",NA,"blue","blue","bedroom",920.010000000097,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19079",16,"blue","remember",NA,"blue","blue","library",1331.77800000014,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19079",17,"blue","process",NA,"red","blue","ocean",941.191000000166,"larger","No",1,"blue",5,5,5987.15800000005,1,0,1
"19079",18,"blue","remember",NA,"blue","blue","belt",1945.95800000004,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19079",19,"blue","remember",NA,"blue","blue","bible",1824.06400000019,"smaller","No",1,"blue",3,3,2450.84900000005,1,1,0
"19079",20,"blue","process",NA,"red","blue","soldier",1707.56000000011,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19079",21,"blue","process",NA,"red","blue","potato",1726.83100000003,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19079",22,"blue","process",NA,"red","blue","tower",1500.30800000008,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19079",23,"blue","process",NA,"red","blue","robin",955.845000000118,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19079",24,"blue","process",NA,"red","blue","tunnel",1241.12300000011,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19079",25,"blue","remember",NA,"blue","blue","needle",1837.55500000005,"smaller","No",2,"red",1,7,11657.5370000002,1,0,1
"19079",26,"blue","process",NA,"red","blue","wallet",1857.50100000019,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19079",27,"blue","process",NA,"red","blue","camera",1217.85600000003,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19079",28,"blue","process",NA,"red","blue","tiger",1265.76799999998,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19079",29,"blue","process",NA,"red","blue","knee",1359.36400000021,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19079",30,"blue","remember",NA,"blue","blue","pizza",1891.49400000001,"smaller","No",2,"red",2,8,15273.4640000002,1,0,1
"19078",1,"blue","process",NA,"red","red","pillow",1878.20199999967,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19078",2,"blue","process",NA,"red","red","worm",2772.73200000447,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19078",3,"blue","remember",NA,"blue","red","bacon",2213.10100000026,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19078",4,"blue","process",NA,"red","red","market",2389.38100000085,"larger","No",1,"red",3,3,1912.82000000344,1,1,0
"19078",5,"blue","process",NA,"red","red","chair",1500.54700000172,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19078",6,"blue","process",NA,"red","red","shark",2077.16400000334,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19078",7,"blue","process",NA,"red","red","satellite",1343.07500000452,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19078",8,"blue","remember",NA,"blue","red","fruit",1932.45299999921,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19078",9,"blue","process",NA,"red","red","basket",1143.77100000353,"larger","No",1,"red",4,4,1686.65099999995,1,1,0
"19078",10,"blue","remember",NA,"blue","red","guitar",2426.61600000226,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19078",11,"blue","remember",NA,"blue","red","banana",1046.14200000511,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19078",12,"blue","process",NA,"red","red","pipe",3165.97699999971,"larger","No",1,"red",5,5,8974.61400000396,1,1,0
"19078",13,"blue","process",NA,"red","red","carpet",3628.65300000228,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19078",14,"blue","remember",NA,"blue","red","forest",1190.78700000196,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19078",15,"blue","remember",NA,"blue","red","elephant",881.535000003118,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19078",16,"blue","process",NA,"red","red","bike",985.975999999704,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19078",17,"blue","remember",NA,"blue","red","bowl",785.401999999973,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19078",18,"blue","remember",NA,"blue","red","skull",2840.41600000244,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19078",19,"blue","process",NA,"red","red","ocean",917.850000005303,"larger","No",1,"red",2,2,7256.62700000382,1,1,0
"19078",20,"blue","remember",NA,"blue","red","house",990.13700000153,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19078",21,"blue","remember",NA,"blue","red","ranch",1111.34399999914,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19078",22,"blue","process",NA,"red","red","lemon",1055.03200000577,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19078",23,"blue","process",NA,"red","red","jungle",778.566000000515,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19078",24,"blue","remember",NA,"blue","red","bucket",1738.57000000574,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19078",25,"blue","remember",NA,"blue","red","badge",2008.22600000029,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19078",26,"blue","process",NA,"red","red","tank",1028.26100000413,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19078",27,"blue","remember",NA,"blue","red","flower",948.744000005536,"larger","No",2,"blue",2,8,12886.4510000037,1,1,0
"19078",28,"blue","remember",NA,"blue","red","towel",825.853000004485,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19078",29,"blue","remember",NA,"blue","red","dessert",793.48200000319,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19078",30,"blue","process",NA,"red","red","earth",765.396000002191,"larger","No",1,"red",1,1,4714.80800000246,1,1,0
"19073",1,"red","process",NA,"blue","blue","tank",1995.49500003105,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19073",2,"red","process",NA,"blue","blue","bowl",1738.02400000862,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19073",3,"red","process",NA,"blue","blue","earth",1472.59599999907,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19073",4,"red","process",NA,"blue","blue","cage",1202.45100003407,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19073",5,"red","remember",NA,"red","blue","whistle",1124.60200003034,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19073",6,"red","remember",NA,"red","blue","school",1143.2670000199,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19073",7,"red","remember",NA,"red","blue","knee",1419.37199999182,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19073",8,"red","process",NA,"blue","blue","peanut",1385.34999999584,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19073",9,"red","remember",NA,"red","blue","butler",1259.79499999328,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19073",10,"red","remember",NA,"red","blue","pilot",1195.78000003406,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19073",11,"red","process",NA,"blue","blue","flower",842.507000034297,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19073",12,"red","process",NA,"blue","blue","factory",1730.12899999098,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19073",13,"red","process",NA,"blue","blue","finger",1507.89900002838,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19073",14,"red","remember",NA,"red","blue","opera",1019.40699999651,"larger","No",2,"red",3,7,1333.9740000217,1,1,0
"19073",15,"red","remember",NA,"red","blue","cigar",722.369000041916,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19073",16,"red","process",NA,"blue","blue","pill",1221.01499999332,"smaller","No",1,"blue",2,2,4064.36900001171,1,1,0
"19073",17,"red","remember",NA,"red","blue","empire",1671.15000003739,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19073",18,"red","remember",NA,"red","blue","cocktail",1583.27200004234,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19073",19,"red","remember",NA,"red","blue","concert",985.985000022367,"larger","No",2,"red",2,6,2107.37100003904,1,1,0
"19073",20,"red","process",NA,"blue","blue","wallet",1303.44400000415,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19073",21,"red","remember",NA,"red","blue","train",901.41899999982,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19073",22,"red","remember",NA,"red","blue","harbor",1506.5140000298,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19073",23,"red","process",NA,"blue","blue","house",878.007000044367,"larger","No",1,"blue",1,1,1920.05499999679,1,1,0
"19073",24,"red","remember",NA,"red","blue","lion",1024.63799999713,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19073",25,"red","process",NA,"blue","blue","priest",1091.37599999228,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19073",26,"red","process",NA,"blue","blue","curtain",1045.52900004157,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19073",27,"red","process",NA,"blue","blue","fort",867.100000029983,"larger","No",2,"red",1,5,1976.36900000158,1,0,1
"19073",28,"red","remember",NA,"red","blue","camera",1124.23800002431,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19073",29,"red","remember",NA,"red","blue","underwear",1070.8240000298,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19073",30,"red","process",NA,"blue","blue","rabbit",2079.46299999609,"larger","No",1,"blue",3,3,10241.1360000417,1,1,0
"19074",1,"blue","remember",NA,"blue","blue","dessert",1521.12,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19074",2,"blue","remember",NA,"blue","blue","pillow",1650.10000000001,"larger","No",1,"blue",5,5,4249.78000000003,1,1,0
"19074",3,"blue","process",NA,"red","blue","peanut",2091.86,"smaller","No",2,"red",1,8,6633.85999999999,1,1,0
"19074",4,"blue","remember",NA,"blue","blue","eagle",1552.03999999999,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19074",5,"blue","remember",NA,"blue","blue","clinic",1129.34,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19074",6,"blue","process",NA,"red","blue","forest",1969.06,"larger","No",2,"red",3,10,7635.21999999997,1,1,0
"19074",7,"blue","remember",NA,"blue","blue","devil",1939.86,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19074",8,"blue","remember",NA,"blue","blue","tank",1244.03999999999,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19074",9,"blue","remember",NA,"blue","blue","bedroom",1716.08,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19074",10,"blue","process",NA,"red","blue","fort",1968.42,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19074",11,"blue","process",NA,"red","blue","belt",3189.98,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19074",12,"blue","remember",NA,"blue","blue","pearl",1405.82000000001,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19074",13,"blue","process",NA,"red","blue","child",1654.36,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19074",14,"blue","process",NA,"red","blue","lion",1461.82000000001,"larger","No",2,"red",2,9,3704.15999999997,1,1,0
"19074",15,"blue","remember",NA,"blue","blue","priest",1108.32000000001,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19074",16,"blue","remember",NA,"blue","blue","finger",1579.70000000001,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19074",17,"blue","remember",NA,"blue","blue","pumpkin",937.760000000009,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19074",18,"blue","remember",NA,"blue","blue","tent",799.600000000006,"larger","No",1,"blue",1,1,3919.29999999999,1,1,0
"19074",19,"blue","remember",NA,"blue","blue","bowl",1147.62,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19074",20,"blue","process",NA,"red","blue","camera",989.679999999993,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19074",21,"blue","process",NA,"red","blue","crown",2598.16,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19074",22,"blue","process",NA,"red","blue","turtle",1226.28,"larger","No",1,"blue",6,6,5202.21999999997,1,0,1
"19074",23,"blue","process",NA,"red","blue","valley",1721.04000000001,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19074",24,"blue","process",NA,"red","blue","spider",1157.29999999999,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19074",25,"blue","process",NA,"red","blue","tire",1699.45999999999,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19074",26,"blue","remember",NA,"blue","blue","skull",2643.26000000001,"smaller","No",1,"blue",3,3,2691.03999999998,1,1,0
"19074",27,"blue","remember",NA,"blue","blue","house",2514.22,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19074",28,"blue","process",NA,"red","blue","goose",821.339999999997,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19074",29,"blue","process",NA,"red","blue","couch",1076.42000000001,"larger","No",1,"blue",4,4,7087.91999999998,1,0,1
"19074",30,"blue","process",NA,"red","blue","shark",1040.22,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19072",1,"red","remember",NA,"red","all","dog",2415.97299999777,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19072",2,"red","process",NA,"blue","all","cabin",2749.35099999559,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19072",3,"red","remember",NA,"red","all","train",1224.47099999929,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19072",4,"red","process",NA,"blue","all","lawn",2715.51899999756,"larger","No",1,"all",2,2,2555.32300000137,1,1,0
"19072",5,"red","remember",NA,"red","all","underwear",3582.38600000163,"smaller","No",1,"all",9,9,7222.33999999933,1,1,0
"19072",6,"red","remember",NA,"red","all","elephant",1086.93599999929,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19072",7,"red","process",NA,"blue","all","earth",1696.69699999702,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19072",8,"red","remember",NA,"red","all","burger",3002.79999999917,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19072",9,"red","remember",NA,"red","all","jungle",1656.30400000041,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19072",10,"red","process",NA,"blue","all","whale",2462.92499999836,"larger","No",1,"all",1,1,2796.60100000148,1,1,0
"19072",11,"red","remember",NA,"red","all","nanny",1399.8559999986,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19072",12,"red","remember",NA,"red","all","heart",1798.66499999608,"smaller","No",1,"all",11,11,14811.7560000008,1,1,0
"19072",13,"red","process",NA,"blue","all","whistle",2714.71799999839,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19072",14,"red","process",NA,"blue","all","shotgun",1067.82100000011,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19072",15,"red","process",NA,"blue","all","steak",3934.35299999634,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19072",16,"red","process",NA,"blue","all","surgeon",1582.26699999487,"larger","No",1,"all",4,4,1700.15999999642,1,1,0
"19072",17,"red","remember",NA,"red","all","island",927.344999998779,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19072",18,"red","process",NA,"blue","all","rabbit",1088.0100000003,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19072",19,"red","remember",NA,"red","all","penny",1373.63999999972,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19072",20,"red","process",NA,"blue","all","string",3751.32799999963,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19072",21,"red","process",NA,"blue","all","concert",1434.80400000035,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19072",22,"red","remember",NA,"red","all","circus",4218.89199999487,"larger","No",1,"all",6,6,4663.84599999781,1,1,0
"19072",23,"red","process",NA,"blue","all","needle",3017.95199999673,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19072",24,"red","process",NA,"blue","all","guitar",1326.14599999873,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19072",25,"red","process",NA,"blue","all","glove",2122.48599999826,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19072",26,"red","process",NA,"blue","all","garden",2256.34900000144,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19072",27,"red","remember",NA,"red","all","horse",1191.17499999562,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19072",28,"red","remember",NA,"red","all","jewelry",2624.45099999913,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19072",29,"red","remember",NA,"red","all","wrist",2301.86299999899,"smaller","No",1,"all",5,5,3319.10199999838,1,1,0
"19072",30,"red","remember",NA,"red","all","lion",2221.10299999962,"larger","No",1,"all",3,3,2144.6929999959,1,1,0
"19071",1,"red","process",NA,"blue","blue","waiter",3409.38300000057,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19071",2,"red","process",NA,"blue","blue","newspaper",1908.98200000047,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19071",3,"red","process",NA,"blue","blue","school",1524.81300000034,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19071",4,"red","remember",NA,"red","blue","taxi",3515.75400000048,"smaller","No",2,"red",1,2,6882.11200000031,1,1,0
"19071",5,"red","remember",NA,"red","blue","barrel",1227.39099999995,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19071",6,"red","process",NA,"blue","blue","nest",2254.51299999986,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19071",7,"red","process",NA,"blue","blue","railroad",13344.9230000004,"larger","No",1,"blue",1,1,29987.0150000004,1,1,0
"19071",8,"red","remember",NA,"red","blue","couch",2038.5740000004,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19071",9,"red","process",NA,"blue","blue","chicken",3417.64799999993,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19071",10,"red","process",NA,"blue","blue","cookie",1045.32800000013,"smaller","No",2,"red",4,5,10949.0059999999,1,0,1
"19071",11,"red","process",NA,"blue","blue","bike",1063.71900000033,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19071",12,"red","process",NA,"blue","blue","boot",1553.49100000062,"smaller","No",2,"red",5,6,1828.93200000073,1,0,1
"19071",13,"red","remember",NA,"red","blue","cherry",1007.89600000053,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19071",14,"red","process",NA,"blue","blue","underwear",1483.73699999999,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19071",15,"red","remember",NA,"red","blue","purse",1484.73800000039,"larger","No",2,"red",3,4,1872.44600000035,1,1,0
"19071",16,"red","remember",NA,"red","blue","wallet",1269.88400000037,"smaller","No",2,"red",2,3,4492.19700000063,1,1,0
"19071",17,"red","process",NA,"blue","blue","camera",1047.61400000064,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19071",18,"red","remember",NA,"red","blue","pizza",2282.33600000039,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19071",19,"red","remember",NA,"red","blue","satellite",1171.11900000062,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19071",20,"red","remember",NA,"red","blue","penny",1064.92599999977,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19071",21,"red","process",NA,"blue","blue","nail",890.670000000013,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19071",22,"red","remember",NA,"red","blue","ranch",2467.05400000059,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19071",23,"red","process",NA,"blue","blue","priest",1260.53,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19071",24,"red","remember",NA,"red","blue","lemon",887.517000000313,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19071",25,"red","remember",NA,"red","blue","tunnel",2520.39500000066,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19071",26,"red","remember",NA,"red","blue","mouse",2847.97700000001,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19071",27,"red","process",NA,"blue","blue","nanny",1010.27400000053,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19071",28,"red","process",NA,"blue","blue","potato",774.209999999759,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19071",29,"red","remember",NA,"red","blue","cage",1299.69200000036,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19071",30,"red","remember",NA,"red","blue","sheep",1964.33399999997,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19070",1,"blue","remember",NA,"blue","red","purse",3642,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19070",2,"blue","process",NA,"red","red","tower",2583,"larger","No",1,"red",2,2,1080,1,1,0
"19070",3,"blue","process",NA,"red","red","doctor",1872,"larger","No",1,"red",1,1,4921,1,1,0
"19070",4,"blue","remember",NA,"blue","red","chair",2534,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19070",5,"blue","process",NA,"red","red","steak",3569,"smaller","No",NA,NA,NA,NA,NA,0,0,0
