"id","listid","study_position","word1","studyRT","resp"
17638,3,15,"cabin",2026,"larger"
17638,3,16,"cage",3214,"larger"
17638,3,17,"bowl",1408,"smaller"
17638,3,18,"carpet",4453,"larger"
17638,3,19,"ocean",1876,"larger"
17638,3,20,"wallet",1009,"smaller"
17638,3,21,"soldier",1505,"larger"
17638,3,22,"elevator",4083,"larger"
17638,3,23,"pearl",955,"smaller"
17638,3,24,"school",2513,"larger"
17638,3,25,"clinic",2614,"larger"
17638,3,26,"robot",1539,"larger"
17638,3,27,"cherry",891,"smaller"
17638,3,28,"pillow",1092,"smaller"
17638,3,29,"tower",1542.00000000012,"larger"
17638,3,30,"bush",2527,"larger"
17650,1,1,"universe",2335.51299982634,"larger"
17650,1,2,"chicken",8683.27599996829,"smaller"
17650,1,3,"string",5393.20099989825,"smaller"
17650,1,4,"sheep",3728.81299988565,"larger"
17650,1,5,"monkey",1883.12999997893,"larger"
17650,1,6,"guitar",3216.01299991121,"larger"
17650,1,7,"devil",4557.74599996512,"larger"
17650,1,8,"orange",1800.20900001016,"smaller"
17650,1,9,"cabin",5055.1869998097,"larger"
17650,1,10,"opera",8026.76299989317,"larger"
17650,1,11,"liver",8030.18099996343,"smaller"
17650,1,12,"bush",4631.65900000988,"larger"
17650,1,13,"knee",3087.29300003743,"smaller"
17650,1,14,"pill",2746.30999992462,"smaller"
17650,1,15,"tire",2861.13399984164,"larger"
17650,1,16,"cage",6905.46699999436,"larger"
17650,1,17,"shotgun",4466.36399991205,"larger"
17650,1,18,"shark",1493.07399986079,"larger"
17650,1,19,"planet",1771.5189999718,"larger"
17650,1,20,"priest",1355.93899985927,"larger"
17650,1,21,"surgeon",1263.85699990334,"larger"
17650,1,22,"earth",3278.02699994971,"larger"
17650,1,23,"cocktail",3162.08499982511,"larger"
17650,1,24,"lawyer",1004.12299981923,"larger"
17650,1,25,"tunnel",1500.38099999924,"larger"
17650,1,26,"coast",2786.02499990445,"larger"
17650,1,27,"railroad",1434.04900000978,"larger"
17650,1,28,"peanut",1185.7070000153,"smaller"
17650,1,29,"empire",1458.88599991926,"larger"
17650,1,30,"forest",2489.43200003915,"larger"
17650,2,1,"clinic",9571.73399980937,"larger"
17650,2,2,"tower",1256.10800000874,"larger"
17650,2,3,"dice",1702.03399983025,"smaller"
17650,2,4,"tent",2212.20599982166,"larger"
17650,2,5,"bible",2771.41499994311,"smaller"
17650,2,6,"ocean",2357.56899991969,"larger"
17650,2,7,"palace",1942.22199987248,"larger"
17650,2,8,"horn",3296.40299988887,"larger"
17650,2,9,"boot",4045.28799984709,"smaller"
17650,2,10,"cherry",2074.79699980968,"smaller"
17650,2,11,"satellite",3288.0929998823,"larger"
17650,2,12,"tooth",2795.5919999422,"smaller"
17650,2,13,"mouse",2443.2760000315,"smaller"
17650,2,14,"toast",4218.09700000996,"smaller"
17650,2,15,"glove",8623.59199991717,"smaller"
17650,2,16,"train",3953.80200003809,"larger"
17650,2,17,"pearl",6355.47399995173,"smaller"
17650,2,18,"cigar",19481.6339999925,"smaller"
17650,2,19,"potato",1224.02500002808,"smaller"
17650,2,20,"whistle",1240.29800001299,"smaller"
17650,2,21,"penny",1792.76499985531,"smaller"
17650,2,22,"passport",1233.84799995529,"smaller"
17650,2,23,"bone",5784.72399983136,"smaller"
17650,2,24,"pizza",1831.17200000328,"larger"
17650,2,25,"finger",1494.59399994602,"smaller"
17650,2,26,"jeep",3532.70599995786,"larger"
17650,2,27,"dog",3238.92099983827,"larger"
17650,2,28,"fort",1901.6159999629,"larger"
17650,2,29,"castle",1041.21000002744,"larger"
17650,2,30,"wolf",4289.32499997411,"larger"
17650,3,1,"curtain",2040.06599993422,"larger"
17650,3,2,"eagle",1871.2019999933,"larger"
17650,3,3,"church",1956.07699988736,"larger"
17650,3,4,"robin",4894.59599981364,"smaller"
17650,3,5,"butler",3168.97999990941,"larger"
17650,3,6,"flower",3633.24199998588,"smaller"
17650,3,7,"lawn",3639.76299998956,"larger"
17650,3,8,"beach",2381.11099982192,"larger"
17650,3,9,"school",1086.26199991978,"larger"
17650,3,10,"banana",3492.92199994228,"smaller"
17650,3,11,"knife",5399.67299988726,"larger"
17650,3,12,"elephant",20870.1569998709,"larger"
17650,3,13,"chin",2132.41599994316,"smaller"
17650,3,14,"soda",2726.20499989204,"smaller"
17650,3,15,"bread",9835.60300001316,"smaller"
17650,3,16,"dentist",1211.75799996895,"larger"
17650,3,17,"highway",3244.41799995094,"larger"
17650,3,18,"soldier",1369.51099987281,"larger"
17650,3,19,"valley",1013.11399989016,"larger"
17650,3,20,"pilot",2477.8189999545,"larger"
17650,3,21,"wrist",10569.8649998356,"smaller"
17650,3,22,"concert",1333.2059998489,"larger"
17650,3,23,"pipe",4530.6379998161,"smaller"
17650,3,24,"nanny",5618.50300000771,"larger"
17650,3,25,"lion",2606.74999985332,"larger"
17650,3,26,"pistol",1632.41499993019,"smaller"
17650,3,27,"child",5606.31399998837,"larger"
17650,3,28,"harbor",1010.69699990959,"larger"
17650,3,29,"basket",3371.94199983124,"larger"
17650,3,30,"taxi",4829.1600000374,"larger"
17651,1,1,"bone",2877.23400000656,"smaller"
17651,1,2,"chicken",2914.03400000824,"smaller"
17651,1,3,"waiter",6098.02400001323,"larger"
17651,1,4,"house",2584.15400000346,"larger"
17651,1,5,"brick",2286.79400000663,"smaller"
17651,1,6,"nest",5115.63400000858,"smaller"
17651,1,7,"market",4647.7490000031,"larger"
17651,1,8,"clinic",2557.00900000345,"larger"
17651,1,9,"priest",5303.63900001219,"larger"
17651,1,10,"basement",3742.98900001275,"larger"
17651,1,11,"library",3229.40900001384,"larger"
17651,1,12,"castle",30335.7540000067,"larger"
17651,1,13,"apple",5277.23900000972,"smaller"
17651,1,14,"dessert",4857.57900001016,"smaller"
17651,1,15,"fort",4278.60900000785,"larger"
17651,1,16,"island",7689.14400001056,"larger"
17651,1,17,"school",6464.09900001134,"larger"
17651,1,18,"elevator",3789.764000008,"larger"
17651,1,19,"buffalo",3126.8390000111,"larger"
17651,1,20,"chin",3880.01400000183,"smaller"
17651,1,21,"earth",2971.39399999985,"larger"
17651,1,22,"empire",3009.6890000056,"larger"
17651,1,23,"dice",3301.22400000226,"smaller"
17651,1,24,"tunnel",3903.64400001243,"larger"
17651,1,25,"ranch",4657.819000007,"larger"
17651,1,26,"tent",5512.64400000917,"larger"
17651,1,27,"dragon",3963.66900001129,"larger"
17651,1,28,"piano",3208.65400000883,"larger"
17651,1,29,"bride",4919.28900000465,"larger"
17651,1,30,"cage",7000.05400001071,"larger"
17651,2,1,"whale",10016.089000004,"larger"
17651,2,2,"worm",2692.2490000067,"smaller"
17651,2,3,"lemon",10946.1290000106,"smaller"
17651,2,4,"cigar",6514.06400000968,"smaller"
17651,2,5,"sheep",2827.09900000889,"larger"
17651,2,6,"horse",6361.62900001334,"larger"
17651,2,7,"needle",5458.41400000034,"smaller"
17651,2,8,"eagle",8685.2590000123,"larger"
17651,2,9,"doctor",3320.00900000974,"larger"
17651,2,10,"tank",5747.62900001195,"larger"
17651,2,11,"nanny",5377.65900001221,"larger"
17651,2,12,"train",4832.07900000678,"larger"
17651,2,13,"knife",4552.18900000153,"smaller"
17651,2,14,"wrist",5277.20900001412,"smaller"
17651,2,15,"jeep",3236.10400000296,"larger"
17651,2,16,"jewelry",5559.33400001202,"smaller"
17651,2,17,"whistle",4124.29900000978,"smaller"
17651,2,18,"statue",4170.38400000427,"larger"
17651,2,19,"pizza",3052.52900000021,"smaller"
17651,2,20,"basket",10728.7290000019,"larger"
17651,2,21,"church",4654.48400000576,"larger"
17651,2,22,"potato",3261.50400000159,"smaller"
17651,2,23,"glove",8154.60400000273,"smaller"
17651,2,24,"spider",5563.49900000321,"smaller"
17651,2,25,"rabbit",20426.2590000068,"smaller"
17651,2,26,"heart",8782.8040000092,"smaller"
17651,2,27,"tooth",4976.40900000231,"smaller"
17651,2,28,"lamp",5573.68400000967,"larger"
17651,2,29,"lion",6993.68400000792,"larger"
17651,2,30,"diamond",4919.93900000642,"smaller"
17651,3,1,"airplane",11867.1090000059,"larger"
17651,3,2,"bacon",2172.0390000043,"smaller"
17651,3,3,"pearl",3893.6390000087,"smaller"
17651,3,4,"tower",3050.86900000577,"larger"
17651,3,5,"opera",3157.19900000084,"larger"
17651,3,6,"costume",4088.4290000028,"larger"
17651,3,7,"skull",5391.44900000945,"smaller"
17651,3,8,"goat",3391.65900000778,"larger"
17651,3,9,"dentist",3152.68900000199,"larger"
17651,3,10,"branch",6611.14900001092,"larger"
17651,3,11,"fruit",5560.32400001248,"smaller"
17651,3,12,"chair",3357.7640000073,"larger"
17651,3,13,"guitar",3590.15400001197,"larger"
17651,3,14,"frog",4262.12900000217,"smaller"
17651,3,15,"cookie",2729.32400000689,"smaller"
17651,3,16,"taxi",2924.22900000354,"larger"
17651,3,17,"curtain",3529.98900000937,"larger"
17651,3,18,"coast",5229.23899999983,"larger"
17651,3,19,"sweater",6990.39400000009,"larger"
17651,3,20,"tire",3482.16900000232,"larger"
17651,3,21,"bridge",5095.27900000801,"larger"
17651,3,22,"sandwich",2134.30400001351,"smaller"
17651,3,23,"virus",3425.57400000049,"smaller"
17651,3,24,"casino",3150.62900000322,"larger"
17651,3,25,"lawyer",2594.13900000043,"larger"
17651,3,26,"boot",11190.6940000115,"smaller"
17651,3,27,"butler",2370.29900000896,"larger"
17651,3,28,"cabin",2949.00400000159,"larger"
17651,3,29,"finger",2809.06400000793,"smaller"
17651,3,30,"bible",6146.93900000537,"smaller"
17657,1,1,"whistle",4681.96000000001,"smaller"
17657,1,2,"skull",10080.12,"smaller"
17657,1,3,"doctor",1720.5,"larger"
17657,1,4,"elephant",1790.7,"larger"
17657,1,5,"towel",1771.73999999999,"larger"
17657,1,6,"casino",1800.34,"larger"
17657,1,7,"lawyer",3561.67999999999,"larger"
17657,1,8,"bucket",1982.14000000001,"larger"
17657,1,9,"penny",2818.82000000001,"smaller"
17657,1,10,"earth",1385.62,"larger"
17657,1,11,"toast",2914.28,"smaller"
17657,1,12,"cave",2811.88,"larger"
17657,1,13,"couch",1315.73999999999,"larger"
17657,1,14,"pipe",5701.17999999999,"larger"
17657,1,15,"lemon",3833.82000000001,"smaller"
17657,1,16,"shark",2229.76000000001,"larger"
17657,1,17,"basket",3901.57999999999,"larger"
17657,1,18,"bride",1730.35999999999,"larger"
17657,1,19,"universe",2144.51999999999,"larger"
17657,1,20,"sandwich",6110.85999999999,"smaller"
17657,1,21,"child",1672.16,"larger"
17657,1,22,"whale",2754.57999999999,"larger"
17657,1,23,"stairs",1638,"larger"
17657,1,24,"burger",2705.70000000001,"smaller"
17657,1,25,"bowl",2677.66,"smaller"
17657,1,26,"ranch",2143.56,"larger"
17657,1,27,"diamond",1454.84000000003,"smaller"
17657,1,28,"frog",1353.26000000001,"smaller"
17657,1,29,"opera",1407.82000000001,"larger"
17657,1,30,"string",1536.52000000002,"smaller"
17657,2,1,"cage",5176.41999999998,"larger"
17657,2,2,"pistol",2310.46000000002,"smaller"
17657,2,3,"cocktail",6204.38,"smaller"
17657,2,4,"boot",4088.53999999998,"smaller"
17657,2,5,"chicken",2109.34000000003,"larger"
17657,2,6,"tent",1211.17999999999,"larger"
17657,2,7,"phone",1251.17999999999,"smaller"
17657,2,8,"garden",1006.88,"larger"
17657,2,9,"pumpkin",2104.5,"larger"
17657,2,10,"taxi",1371.06,"larger"
17657,2,11,"virus",2360.96000000002,"smaller"
17657,2,12,"forest",1167.29999999999,"larger"
17657,2,13,"nest",4185.90000000002,"larger"
17657,2,14,"branch",2590.78000000003,"smaller"
17657,2,15,"cigar",2029.88,"smaller"
17657,2,16,"chin",5426.64000000001,"smaller"
17657,2,17,"tunnel",4872.08000000002,"larger"
17657,2,18,"goat",3829.94,"larger"
17657,2,19,"horn",3639.52000000002,"smaller"
17657,2,20,"purse",3007.82000000001,"smaller"
17657,2,21,"basement",1359.96000000002,"larger"
17657,2,22,"statue",1905.26000000001,"larger"
17657,2,23,"curtain",1058.41999999998,"larger"
17657,2,24,"underwear",1403.09999999998,"smaller"
17657,2,25,"table",1791.06,"larger"
17657,2,26,"potato",1247.76000000001,"smaller"
17657,2,27,"fort",1058.17999999999,"larger"
17657,2,28,"cookie",1099.18000000005,"smaller"
17657,2,29,"piano",1106.92000000004,"larger"
17657,2,30,"dentist",637.359999999986,"larger"
17657,3,1,"jeep",2595.90000000002,"larger"
17657,3,2,"dessert",1199.69999999995,"smaller"
17657,3,3,"belt",2668.97999999998,"larger"
17657,3,4,"cabin",1690.26000000001,"larger"
17657,3,5,"robin",1349.04000000004,"smaller"
17657,3,6,"house",1512.57999999996,"larger"
17657,3,7,"harbor",1252.12,"larger"
17657,3,8,"castle",1421.45999999996,"larger"
17657,3,9,"crown",1455.47999999998,"smaller"
17657,3,10,"blanket",925.219999999972,"larger"
17657,3,11,"lawn",904.060000000056,"larger"
17657,3,12,"pill",953.780000000028,"smaller"
17657,3,13,"tiger",1251.62,"larger"
17657,3,14,"turtle",1101.33999999997,"larger"
17657,3,15,"jungle",1053.80000000005,"smaller"
17657,3,16,"sheep",1484.81999999995,"larger"
17657,3,17,"lamp",3500.23999999999,"larger"
17657,3,18,"bread",2853.97999999998,"larger"
17657,3,19,"apple",1613.16000000003,"smaller"
17657,3,20,"pearl",1861.23999999999,"smaller"
17657,3,21,"church",1189.33999999997,"larger"
17657,3,22,"wrist",1418.59999999998,"smaller"
17657,3,23,"flower",686.599999999977,"smaller"
17657,3,24,"lion",946.020000000019,"larger"
17657,3,25,"wallet",1291.5,"smaller"
17657,3,26,"coast",966.900000000023,"larger"
17657,3,27,"waiter",1646.42000000004,"larger"
17657,3,28,"bone",799.819999999949,"smaller"
17657,3,29,"school",778.400000000023,"larger"
17657,3,30,"library",1038.62,"larger"
17667,1,1,"cloud",2498.81600001537,"smaller"
17667,1,2,"bridge",7060.73100002232,"smaller"
17667,1,3,"flower",4837.82199999609,"smaller"
17667,1,4,"costume",6935.38700001646,"smaller"
17667,1,5,"lemon",1899.9370000129,"smaller"
17667,1,6,"liver",3109.40800003111,"smaller"
17667,1,7,"virus",2738.72000003007,"smaller"
17667,1,8,"skull",1574.0100000104,"smaller"
17667,1,9,"hammer",6208.40500000282,"smaller"
17667,1,10,"train",2012.3309999794,"smaller"
17667,1,11,"opera",1518.62800000326,"smaller"
17667,1,12,"elevator",12457.1170000337,"larger"
17667,1,13,"pill",3560.88900000066,"smaller"
17667,1,14,"pizza",4215.13500002981,"larger"
17667,1,15,"medal",2045.1889999921,"smaller"
17667,1,16,"glove",1959.90600003421,"smaller"
17667,1,17,"bowl",2715.08100001491,"smaller"
17667,1,18,"pilot",3707.25299999674,"larger"
17667,1,19,"robin",2901.49100003039,"smaller"
17667,1,20,"market",1492.83900001028,"larger"
17667,1,21,"casino",4367.9759999814,"larger"
17667,1,22,"sheep",1592.02000000287,"smaller"
17667,1,23,"mouse",1652.85000002407,"smaller"
17667,1,24,"planet",1798.69600001012,"larger"
17667,1,25,"jeep",1720.39899999148,"larger"
17667,1,26,"eagle",1381.61099998379,"larger"
17667,1,27,"church",2768.05199999287,"larger"
17667,1,28,"guitar",1162.35200002126,"larger"
17667,1,29,"buffalo",1259.8749999837,"larger"
17667,1,30,"sweater",1363.10000001895,"larger"
17667,2,1,"lawyer",3178.18300002324,"larger"
17667,2,2,"knife",2848.00600000046,"smaller"
17667,2,3,"soda",2190.05400001205,"smaller"
17667,2,4,"rabbit",4981.61499997956,"larger"
17667,2,5,"goose",4679.63100000977,"larger"
17667,2,6,"universe",991.187000014645,"smaller"
17667,2,7,"cherry",2011.67600002111,"smaller"
17667,2,8,"forest",2583.99899998278,"larger"
17667,2,9,"tent",1343.27100000187,"larger"
17667,2,10,"bone",4487.73299997969,"smaller"
