"id","listid","study_position","color_condition","trial_condition","stimulus_condition","btw_cond","presented_color","word1","studyRT","resp","expect_test","use_help","recall_all_q","output_pos1","testRT1","acc1","acc","exclude","cue_prioritem1","cue_prioritem","cue_consec_value","cue_consec_lab","math_acc","n"
"18750",1,20,NA,"process",NA,"process_all","blue","bike",1067.17800004961,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",1,21,NA,"process",NA,"process_all","red","lawyer",871.830999879137,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",1,22,NA,"process",NA,"process_all","red","newspaper",730.413000059314,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",1,23,NA,"process",NA,"process_all","blue","hammer",1795.16699988861,"smaller","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",1,24,NA,"process",NA,"process_all","red","butler",758.82300006086,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",1,25,NA,"process",NA,"process_all","red","jewelry",1798.93499993777,"smaller","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",1,26,NA,"process",NA,"process_all","blue","taxi",877.200999882567,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",1,27,NA,"process",NA,"process_all","blue","basket",1480.31099995947,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",1,28,NA,"process",NA,"process_all","blue","string",1112.95299989227,"smaller","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",1,29,NA,"process",NA,"process_all","red","toast",1233.11199987089,"smaller","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",1,30,NA,"process",NA,"process_all","blue","pillow",1225.30399994427,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",2,1,NA,"process",NA,"process_all","red","pistol",2367.12399998255,"smaller","No","No",NA,NA,NA,0,0,FALSE,NA,NA,NA,NA,0.972972972972973,37
"18750",2,2,NA,"process",NA,"process_all","red","concert",897.409000046668,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-0.5,"process1",0.972972972972973,37
"18750",2,3,NA,"process",NA,"process_all","blue","railroad",1154.69000007957,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-1.5,"process2",0.972972972972973,37
"18750",2,4,NA,"process",NA,"process_all","red","apple",730.483000038716,"smaller","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",2,5,NA,"process",NA,"process_all","blue","horn",1755.71400001796,"smaller","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",2,6,NA,"process",NA,"process_all","red","empire",774.143999854627,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",2,7,NA,"process",NA,"process_all","blue","clinic",1035.49499988952,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",2,8,NA,"process",NA,"process_all","blue","factory",702.914000004763,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",2,9,NA,"process",NA,"process_all","blue","buffalo",782.515999936848,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",2,10,NA,"process",NA,"process_all","blue","carpet",880.540999920864,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",2,11,NA,"process",NA,"process_all","blue","bible",1376.15699992428,"smaller","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",2,12,NA,"process",NA,"process_all","red","dragon",667.835999869101,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",2,13,NA,"process",NA,"process_all","blue","elevator",702.091999991739,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",2,14,NA,"process",NA,"process_all","red","doctor",996.793999909423,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",2,15,NA,"process",NA,"process_all","blue","heart",939.471999997855,"smaller","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",2,16,NA,"process",NA,"process_all","blue","piano",763.918999880785,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",2,17,NA,"process",NA,"process_all","blue","dog",1817.35000007128,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",2,18,NA,"process",NA,"process_all","blue","goat",703.462999959185,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",2,19,NA,"process",NA,"process_all","blue","eagle",1548.31999989884,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",2,20,NA,"process",NA,"process_all","red","ocean",758.783999949868,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",2,21,NA,"process",NA,"process_all","red","cherry",803.321000073978,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",2,22,NA,"process",NA,"process_all","red","underwear",1542.11599989835,"smaller","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",2,23,NA,"process",NA,"process_all","red","pole",1158.7600000418,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",2,24,NA,"process",NA,"process_all","red","sheep",1861.731999907,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",2,25,NA,"process",NA,"process_all","red","cabin",910.353999975719,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",2,26,NA,"process",NA,"process_all","blue","fort",974.267000056105,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",2,27,NA,"process",NA,"process_all","blue","horse",739.560000049649,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",2,28,NA,"process",NA,"process_all","red","penny",874.802000076044,"smaller","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",2,29,NA,"process",NA,"process_all","red","pipe",3437.2849999473,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",2,30,NA,"process",NA,"process_all","red","lemon",1790.46300007182,"smaller","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",3,1,NA,"process",NA,"process_all","blue","jeep",1236.72500005766,"larger","No","No",NA,NA,NA,0,0,FALSE,NA,NA,NA,NA,0.972972972972973,37
"18750",3,2,NA,"process",NA,"process_all","blue","crown",1195.31499996578,"smaller","No","No",NA,2,2137.17900002887,1,1,FALSE,"process","process",-0.5,"process1",0.972972972972973,37
"18750",3,3,NA,"process",NA,"process_all","red","island",703.054999885615,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-1.5,"process2",0.972972972972973,37
"18750",3,4,NA,"process",NA,"process_all","red","pizza",1153.19899995433,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",3,5,NA,"process",NA,"process_all","red","earth",774.241000080539,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",3,6,NA,"process",NA,"process_all","blue","lion",931.777999864484,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",3,7,NA,"process",NA,"process_all","blue","lawn",884.481999972602,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",3,8,NA,"process",NA,"process_all","red","brick",2716.8220000104,"smaller","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",3,9,NA,"process",NA,"process_all","blue","nurse",762.449999973294,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",3,10,NA,"process",NA,"process_all","red","tire",1845.9499999251,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",3,11,NA,"process",NA,"process_all","red","planet",744.094000044744,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",3,12,NA,"process",NA,"process_all","blue","bride",748.918999977759,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",3,13,NA,"process",NA,"process_all","blue","waiter",769.18299992918,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",3,14,NA,"process",NA,"process_all","red","bacon",1733.99100008258,"smaller","No","No",NA,5,3339.85399999982,1,1,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",3,15,NA,"process",NA,"process_all","blue","cage",2788.56500000949,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",3,16,NA,"process",NA,"process_all","red","medal",2223.36399987107,"larger","No","No",NA,3,1199.38200002047,1,1,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",3,17,NA,"process",NA,"process_all","blue","shark",1034.53099998191,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",3,18,NA,"process",NA,"process_all","blue","corn",1925.68599992094,"smaller","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",3,19,NA,"process",NA,"process_all","blue","nanny",916.287999864435,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",3,20,NA,"process",NA,"process_all","blue","bone",2494.60599988478,"smaller","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",3,21,NA,"process",NA,"process_all","red","badge",1646.76699990348,"smaller","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",3,22,NA,"process",NA,"process_all","red","soda",891.640999966767,"smaller","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",3,23,NA,"process",NA,"process_all","red","passport",882.184999932535,"smaller","No","No",NA,6,7650.07100000489,1,1,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",3,24,NA,"process",NA,"process_all","blue","belt",3682.55900000699,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",3,25,NA,"process",NA,"process_all","red","barn",931.062999861664,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",3,26,NA,"process",NA,"process_all","blue","universe",840.954000046942,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",3,27,NA,"process",NA,"process_all","red","boot",1799.33899998676,"smaller","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",3,28,NA,"process",NA,"process_all","red","stairs",1303.72200002195,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",3,29,NA,"process",NA,"process_all","red","cookie",991.885000047274,"smaller","No","No",NA,7,4534.80099988077,1,1,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18750",3,30,NA,"process",NA,"process_all","blue","circus",735.406999972649,"larger","No","No",NA,4,2009.45700003835,1,1,FALSE,"process","process",-2.5,"process3",0.972972972972973,37
"18751",1,1,NA,"process",NA,"process_all","blue","corn",3114.264999996,"smaller","No","No",NA,NA,NA,0,0,FALSE,NA,NA,NA,NA,0.951219512195122,41
"18751",1,2,NA,"process",NA,"process_all","blue","virus",2485.56600003538,"smaller","No","No",NA,NA,NA,0,0,FALSE,"process","process",-0.5,"process1",0.951219512195122,41
"18751",1,3,NA,"process",NA,"process_all","red","wallet",1030.98100004939,"smaller","No","No",NA,NA,NA,0,0,FALSE,"process","process",-1.5,"process2",0.951219512195122,41
"18751",1,4,NA,"process",NA,"process_all","red","sheep",1414.21000000945,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",1,5,NA,"process",NA,"process_all","red","basket",8231.69500001243,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",1,6,NA,"process",NA,"process_all","blue","pole",3780.4670000409,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",1,7,NA,"process",NA,"process_all","red","heart",1749.43500000428,"smaller","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",1,8,NA,"process",NA,"process_all","blue","towel",10931.7670000075,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",1,9,NA,"process",NA,"process_all","blue","elevator",1320.83600004431,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",1,10,NA,"process",NA,"process_all","red","bride",1589.19300003329,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",1,11,NA,"process",NA,"process_all","blue","robot",1911.18000000951,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",1,12,NA,"process",NA,"process_all","blue","flower",1191.95500001329,"smaller","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",1,13,NA,"process",NA,"process_all","red","whistle",1065.61400000894,"smaller","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",1,14,NA,"process",NA,"process_all","red","clinic",1444.57000004288,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",1,15,NA,"process",NA,"process_all","blue","bone",2327.74700004965,"smaller","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",1,16,NA,"process",NA,"process_all","blue","coast",1078.75600004013,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",1,17,NA,"process",NA,"process_all","red","goat",1109.41300001187,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",1,18,NA,"process",NA,"process_all","blue","monkey",773.85200004073,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",1,19,NA,"process",NA,"process_all","blue","shotgun",2649.51800002335,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",1,20,NA,"process",NA,"process_all","red","costume",1527.3420000264,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",1,21,NA,"process",NA,"process_all","red","passport",1189.73100001444,"smaller","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",1,22,NA,"process",NA,"process_all","red","cloud",2119.55500004656,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",1,23,NA,"process",NA,"process_all","blue","market",1428.41900004796,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",1,24,NA,"process",NA,"process_all","blue","couch",979.754000047455,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",1,25,NA,"process",NA,"process_all","blue","bowl",873.454000037629,"smaller","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",1,26,NA,"process",NA,"process_all","red","tire",1046.14600002341,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",1,27,NA,"process",NA,"process_all","red","cocktail",1945.29700000613,"smaller","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",1,28,NA,"process",NA,"process_all","blue","liver",2005.7300000239,"smaller","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",1,29,NA,"process",NA,"process_all","red","opera",1205.72100003128,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",1,30,NA,"process",NA,"process_all","red","soda",933.200000038894,"smaller","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",2,1,NA,"process",NA,"process_all","blue","banana",1787.17300003342,"smaller","No","No",NA,NA,NA,0,0,FALSE,NA,NA,NA,NA,0.951219512195122,41
"18751",2,2,NA,"process",NA,"process_all","red","potato",789.05900000257,"smaller","No","No",NA,NA,NA,0,0,FALSE,"process","process",-0.5,"process1",0.951219512195122,41
"18751",2,3,NA,"process",NA,"process_all","blue","shark",998.59500003024,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-1.5,"process2",0.951219512195122,41
"18751",2,4,NA,"process",NA,"process_all","red","wrist",852.098000014958,"smaller","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",2,5,NA,"process",NA,"process_all","blue","mouse",840.989000038884,"smaller","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",2,6,NA,"process",NA,"process_all","red","nail",1204.02300001262,"smaller","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",2,7,NA,"process",NA,"process_all","blue","knee",617.620000004477,"smaller","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",2,8,NA,"process",NA,"process_all","red","penny",644.709000029601,"smaller","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",2,9,NA,"process",NA,"process_all","blue","goose",1303.54800003389,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",2,10,NA,"process",NA,"process_all","blue","bread",3558.23800003465,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",2,11,NA,"process",NA,"process_all","blue","barn",951.442000014416,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",2,12,NA,"process",NA,"process_all","red","garden",1125.35300004104,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",2,13,NA,"process",NA,"process_all","blue","dentist",1449.6330000186,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",2,14,NA,"process",NA,"process_all","blue","island",1030.8690000191,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",2,15,NA,"process",NA,"process_all","red","eagle",742.08700003702,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",2,16,NA,"process",NA,"process_all","blue","tent",840.379000008223,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",2,17,NA,"process",NA,"process_all","blue","crown",2505.06199999416,"smaller","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",2,18,NA,"process",NA,"process_all","red","string",1384.23300003266,"smaller","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",2,19,NA,"process",NA,"process_all","red","steak",824.157000040112,"smaller","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",2,20,NA,"process",NA,"process_all","blue","ranch",1061.28799999331,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",2,21,NA,"process",NA,"process_all","red","horn",902.189000010141,"smaller","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",2,22,NA,"process",NA,"process_all","blue","branch",2948.59100003244,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",2,23,NA,"process",NA,"process_all","red","pearl",915.580000025802,"smaller","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",2,24,NA,"process",NA,"process_all","blue","bedroom",869.900000009395,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",2,25,NA,"process",NA,"process_all","red","camera",760.535000032454,"smaller","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",2,26,NA,"process",NA,"process_all","red","horse",776.32600001886,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",2,27,NA,"process",NA,"process_all","red","turtle",981.986000023084,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",2,28,NA,"process",NA,"process_all","blue","circus",741.701999996323,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",2,29,NA,"process",NA,"process_all","red","badge",919.748000041349,"smaller","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",2,30,NA,"process",NA,"process_all","red","airplane",771.895000043092,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",3,1,NA,"process",NA,"process_all","red","hammer",3114.4350000096,"smaller","No","No",NA,NA,NA,0,0,FALSE,NA,NA,NA,NA,0.951219512195122,41
"18751",3,2,NA,"process",NA,"process_all","blue","burger",709.743000034243,"smaller","No","No",NA,NA,NA,0,0,FALSE,"process","process",-0.5,"process1",0.951219512195122,41
"18751",3,3,NA,"process",NA,"process_all","red","worm",773.991000042879,"smaller","No","No",NA,NA,NA,0,0,FALSE,"process","process",-1.5,"process2",0.951219512195122,41
"18751",3,4,NA,"process",NA,"process_all","red","lemon",819.6310000167,"smaller","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",3,5,NA,"process",NA,"process_all","blue","cage",1510.85600003891,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",3,6,NA,"process",NA,"process_all","red","barrel",839.503000000259,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",3,7,NA,"process",NA,"process_all","blue","sink",1512.53800000437,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",3,8,NA,"process",NA,"process_all","red","butler",905.135000045761,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",3,9,NA,"process",NA,"process_all","blue","earth",727.66500000481,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",3,10,NA,"process",NA,"process_all","blue","clown",837.835999993258,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",3,11,NA,"process",NA,"process_all","blue","bush",918.759000008577,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",3,12,NA,"process",NA,"process_all","blue","diamond",793.068000000436,"smaller","No","No",NA,6,3162.63299999258,1,1,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",3,13,NA,"process",NA,"process_all","red","taxi",676.456000034232,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",3,14,NA,"process",NA,"process_all","blue","universe",857.049000001047,"larger","No","No",NA,5,3756.76200003095,1,1,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",3,15,NA,"process",NA,"process_all","red","pistol",1160.01100003452,"smaller","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",3,16,NA,"process",NA,"process_all","blue","skull",2519.87000000873,"smaller","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",3,17,NA,"process",NA,"process_all","red","planet",1332.98000004003,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",3,18,NA,"process",NA,"process_all","red","dog",901.210000007413,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",3,19,NA,"process",NA,"process_all","red","pipe",1891.65300004731,"smaller","No","No",NA,2,1886.78200003831,1,1,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",3,20,NA,"process",NA,"process_all","red","railroad",806.706999995629,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",3,21,NA,"process",NA,"process_all","red","library",662.033000001567,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",3,22,NA,"process",NA,"process_all","blue","forest",758.669000015827,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",3,23,NA,"process",NA,"process_all","blue","chair",1222.51300003089,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",3,24,NA,"process",NA,"process_all","blue","train",771.839000041829,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",3,25,NA,"process",NA,"process_all","blue","orange",679.497000033152,"smaller","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",3,26,NA,"process",NA,"process_all","blue","whale",710.041000026627,"larger","No","No",NA,1,3179.048000023,1,1,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",3,27,NA,"process",NA,"process_all","red","spider",758.540999992518,"smaller","No","No",NA,3,4780.73999999848,1,1,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",3,28,NA,"process",NA,"process_all","red","cave",726.417999998434,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",3,29,NA,"process",NA,"process_all","red","blanket",1380.16600002488,"larger","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
"18751",3,30,NA,"process",NA,"process_all","blue","frog",820.095000012312,"smaller","No","No",NA,NA,NA,0,0,FALSE,"process","process",-2.5,"process3",0.951219512195122,41
